29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1900,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Divorced, Sales, Own-child, Black, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 12th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Philippines, >50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
71, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,10, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,10, Mexico, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,39, United-States, <=50K
81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1576,35, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Cambodia, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,2435,0,50, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,35, United-States, <=50K
73, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,1909,30, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4576,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Female,4392,0,44, United-States, >50K
60, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2316,52, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, <=50K
23, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,7693,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Tech-support, Own-child, Other, Female,0,0,40, United-States, >50K
58, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,2380,50, United-States, >50K
47, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Prof-school, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1806,60, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, <=50K
36, Private, Masters, Never-married, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,37, Mexico, <=50K
59, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,30, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,30, United-States, <=50K
51, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
24, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
37, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1654,40, United-States, >50K
54, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,1986,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Separated, Adm-clerical, Husband, White, Female,7298,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,70, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,3191,0,45, Cuba, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2128,40, United-States, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Own-child, Other, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,60, Cuba, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, United-States, >50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,50, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,54, United-States, >50K
37, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, >50K
23, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
61, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Divorced, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
25, Self-emp-not-inc, Doctorate, Never-married, Sales, Husband, White, Male,0,0,65, Mexico, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Doctorate, Never-married, Transport-moving, Husband, White, Male,0,1994,40, United-States, >50K
35, Self-emp-inc, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7687,0,45, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2246,0,40, United-States, >50K
32, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Hong, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,54, United-States, >50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
31, Private, 7th-8th, Married-spouse-absent, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
32, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
40, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,38, United-States, <=50K
54, Private, Assoc-voc, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,35, United-States, >50K
62, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, China, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
60, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
73, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,7298,0,45, United-States, >50K
57, Local-gov, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
71, Self-emp-inc, Some-college, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,6375,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Widowed, Other-service, Wife, White, Male,0,0,24, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
45, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, Mexico, <=50K
35, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
41, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Japan, <=50K
43, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
43, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Male,0,0,50, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3131,0,40, United-States, >50K
31, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
63, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,1, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,46, United-States, >50K
29, Private, Some-college, Divorced, Farming-fishing, Husband, Black, Male,0,0,50, Guatemala, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,98, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,4, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
32, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,35, Jamaica, <=50K
43, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
42, State-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, 1st-4th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,1680,0,30, United-States, >50K
36, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,25, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
58, Self-emp-not-inc, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1902,32, United-States, <=50K
68, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,1418,0,60, United-States, <=50K
64, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1947,50, United-States, >50K
