48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,48, Cuba, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,60, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,45, Cambodia, >50K
18, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Male,0,0,24, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Germany, <=50K
42, Self-emp-inc, Bachelors, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,30, Philippines, <=50K
50, Private, Some-college, Divorced, Other-service, Other-relative, Other, Male,0,0,22, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,35, Haiti, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,45, Mexico, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,4671,0,40, United-States, <=50K
30, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,24, Cambodia, <=50K
67, Self-emp-not-inc, Bachelors, Widowed, Sales, Unmarried, White, Female,0,0,15, Mexico, <=50K
32, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,37, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,50, Philippines, <=50K
22, State-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, France, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,11, Canada, <=50K
38, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,1936,52, Puerto-Rico, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Vietnam, <=50K
57, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Ireland, <=50K
44, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7589,0,70, Puerto-Rico, >50K
27, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
38, Private, Masters, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Scotland, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,54, Iran, <=50K
41, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Thailand, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,69, France, >50K
53, Private, Prof-school, Divorced, Prof-specialty, Husband, White, Female,5799,0,50, Scotland, <=50K
22, Private, 11th, Divorced, Sales, Unmarried, Black, Male,0,0,20, Cuba, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, China, <=50K
27, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,30, Columbia, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1976,70, Mexico, >50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,10, China, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,72, Hungary, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Portugal, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Guatemala, <=50K
28, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Vietnam, >50K
38, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,48, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,50, Dominican-Republic, >50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Ireland, <=50K
20, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,32, Thailand, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, >50K
24, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, Columbia, <=50K
42, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,33, Jamaica, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Yugoslavia, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Scotland, <=50K
34, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Poland, <=50K
61, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1902,60, France, <=50K
49, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
48, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, Puerto-Rico, >50K
26, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,5113,0,51, Greece, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,5099,0,24, Canada, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, <=50K
54, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,50, Columbia, >50K
31, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,38, Honduras, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Iran, <=50K
44, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,40, India, >50K
20, Private, 1st-4th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,24, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Hong, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Taiwan, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, Cambodia, >50K
27, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, Italy, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Laos, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, China, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Thailand, <=50K
31, Local-gov, 10th, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,1887,35, Haiti, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,5178,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
30, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Dominican-Republic, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Taiwan, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Honduras, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,3, Peru, <=50K
37, Self-emp-inc, 1st-4th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Cambodia, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,50, Hungary, <=50K
41, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, England, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Honduras, <=50K
19, Local-gov, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,13, Greece, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,4834,0,40, Hong, >50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
57, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,1887,35, Peru, <=50K
39, State-gov, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,50, Japan, <=50K
30, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Cambodia, >50K
85, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,48, Cambodia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,8309,0,50, Portugal, <=50K
59, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,16, Iran, >50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Puerto-Rico, >50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,5178,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,48, Dominican-Republic, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Guatemala, <=50K
44, Private, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,30, Greece, <=50K
29, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,54, Dominican-Republic, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,48, Honduras, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Dominican-Republic, >50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,2028,60, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
25, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, India, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Ecuador, <=50K
35, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Peru, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, Japan, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, El-Salvador, >50K
20, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, Dominican-Republic, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7298,0,40, South, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, India, <=50K
64, Private, Prof-school, Divorced, Machine-op-inspct, Husband, Black, Male,7298,0,40, Puerto-Rico, <=50K
46, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Hungary, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Private, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, State-gov, 12th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, South, <=50K
21, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Taiwan, <=50K
23, Private, Some-college, Never-married, Protective-serv, Unmarried, Other, Male,0,0,40, Italy, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,1902,40, Italy, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,46, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
35, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,35, England, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, China, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, Laos, <=50K
49, Private, 12th, Divorced, Transport-moving, Husband, White, Male,0,1975,40, South, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Laos, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
34, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
43, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Female,0,0,36, Hungary, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Haiti, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,47, Guatemala, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Taiwan, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1974,40, Greece, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, Ireland, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Nicaragua, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Honduras, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,99999,0,37, Jamaica, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Portugal, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, Cuba, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
43, Private, Some-college, Separated, Adm-clerical, Husband, Black, Female,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Canada, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
70, Federal-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,12, Hong, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Vietnam, >50K
50, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, Guatemala, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,54, Cambodia, <=50K
20, Private, 10th, Separated, Adm-clerical, Unmarried, White, Male,0,0,20, China, <=50K
21, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
39, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
29, State-gov, Masters, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,8, Hungary, <=50K
45, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, Italy, >50K
44, Private, 9th, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,5178,0,40, Philippines, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4589,0,35, Honduras, <=50K
33, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Ecuador, <=50K
50, Federal-gov, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, France, >50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
51, Private, Prof-school, Divorced, Prof-specialty, Husband, Other, Female,4889,0,50, Honduras, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
22, Private, Assoc-voc, Widowed, Sales, Own-child, Other, Male,0,0,35, Jamaica, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, South, <=50K
43, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Taiwan, <=50K
21, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,5178,0,40, South, <=50K
35, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Haiti, <=50K
20, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, China, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Cambodia, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Vietnam, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,1550,32, Portugal, <=50K
54, Private, HS-grad, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,15, Jamaica, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Laos, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, <=50K
40, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
48, Private, 9th, Never-married, Other-service, Wife, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, United-States, <=50K
30, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, China, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
52, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Hong, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Japan, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, England, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,18, South, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,1977,60, Thailand, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Other, Male,0,0,40, South, <=50K
67, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Japan, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,37, Mexico, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,38, Ecuador, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Divorced, Transport-moving, Husband, Black, Female,0,0,40, Canada, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,40, United-States, >50K
24, Private, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, United-States, >50K
20, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Female,0,0,30, Italy, <=50K
30, State-gov, Some-college, Separated, Handlers-cleaners, Husband, Black, Female,0,0,30, Portugal, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
43, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Ireland, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
22, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,38, El-Salvador, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, <=50K
