26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,2379,29, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
66, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, Assoc-acdm, Married-spouse-absent, Prof-specialty, Husband, Black, Male,0,0,54, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5023,0,40, United-States, <=50K
20, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,1117,0,50, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, >50K
67, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,22856,0,72, United-States, >50K
31, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,2541,45, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,99999,0,40, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Some-college, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, <=50K
58, Local-gov, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,71, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,1859,60, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7923,0,37, United-States, >50K
46, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
54, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, United-States, >50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,43, United-States, <=50K
64, Self-emp-not-inc, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,65, United-States, <=50K
53, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,0,12, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,75, Italy, <=50K
38, Private, 11th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, White, Female,0,0,65, United-States, >50K
49, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,75, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Ireland, >50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
17, Private, 11th, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
62, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
61, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Philippines, <=50K
47, Local-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Wife, White, Male,0,0,36, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,65590,0,60, United-States, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1852,40, United-States, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,25, United-States, >50K
20, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,15, Philippines, <=50K
44, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Guatemala, <=50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
30, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Wife, White, Female,4594,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
59, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,29, United-States, >50K
60, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,54, United-States, <=50K
42, Local-gov, Some-college, Divorced, Craft-repair, Wife, Black, Male,0,0,29, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
28, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
25, Private, 9th, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,3043,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1879,50, United-States, <=50K
27, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,7474,0,40, United-States, >50K
66, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,44, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
27, Self-emp-inc, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
57, Private, HS-grad, Divorced, Transport-moving, Wife, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Divorced, Transport-moving, Own-child, Black, Female,0,0,40, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, United-States, >50K
32, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,40, Guatemala, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
47, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1890,40, United-States, >50K
24, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
39, Private, Bachelors, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
54, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,25, Taiwan, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,11, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
57, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, United-States, >50K
60, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
45, Private, 9th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
57, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,36, United-States, <=50K
25, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, United-States, >50K
43, Local-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,40, United-States, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,1708,25, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,45, United-States, >50K
41, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Widowed, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,56, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Divorced, Other-service, Wife, White, Female,15024,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
60, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Separated, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
60, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
32, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,1610,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Germany, <=50K
48, Private, Some-college, Divorced, Tech-support, Husband, White, Male,14282,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
34, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,36, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
