19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Ecuador, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, England, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,20, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Iran, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,32, Hungary, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
19, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,52, United-States, >50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Ecuador, <=50K
68, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,16, France, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,91, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,50, Trinadad&Tobago, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,6685,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1886,70, United-States, >50K
37, Private, Masters, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, 7th-8th, Divorced, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Cambodia, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
50, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,40, United-States, >50K
77, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,1687,60, United-States, <=50K
32, Local-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3015,0,45, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
19, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
69, Self-emp-not-inc, Doctorate, Divorced, Prof-specialty, Husband, Black, Female,44672,0,45, United-States, >50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Italy, >50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
43, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
77, Local-gov, Assoc-acdm, Separated, Farming-fishing, Not-in-family, White, Male,0,0,35, Greece, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
68, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,2224,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Dominican-Republic, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,40, India, >50K
26, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, South, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Trinadad&Tobago, <=50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Ecuador, >50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
62, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Cuba, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,54, Hungary, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,30, United-States, >50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
53, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Honduras, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Scotland, <=50K
55, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Italy, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, 1st-4th, Never-married, Other-service, Own-child, White, Male,0,0,37, Jamaica, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, France, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, South, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2427,54, United-States, >50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,32, United-States, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,16, Guatemala, >50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,4503,0,40, Italy, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Italy, <=50K
52, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15742,0,20, United-States, <=50K
63, Private, Assoc-voc, Widowed, Tech-support, Not-in-family, White, Male,0,0,6, United-States, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,50, India, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1652,60, Thailand, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, Cambodia, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Taiwan, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, England, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1591,40, Scotland, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,39, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,2704,0,40, Jamaica, >50K
30, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male,2378,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1583,60, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,27, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2813,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,27, Mexico, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,95, United-States, <=50K
40, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
32, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,18, United-States, <=50K
27, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,52, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Mexico, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
39, Private, 11th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,1886,40, United-States, >50K
51, State-gov, Some-college, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Self-emp-inc, Assoc-voc, Widowed, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
18, Private, Bachelors, Separated, Other-service, Own-child, White, Male,0,0,12, Germany, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,37, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,25, China, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,44, France, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
59, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1953,99, Poland, >50K
37, Federal-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,96, United-States, >50K
53, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
34, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Masters, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,65, Mexico, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
62, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Own-child, White, Female,3198,0,15, United-States, >50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
47, Private, Doctorate, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, Taiwan, <=50K
60, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,59, Germany, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, India, <=50K
32, Federal-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Laos, <=50K
47, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,19, El-Salvador, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Haiti, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,7398,0,40, Laos, <=50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Iran, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
33, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
39, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
