26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, Germany, <=50K
59, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
39, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,48, Trinadad&Tobago, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Cambodia, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, France, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Poland, <=50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Canada, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Ireland, <=50K
54, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Iran, >50K
34, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,40, Vietnam, >50K
49, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, South, >50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, Hong, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
66, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, Italy, >50K
50, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,60, Scotland, <=50K
35, Local-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Japan, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,56, Peru, >50K
18, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Ecuador, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Philippines, >50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, Philippines, >50K
61, State-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Guatemala, <=50K
25, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
31, Self-emp-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,45, Italy, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Greece, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Taiwan, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Cuba, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
40, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, El-Salvador, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, China, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,10, Laos, <=50K
65, Self-emp-not-inc, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,54, Columbia, >50K
53, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Cuba, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Japan, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Portugal, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
46, Local-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Scotland, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, Cuba, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,7687,0,50, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
57, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
64, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Japan, >50K
49, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,3, El-Salvador, >50K
61, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,45, Peru, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Thailand, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, Laos, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
62, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, India, <=50K
62, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
47, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,2443,35, Japan, <=50K
25, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Thailand, <=50K
61, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Ireland, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, France, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Yugoslavia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, Yugoslavia, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Peru, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, El-Salvador, >50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,65, Nicaragua, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, El-Salvador, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
71, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
47, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, South, >50K
80, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,3103,0,26, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
27, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Laos, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Poland, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, <=50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, England, >50K
29, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Dominican-Republic, >50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, Germany, >50K
62, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,33, Greece, <=50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
35, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, <=50K
43, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,38, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, Puerto-Rico, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, Laos, <=50K
38, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Germany, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,3107,0,40, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
80, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Thailand, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,10, Cambodia, <=50K
23, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Ireland, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Honduras, >50K
50, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Nicaragua, <=50K
29, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Ireland, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,70, China, >50K
60, Private, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
73, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Columbia, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,39, China, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Peru, <=50K
56, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
51, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
70, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2501,0,70, Peru, <=50K
38, Local-gov, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, Ecuador, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,88, Puerto-Rico, >50K
43, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Columbia, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Nicaragua, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Guatemala, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, China, <=50K
35, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,38, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
35, Local-gov, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, Peru, <=50K
36, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, South, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Portugal, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Portugal, <=50K
36, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
66, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,6, Trinadad&Tobago, <=50K
64, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, Jamaica, <=50K
30, Private, Some-college, Married-spouse-absent, Protective-serv, Unmarried, White, Male,0,0,20, Haiti, <=50K
39, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,54, Thailand, >50K
56, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,48, Iran, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, Hong, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Peru, <=50K
32, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, Peru, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, Thailand, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, England, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
36, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Philippines, <=50K
31, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,2063,40, Philippines, >50K
29, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1810,40, India, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Philippines, <=50K
62, Private, 7th-8th, Widowed, Other-service, Wife, White, Female,0,0,16, India, >50K
40, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Guatemala, <=50K
53, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, England, >50K
35, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
53, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, Ecuador, <=50K
27, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,1977,40, Iran, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,7, Greece, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Thailand, >50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, >50K
29, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
47, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Cambodia, >50K
30, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
50, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Dominican-Republic, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, Honduras, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
38, Private, HS-grad, Separated, Craft-repair, Wife, White, Female,5178,0,35, Columbia, <=50K
37, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,52252,0,45, Cambodia, >50K
31, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, Iran, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Cambodia, >50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, Greece, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, Japan, >50K
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,52, Mexico, >50K
56, Private, Some-college, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,20, Peru, <=50K
58, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,71, Nicaragua, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, Portugal, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,5178,0,50, Honduras, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, Japan, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Yugoslavia, <=50K
33, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1982,11, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Iran, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,3279,0,45, Hungary, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, Thailand, >50K
53, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, South, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
25, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Taiwan, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Taiwan, <=50K
42, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Canada, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
23, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,6092,0,30, Ecuador, >50K
38, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Peru, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Local-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Laos, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Germany, <=50K
19, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,98915,0,20, Greece, >50K
83, Without-pay, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, France, <=50K
62, Self-emp-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,60, India, <=50K
39, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
29, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,43, Canada, <=50K
67, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,2651,25, Thailand, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, Jamaica, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,80, Thailand, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
39, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, >50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
28, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, South, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Germany, <=50K
41, State-gov, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,40, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, Columbia, >50K
30, Self-emp-inc, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, Jamaica, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
40, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,40, Japan, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Greece, <=50K
26, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,94, Ireland, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, China, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
33, Federal-gov, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Cuba, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Jamaica, >50K
