48, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
52, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,6639,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
48, Local-gov, Doctorate, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
34, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1671,40, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,30, Taiwan, <=50K
58, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,38, United-States, <=50K
21, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4689,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,20, Poland, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,26, United-States, <=50K
53, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
61, Federal-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
48, State-gov, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,25, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Canada, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4671,0,45, United-States, >50K
36, Private, Bachelors, Widowed, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, Some-college, Widowed, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, 11th, Separated, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,54, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Exec-managerial, Other-relative, White, Female,13438,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
40, Private, Masters, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Hungary, <=50K
27, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, >50K
55, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,84, United-States, <=50K
55, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
51, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, State-gov, 11th, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,29, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
38, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,48, India, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,30, Mexico, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,25, United-States, <=50K
51, State-gov, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Dominican-Republic, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, India, <=50K
33, Federal-gov, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,1604,60, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Separated, Craft-repair, Wife, Black, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,30, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,70, United-States, >50K
32, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,39, United-States, >50K
47, Private, Prof-school, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,24, Peru, >50K
31, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Cuba, <=50K
37, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,4386,0,50, United-States, <=50K
44, Local-gov, Some-college, Widowed, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, England, <=50K
42, Local-gov, Masters, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,86, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, Ireland, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
65, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,1590,35, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,54, United-States, <=50K
41, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
68, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,16, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
47, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, State-gov, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,25, Mexico, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,7298,0,40, United-States, >50K
37, Private, Bachelors, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
44, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,26, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Mexico, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,37, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Cuba, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
49, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
73, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,7095,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
42, State-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Male,0,1568,40, United-States, >50K
40, Local-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,25, United-States, <=50K
38, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, India, <=50K
30, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Local-gov, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,80, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,8089,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,99999,0,60, England, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
54, State-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Separated, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, State-gov, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
46, Private, Bachelors, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,38, England, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,30, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1726,70, United-States, >50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, 5th-6th, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,3116,0,38, United-States, <=50K
33, Private, Prof-school, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Poland, >50K
24, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,20, United-States, <=50K
