39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,30, England, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, Assoc-acdm, Divorced, Other-service, Husband, White, Female,14049,0,48, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, Local-gov, 10th, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Doctorate, Widowed, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Widowed, Farming-fishing, Husband, White, Female,0,0,16, United-States, <=50K
41, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,8473,0,70, United-States, >50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,32, United-States, <=50K
26, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
33, Private, Masters, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
18, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,32, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,15024,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, Mexico, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,24, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,2195,0,40, United-States, <=50K
53, Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,36, Mexico, <=50K
45, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
52, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
58, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,1902,40, United-States, <=50K
60, Federal-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Mexico, <=50K
38, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private, 10th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, >50K
43, State-gov, 7th-8th, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,44, United-States, <=50K
27, Self-emp-not-inc, 10th, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
45, Federal-gov, 11th, Divorced, Other-service, Wife, White, Female,0,0,13, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
79, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,13569,0,45, United-States, >50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2022,53, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1731,54, United-States, <=50K
35, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
50, State-gov, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
41, Private, 12th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, Masters, Separated, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
48, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
17, Private, 11th, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1981,50, United-States, >50K
39, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,45, United-States, >50K
40, Federal-gov, 1st-4th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,1977,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, >50K
54, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,25, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,37, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,54, United-States, >50K
72, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
21, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Female,5013,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,22, United-States, <=50K
39, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Cuba, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
55, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, United-States, <=50K
47, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private, 7th-8th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
57, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
36, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1591,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
69, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,20, Cuba, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,18, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,54, United-States, >50K
29, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
85, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, <=50K
37, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,43, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,35, South, <=50K
32, Private, 7th-8th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,15, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, Philippines, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
75, Private, 10th, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Masters, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, 7th-8th, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Wife, White, Male,7687,0,20, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,53, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
19, Local-gov, 11th, Separated, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Mexico, >50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
23, Self-emp-inc, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1880,50, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,15024,0,65, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1738,40, United-States, >50K
70, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, United-States, >50K
35, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Female,0,1887,45, United-States, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1887,53, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,0,48, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, England, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,48, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Black, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1875,45, United-States, <=50K
65, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7136,0,40, United-States, >50K
61, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,48, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,3004,0,60, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,54, Mexico, >50K
41, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,48, Mexico, <=50K
44, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, 5th-6th, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
68, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,2950,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
40, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,38, Mexico, <=50K
45, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
35, Local-gov, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
21, Local-gov, Doctorate, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,3, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,2994,0,60, United-States, >50K
36, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
38, State-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5061,0,45, United-States, >50K
