25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,8614,0,50, Dominican-Republic, >50K
67, Private, 9th, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,0,0,25, England, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,40, Ireland, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
69, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Yugoslavia, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,40, China, <=50K
67, Private, HS-grad, Widowed, Machine-op-inspct, Wife, Other, Female,0,0,25, Thailand, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Iran, <=50K
33, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,50, Germany, >50K
65, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, India, <=50K
39, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Cambodia, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
24, Self-emp-not-inc, 12th, Separated, Craft-repair, Husband, Black, Female,0,0,40, Hong, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,45, Hungary, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, Guatemala, >50K
43, Private, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, Ireland, <=50K
36, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Laos, >50K
66, Federal-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,20, Nicaragua, <=50K
24, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, Haiti, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Dominican-Republic, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Other-relative, Other, Female,0,0,40, Scotland, <=50K
34, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,60, Iran, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Japan, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, China, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Guatemala, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
22, Private, 11th, Never-married, Tech-support, Husband, Other, Male,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Japan, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Hong, <=50K
30, Local-gov, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Hungary, <=50K
32, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Ireland, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,70, Canada, >50K
40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, Poland, >50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
43, State-gov, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,12619,0,40, Germany, <=50K
38, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ecuador, >50K
26, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Laos, <=50K
28, Private, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Japan, <=50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7819,0,40, Cuba, >50K
18, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,20, Mexico, <=50K
33, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, Black, Female,0,0,50, Yugoslavia, >50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, China, >50K
22, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, Italy, <=50K
35, Private, 12th, Never-married, Exec-managerial, Husband, White, Male,0,0,38, Thailand, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Guatemala, <=50K
22, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,50, Thailand, <=50K
47, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,11059,0,50, Hungary, >50K
57, Local-gov, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,36, Laos, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Canada, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
38, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,0,50, Cuba, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,60, England, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, France, <=50K
23, Private, 1st-4th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,22, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,48, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,7687,0,75, China, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Hungary, <=50K
41, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,50, Mexico, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,8, Philippines, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,74, Iran, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, Philippines, <=50K
21, Private, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
37, Private, Bachelors, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
77, Private, 9th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,35, Nicaragua, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Mexico, <=50K
22, Private, Some-college, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,37, Germany, >50K
45, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
32, Private, Prof-school, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
46, Private, Masters, Divorced, Sales, Wife, Black, Female,0,0,25, Haiti, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
68, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,7687,0,30, Trinadad&Tobago, <=50K
30, Private, Prof-school, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,50, Cuba, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,80, Cambodia, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Female,8614,0,40, Mexico, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Germany, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,8, Peru, <=50K
30, State-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, Portugal, >50K
29, Private, Preschool, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, France, <=50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, >50K
49, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,1965,40, Vietnam, <=50K
23, Private, 5th-6th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
54, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,7298,0,12, Poland, >50K
20, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Philippines, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,15024,0,65, Puerto-Rico, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,7687,0,40, Iran, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,50, Taiwan, >50K
22, Private, 9th, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
55, Private, Prof-school, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,13752,0,40, Puerto-Rico, <=50K
36, Private, 7th-8th, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,1977,40, Cuba, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, China, <=50K
53, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,60, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Husband, Other, Female,0,0,99, Hungary, >50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
24, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,15024,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
51, Private, Bachelors, Divorced, Sales, Husband, Other, Female,0,0,40, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Other, Female,0,0,50, Dominican-Republic, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, England, >50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
64, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Taiwan, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Puerto-Rico, >50K
32, Private, 12th, Married-civ-spouse, Protective-serv, Husband, Black, Female,14083,0,60, Outlying-US(Guam-USVI-etc), >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,37, Columbia, <=50K
35, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Italy, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, Yugoslavia, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Puerto-Rico, <=50K
28, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, France, <=50K
47, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Vietnam, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Greece, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Poland, <=50K
48, Private, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Columbia, >50K
37, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
46, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, India, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,50, India, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, France, >50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Ireland, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Hong, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,21, South, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1902,40, Cambodia, <=50K
58, Local-gov, Bachelors, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,60, Ireland, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,10, Japan, <=50K
46, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,60, China, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
23, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, England, <=50K
54, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,9337,0,60, Nicaragua, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
63, Federal-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Dominican-Republic, >50K
31, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, South, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Hong, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,1902,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Cambodia, <=50K
20, Local-gov, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,10, Hungary, <=50K
34, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Honduras, >50K
31, Local-gov, Preschool, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,55, Greece, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,47, Honduras, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
36, Private, Some-college, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
45, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,40, Thailand, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,7298,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Cambodia, >50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Cambodia, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Poland, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Iran, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1970,45, Portugal, >50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
44, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,23, Ecuador, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Greece, <=50K
20, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Dominican-Republic, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,13991,0,48, Honduras, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Jamaica, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
47, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,9949,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,60, Hungary, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Ecuador, <=50K
42, Private, 10th, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Poland, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Jamaica, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Greece, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,34, Ecuador, <=50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,8, Dominican-Republic, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Portugal, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, Scotland, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
68, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
29, Private, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
33, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Hungary, <=50K
20, Private, 9th, Never-married, Exec-managerial, Wife, White, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Masters, Separated, Sales, Husband, Black, Male,7687,0,40, Yugoslavia, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
24, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,38, Taiwan, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,50, Ireland, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Portugal, <=50K
19, Local-gov, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,21, Trinadad&Tobago, <=50K
73, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,14083,0,40, Portugal, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, England, <=50K
