25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
20, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,10, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5344,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,47, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
27, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,0,0,8, United-States, <=50K
54, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,7687,0,45, Poland, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,2568,0,30, United-States, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,36, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, 10th, Widowed, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
28, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,1584,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
70, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
40, Local-gov, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1986,44, Japan, <=50K
60, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,2382,0,35, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Protective-serv, Other-relative, White, Male,0,0,60, United-States, <=50K
53, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Widowed, Other-service, Not-in-family, Other, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,13, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Divorced, Farming-fishing, Husband, White, Male,0,1977,35, United-States, >50K
34, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
37, State-gov, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,12, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
38, Federal-gov, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,37, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Sales, Wife, White, Female,0,0,54, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,1671,40, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,34, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,5470,0,38, United-States, >50K
52, Private, 10th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Sales, Wife, White, Female,0,0,38, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
49, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,15, United-States, >50K
32, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
43, Self-emp-not-inc, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
66, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
62, State-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,38, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, China, <=50K
27, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2014,40, United-States, >50K
24, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
27, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,2199,0,48, United-States, <=50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,13564,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K
47, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,35, Mexico, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
47, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Tech-support, Own-child, Black, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,45, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
48, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
69, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
44, State-gov, Masters, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
42, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3626,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, 5th-6th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,1887,35, United-States, >50K
64, Private, Assoc-voc, Widowed, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, >50K
47, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,1785,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,2436,42, United-States, <=50K
60, Local-gov, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,41, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
38, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,1733,54, United-States, <=50K
43, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Widowed, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
66, Private, Masters, Divorced, Prof-specialty, Husband, White, Female,15024,0,74, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
32, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, >50K
51, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
39, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
44, Private, Masters, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,52, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, El-Salvador, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, Masters, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Philippines, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2360,84, United-States, >50K
33, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Nicaragua, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,2197,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
47, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private, Assoc-voc, Divorced, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1879,8, United-States, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,7687,0,40, United-States, >50K
38, Private, 7th-8th, Never-married, Prof-specialty, Wife, White, Female,0,0,39, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,5013,0,50, United-States, >50K
31, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,24, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
