25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,5178,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1949,40, Canada, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,16, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,7298,0,7, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,43, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
48, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,34, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, >50K
19, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, State-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Widowed, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Separated, Exec-managerial, Own-child, Other, Female,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,7298,0,45, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,3427,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,7298,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,75, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1888,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
61, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,3375,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Male,1613,0,40, United-States, <=50K
67, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
42, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
33, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,64, France, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
31, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,33, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,5178,0,40, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
61, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,1902,30, United-States, <=50K
23, Private, Preschool, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
55, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,83, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,3985,0,10, United-States, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Guatemala, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, >50K
22, Local-gov, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,3433,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Jamaica, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,3124,0,60, United-States, <=50K
37, State-gov, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Tech-support, Husband, White, Female,15024,0,35, United-States, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
61, State-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,4, United-States, <=50K
25, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
29, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,10520,0,40, United-States, >50K
39, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,50, India, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,15, Philippines, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
56, State-gov, Preschool, Never-married, Other-service, Wife, Black, Female,0,0,20, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,30, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
26, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,8596,0,40, United-States, <=50K
34, Private, Doctorate, Divorced, Adm-clerical, Husband, White, Male,0,1902,40, United-States, >50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
62, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, Jamaica, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,3129,0,44, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
86, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
23, Local-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
32, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,1902,40, United-States, <=50K
34, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,37, United-States, <=50K
61, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,44, United-States, <=50K
44, Local-gov, Masters, Never-married, Farming-fishing, Not-in-family, Black, Male,4609,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, South, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, >50K
48, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
67, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,2872,0,16, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,1902,54, United-States, >50K
34, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4332,0,48, Taiwan, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
36, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
76, Private, Bachelors, Widowed, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,1977,40, United-States, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
26, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,7138,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Philippines, >50K
31, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,32, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Peru, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,2446,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
18, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Mexico, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, Mexico, <=50K
67, Self-emp-not-inc, 5th-6th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1977,30, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, 12th, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,23, United-States, <=50K
58, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Federal-gov, 10th, Divorced, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Philippines, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,24, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, 5th-6th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, United-States, >50K
38, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
