21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Haiti, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Cuba, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Hong, <=50K
21, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Ireland, <=50K
61, Self-emp-not-inc, Masters, Widowed, Sales, Husband, White, Male,7687,0,36, Mexico, >50K
42, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, Portugal, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, France, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Philippines, <=50K
19, Federal-gov, Prof-school, Never-married, Other-service, Own-child, White, Female,0,0,10, France, <=50K
74, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Italy, >50K
53, Federal-gov, 7th-8th, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
23, Private, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,16, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, Italy, >50K
33, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,20, Canada, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, >50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,2229,0,40, Poland, >50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,1845,50, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, Hungary, <=50K
37, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, Haiti, <=50K
41, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, China, <=50K
49, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
63, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,52, Japan, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Hong, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1861,40, India, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
37, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,60, Puerto-Rico, >50K
22, Federal-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Cuba, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,74, Mexico, <=50K
28, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Yugoslavia, >50K
29, Private, 7th-8th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Haiti, <=50K
70, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,1, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Iran, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Guatemala, <=50K
34, Private, Prof-school, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
47, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, India, <=50K
20, Private, 12th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, Ireland, <=50K
37, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, South, <=50K
43, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Jamaica, >50K
63, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,2176,0,40, Philippines, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Sales, Other-relative, White, Male,2335,0,40, Columbia, <=50K
63, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Honduras, >50K
41, State-gov, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,2431,0,35, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1901,50, Japan, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
33, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,35, Honduras, <=50K
30, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Portugal, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, India, >50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Hong, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Hong, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, Philippines, <=50K
54, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
26, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,30, Jamaica, >50K
66, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Thailand, >50K
32, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, France, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1686,50, Dominican-Republic, >50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, Ecuador, <=50K
70, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
60, State-gov, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,44, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
61, Private, 9th, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Laos, <=50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
51, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,15, Poland, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, Trinadad&Tobago, <=50K
27, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Peru, <=50K
23, Local-gov, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,8, China, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Canada, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,25, Canada, >50K
42, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
53, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
53, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,4386,0,40, France, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Ireland, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,6560,0,40, Ecuador, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, Haiti, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6624,0,48, Greece, >50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Philippines, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4139,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Dominican-Republic, >50K
49, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
25, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,50, Poland, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, India, <=50K
37, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,60, Italy, >50K
24, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,54, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Vietnam, >50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
71, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,10, United-States, <=50K
18, Private, Masters, Never-married, Other-service, Other-relative, White, Male,0,0,40, Scotland, <=50K
46, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, South, <=50K
30, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
53, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Hungary, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, Vietnam, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, South, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, France, >50K
47, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, Peru, <=50K
64, Self-emp-not-inc, Masters, Widowed, Sales, Wife, White, Female,0,0,40, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
43, Private, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, Taiwan, <=50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, Italy, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,25, India, <=50K
49, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Vietnam, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, Ecuador, >50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Columbia, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
63, Private, 7th-8th, Widowed, Tech-support, Unmarried, White, Female,0,0,40, England, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
24, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,44, Trinadad&Tobago, >50K
40, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, El-Salvador, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Italy, <=50K
46, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Honduras, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Yugoslavia, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, <=50K
51, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
26, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, France, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
52, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,30, India, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, India, >50K
20, State-gov, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Portugal, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, Portugal, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1848,40, Ireland, >50K
34, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,50, Dominican-Republic, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,70, England, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,42, Honduras, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1861,70, Scotland, >50K
65, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, Portugal, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cuba, >50K
42, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, <=50K
62, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,45, Hong, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, Honduras, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, India, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Honduras, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Japan, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Germany, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, Ireland, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,3119,0,48, Cambodia, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, China, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
59, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, France, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, India, <=50K
19, Local-gov, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,15, Cambodia, <=50K
31, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, South, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
54, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Nicaragua, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, <=50K
35, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
22, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,30, Hungary, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, El-Salvador, <=50K
54, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, Iran, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Iran, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,54, Scotland, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Greece, <=50K
50, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, >50K
56, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
35, Local-gov, 5th-6th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Canada, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Taiwan, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, Portugal, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Own-child, Other, Male,0,0,60, Dominican-Republic, >50K
40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
35, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,54, Laos, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Honduras, >50K
36, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,42, England, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,37, Peru, <=50K
39, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, Japan, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Peru, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Japan, <=50K
20, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,40, Peru, <=50K
43, Private, Some-college, Widowed, Adm-clerical, Other-relative, White, Female,0,0,20, Ecuador, <=50K
40, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, <=50K
28, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,1591,65, United-States, >50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,1863,30, Ireland, <=50K
29, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, France, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
20, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,26, Japan, <=50K
58, Self-emp-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,15024,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, South, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Haiti, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, India, >50K
22, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,80, Yugoslavia, <=50K
51, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, France, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, Laos, <=50K
32, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, Columbia, <=50K
29, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Cuba, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, Philippines, <=50K
35, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, Hong, <=50K
51, Without-pay, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
23, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,12, Ecuador, <=50K
