48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
49, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,72, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,3848,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
40, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,7298,0,48, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, >50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Haiti, <=50K
81, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Laos, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,25, Holand-Netherlands, <=50K
55, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, 7th-8th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, >50K
48, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
21, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1887,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Germany, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov, 9th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
45, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
19, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Bachelors, Divorced, Sales, Own-child, Black, Male,0,0,48, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,48, Trinadad&Tobago, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
48, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,10531,0,54, Jamaica, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Jamaica, <=50K
44, Self-emp-not-inc, 9th, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, 7th-8th, Never-married, Craft-repair, Wife, White, Male,4891,0,60, Holand-Netherlands, <=50K
71, Local-gov, 9th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,45, China, <=50K
32, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
27, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
55, Self-emp-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
36, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
20, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
32, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
24, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
51, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Cuba, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, Guatemala, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
32, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,38, Portugal, >50K
54, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
36, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, Philippines, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
39, State-gov, Assoc-voc, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,40, France, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
57, Local-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
73, State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Poland, <=50K
58, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Wife, White, Male,0,0,35, Philippines, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,99999,0,40, United-States, >50K
20, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
47, State-gov, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Other-relative, Other, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1740,45, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,42, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Germany, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,13, United-States, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
37, State-gov, 10th, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
28, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, Guatemala, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, Hungary, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Japan, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Ireland, <=50K
57, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,30, Philippines, <=50K
49, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,1887,40, United-States, <=50K
60, State-gov, Some-college, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Thailand, <=50K
43, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,40, India, <=50K
27, Local-gov, 9th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
33, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,2349,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Philippines, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
71, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, South, <=50K
46, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, Cuba, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
68, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
25, Private, Masters, Separated, Adm-clerical, Own-child, Other, Male,2529,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, Italy, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Poland, <=50K
40, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, >50K
31, State-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,35, Holand-Netherlands, <=50K
64, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Local-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Masters, Never-married, Other-service, Not-in-family, Other, Male,0,1887,45, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
56, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,45, Mexico, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,23, United-States, <=50K
31, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,1702,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Ireland, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,65, Germany, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
36, State-gov, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Thailand, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, Guatemala, <=50K
40, Local-gov, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,15024,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,8, United-States, <=50K
41, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Preschool, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Laos, <=50K
36, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Germany, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,52, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
20, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,35, France, <=50K
25, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, England, <=50K
25, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
51, Self-emp-not-inc, 1st-4th, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,80, Japan, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,60, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, 11th, Divorced, Tech-support, Unmarried, Black, Male,0,0,45, United-States, <=50K
37, Federal-gov, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2201,20, United-States, >50K
31, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,3899,0,50, Yugoslavia, <=50K
49, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, Other, Female,0,0,60, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,70, United-States, <=50K
