26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,13615,0,50, United-States, >50K
30, Federal-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,21, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
71, Self-emp-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,1902,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Local-gov, Doctorate, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,60, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,80, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,64, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,13, United-States, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Germany, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,80, United-States, >50K
50, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,1887,20, United-States, <=50K
42, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,30, United-States, >50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,12385,0,40, United-States, >50K
40, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
56, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,62, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Bachelors, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,27, United-States, <=50K
37, State-gov, 9th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
40, Local-gov, 9th, Separated, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,48, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,51, United-States, >50K
31, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
75, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,30, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, 11th, Married-civ-spouse, Sales, Husband, White, Female,10449,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,10188,0,40, United-States, >50K
69, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
28, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
46, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, China, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,4, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,73, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
40, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,38, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Assoc-acdm, Never-married, Transport-moving, Wife, Black, Male,7687,0,40, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,28, United-States, <=50K
29, Private, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
23, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,64, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,35, Mexico, <=50K
42, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,14342,0,55, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, >50K
24, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,30, United-States, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,8614,0,54, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
30, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,48, Cuba, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, 12th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,38, United-States, <=50K
21, Private, Assoc-acdm, Married-spouse-absent, Handlers-cleaners, Own-child, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,7342,0,40, United-States, >50K
72, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,7687,0,71, United-States, >50K
30, Private, Bachelors, Separated, Transport-moving, Not-in-family, Black, Female,0,0,30, United-States, <=50K
59, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Hong, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Preschool, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Widowed, Farming-fishing, Own-child, White, Female,0,0,15, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,38, Mexico, >50K
33, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
56, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Local-gov, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,48, Canada, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 11th, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
68, State-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,25, United-States, <=50K
50, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Japan, >50K
52, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,35, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Wife, Black, Male,0,0,25, United-States, >50K
68, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
50, Local-gov, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
60, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, Masters, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,38, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,15, United-States, <=50K
51, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,28, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,7904,0,48, United-States, >50K
34, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,38, United-States, >50K
30, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,1902,40, United-States, >50K
19, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
35, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1902,40, United-States, >50K
38, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,34, United-States, <=50K
33, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1877,50, United-States, >50K
27, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Italy, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
49, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, 12th, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
47, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Mexico, >50K
28, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,35, India, <=50K
36, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, White, Male,0,1902,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,48, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,48, United-States, >50K
48, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,48, United-States, >50K
