47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,17, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,2026,0,40, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
71, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,12, United-States, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,2276,22, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,36956,0,54, Taiwan, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,2944,0,10, United-States, <=50K
48, Private, Assoc-voc, Separated, Transport-moving, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Divorced, Protective-serv, Husband, White, Male,15024,0,35, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
29, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,75, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,7298,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,14676,0,50, United-States, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, 9th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,12, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,48, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,1714,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Female,0,0,40, India, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
73, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,15, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,53, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Italy, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,10101,0,40, United-States, >50K
67, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,14211,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,30, Mexico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
30, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
32, Local-gov, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,12, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
34, Private, 10th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,65, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
23, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Wife, White, Male,0,1886,35, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,5817,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4039,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,25, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K
55, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
33, Private, 11th, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, India, <=50K
29, Private, Prof-school, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4386,0,38, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
36, State-gov, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1901,40, United-States, >50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
58, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,2808,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5016,0,40, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
50, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
17, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,16, United-States, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1720,40, United-States, >50K
82, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3104,0,27, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Mexico, >50K
44, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
37, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Italy, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,7, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,37, Mexico, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Husband, White, Male,0,1640,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,4439,0,35, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,1740,15, United-States, <=50K
23, Private, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,45, Cambodia, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,12, United-States, <=50K
47, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1848,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
34, Private, 5th-6th, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
23, Private, Bachelors, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
35, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,80, United-States, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,48, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,1740,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,5255,0,60, Japan, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,7687,0,70, United-States, >50K
31, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1588,40, United-States, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
52, Private, 7th-8th, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
32, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,15024,0,54, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,15, Mexico, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2174,40, United-States, >50K
60, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, United-States, >50K
47, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private, Prof-school, Divorced, Craft-repair, Other-relative, White, Male,0,0,48, United-States, <=50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Masters, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
52, Private, 11th, Separated, Sales, Not-in-family, White, Female,0,0,38, Poland, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1734,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,25, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,43, United-States, >50K
63, Private, Some-college, Separated, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,50, United-States, >50K
54, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1873,65, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,27691,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Prof-school, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,5751,0,40, Cuba, <=50K
46, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,9219,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
51, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
35, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, Black, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,1198,40, United-States, >50K
