21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,24, Mexico, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
72, Self-emp-inc, Masters, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hungary, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
40, State-gov, Masters, Never-married, Exec-managerial, Wife, White, Male,7298,0,38, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,54, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Sales, Wife, Black, Male,0,0,37, South, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,3361,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
68, Private, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, >50K
60, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
77, Private, 5th-6th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,7, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
33, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
27, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Self-emp-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
66, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Mexico, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,15, United-States, <=50K
28, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
62, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,88, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, France, <=50K
23, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
73, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,2207,40, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, El-Salvador, >50K
63, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,7, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,21, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,31, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,4827,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,27, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
49, State-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Masters, Separated, Craft-repair, Own-child, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
32, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
48, Federal-gov, Masters, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
40, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,3103,0,40, United-States, <=50K
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Male,1518,0,40, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,7, United-States, <=50K
57, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4649,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
29, Self-emp-inc, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, Mexico, <=50K
51, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
34, Private, 11th, Separated, Craft-repair, Wife, White, Male,0,0,20, Mexico, <=50K
19, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
53, State-gov, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
69, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,24629,0,40, United-States, >50K
56, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,7687,0,40, United-States, >50K
31, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
59, Private, Bachelors, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1667,40, Columbia, <=50K
44, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
37, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,50, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
56, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,15024,0,40, United-States, >50K
56, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
36, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
68, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4942,0,80, Greece, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
56, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,37, India, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, Doctorate, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,47, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, >50K
32, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,1671,2, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,1428,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Masters, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,69287,0,50, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Mexico, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,1977,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
