48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
42, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,30, Philippines, <=50K
37, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, Cambodia, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,35, France, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Taiwan, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Laos, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cambodia, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Italy, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,3931,0,60, Vietnam, >50K
38, Private, Bachelors, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,7687,0,40, Philippines, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Philippines, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,48, Greece, <=50K
70, Federal-gov, 10th, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,5, Haiti, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Scotland, <=50K
56, Private, Assoc-voc, Separated, Prof-specialty, Husband, White, Male,0,0,35, Holand-Netherlands, <=50K
33, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Japan, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Poland, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, Hong, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Holand-Netherlands, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Columbia, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, >50K
25, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,40, Hungary, <=50K
23, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,38, Yugoslavia, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, Japan, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Hungary, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
61, Federal-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Greece, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, El-Salvador, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, England, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Taiwan, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,31573,0,50, Thailand, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Japan, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ecuador, >50K
20, Local-gov, Bachelors, Never-married, Machine-op-inspct, Other-relative, Other, Female,0,0,40, Hong, <=50K
47, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,50, Ecuador, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,18, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Yugoslavia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Honduras, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, South, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, <=50K
54, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Peru, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Germany, <=50K
75, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, Hong, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,4388,0,45, Columbia, >50K
48, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Italy, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, Cuba, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hungary, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Portugal, >50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,1976,40, Canada, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Iran, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, France, <=50K
38, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Honduras, <=50K
51, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,48, Peru, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, Ecuador, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,5051,0,40, Honduras, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,7298,0,49, Germany, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Portugal, <=50K
46, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,35, India, <=50K
47, Federal-gov, Some-college, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Haiti, <=50K
77, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Holand-Netherlands, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Italy, >50K
61, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Canada, <=50K
53, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, India, <=50K
51, Local-gov, Assoc-acdm, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
50, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,20, Philippines, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2495,0,40, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Greece, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1975,50, Cuba, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, >50K
17, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,30, France, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,70, Canada, >50K
20, Self-emp-not-inc, 1st-4th, Never-married, Farming-fishing, Husband, White, Male,0,0,45, Nicaragua, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Philippines, <=50K
39, State-gov, Masters, Divorced, Adm-clerical, Wife, White, Female,7298,0,40, Hong, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Greece, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Italy, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2318,30, India, <=50K
30, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, Iran, <=50K
31, State-gov, Bachelors, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1998,40, Italy, >50K
45, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Canada, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,25, Italy, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, Vietnam, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, South, >50K
35, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Holand-Netherlands, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2369,40, Vietnam, <=50K
38, Federal-gov, Assoc-acdm, Widowed, Sales, Not-in-family, White, Female,0,0,60, Peru, <=50K
24, Private, Prof-school, Never-married, Sales, Unmarried, White, Female,0,0,40, England, <=50K
61, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Greece, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
49, Self-emp-not-inc, Masters, Separated, Sales, Husband, Black, Female,0,0,50, Poland, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, China, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Philippines, >50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,1901,50, Hungary, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,36, Honduras, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Nicaragua, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, Thailand, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
73, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Vietnam, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Haiti, <=50K
32, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, Hungary, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Japan, >50K
36, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
55, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, France, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Peru, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, Guatemala, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,4503,0,40, Taiwan, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Cambodia, >50K
26, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Scotland, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Columbia, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, England, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
26, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
35, State-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
36, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Italy, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
28, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,30, Vietnam, <=50K
56, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Iran, >50K
21, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,0,0,97, South, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Vietnam, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Hungary, <=50K
56, Local-gov, Assoc-voc, Separated, Handlers-cleaners, Husband, White, Male,0,0,25, Peru, <=50K
26, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Germany, >50K
41, Private, Masters, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,45, Columbia, >50K
25, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, Japan, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, France, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Hong, <=50K
27, State-gov, Bachelors, Separated, Adm-clerical, Wife, Black, Female,0,0,35, Taiwan, <=50K
51, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Greece, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Thailand, >50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Mexico, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Guatemala, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
32, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,40, India, <=50K
31, Local-gov, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
31, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, France, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,83131,0,35, Poland, >50K
23, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
33, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,70, Philippines, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Jamaica, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Scotland, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Wife, Black, Female,0,0,41, Jamaica, <=50K
45, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
23, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Ecuador, <=50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, Trinadad&Tobago, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
53, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,77, Hungary, <=50K
80, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Laos, <=50K
28, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Germany, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, Thailand, >50K
17, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
42, Self-emp-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Vietnam, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Hong, <=50K
53, Local-gov, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
45, Local-gov, Prof-school, Separated, Machine-op-inspct, Husband, White, Male,0,1902,54, France, >50K
46, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,34, Thailand, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Peru, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Italy, <=50K
37, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,46, Philippines, <=50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,2479,45, Cambodia, >50K
26, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,40, France, <=50K
42, Self-emp-not-inc, 7th-8th, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
69, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, Scotland, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, Holand-Netherlands, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Peru, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,42, Portugal, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Germany, >50K
42, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Dominican-Republic, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Guatemala, <=50K
24, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Hungary, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Jamaica, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Honduras, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Thailand, <=50K
28, Private, Masters, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Laos, >50K
39, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,60, Philippines, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, South, <=50K
