39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,65, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1598,0,50, Nicaragua, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,81, India, <=50K
24, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,32, Haiti, <=50K
36, Private, 9th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Poland, <=50K
44, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
63, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,93, United-States, <=50K
36, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, South, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3103,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,1977,45, England, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
65, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, France, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,2, Taiwan, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1663,40, United-States, >50K
40, Local-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,3190,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Iran, >50K
36, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,72, United-States, <=50K
32, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,25, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
55, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Canada, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,38, Japan, >50K
22, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, <=50K
66, Federal-gov, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,56, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,27800,0,5, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Female,0,0,10, Taiwan, <=50K
36, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,20, Greece, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, 1st-4th, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, Doctorate, Never-married, Other-service, Unmarried, White, Male,0,0,40, Japan, <=50K
53, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1828,50, United-States, >50K
56, Private, 1st-4th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Black, Male,0,0,54, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Puerto-Rico, >50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Poland, <=50K
56, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
34, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,54, Trinadad&Tobago, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Priv-house-serv, Husband, White, Male,0,0,20, United-States, <=50K
65, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,22320,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
39, Local-gov, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,54, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,60, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Italy, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,11282,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Holand-Netherlands, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,25, Scotland, <=50K
47, Private, Assoc-acdm, Widowed, Adm-clerical, Husband, White, Female,0,1977,40, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
35, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Hong, <=50K
58, State-gov, HS-grad, Separated, Armed-Forces, Unmarried, White, Female,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, 7th-8th, Widowed, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Female,0,0,44, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
35, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,1581,40, Vietnam, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, Mexico, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
60, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Haiti, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Portugal, <=50K
40, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Ecuador, <=50K
55, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
70, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,5126,0,40, Cambodia, >50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,35, Canada, <=50K
25, Private, 5th-6th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,10, Laos, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,37, Columbia, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
53, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, United-States, >50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
76, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Female,0,0,16, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,3648,0,40, Ecuador, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
63, Local-gov, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1977,50, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Canada, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Guatemala, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,20, Mexico, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
30, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1872,40, Italy, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Other-relative, White, Female,0,0,30, Italy, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
49, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
50, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Ireland, <=50K
27, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Scotland, >50K
39, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,48, China, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,10275,0,40, United-States, <=50K
28, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
36, Federal-gov, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,6617,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,7687,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
43, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, Hong, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1773,40, Italy, >50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,12, Nicaragua, <=50K
40, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Canada, <=50K
43, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
43, Self-emp-inc, Bachelors, Widowed, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
51, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,37, Yugoslavia, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
47, State-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,50, Trinadad&Tobago, >50K
59, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
22, Local-gov, 12th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
72, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,25158,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Thailand, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4386,0,45, Japan, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Thailand, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Italy, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,3103,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
20, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 11th, Never-married, Sales, Husband, Black, Female,0,1977,60, United-States, <=50K
