19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Honduras, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,3, Columbia, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, France, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,44, Thailand, >50K
54, Private, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Guatemala, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
32, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Italy, >50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
26, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, Vietnam, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Guatemala, >50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Thailand, >50K
22, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,35, Cambodia, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
37, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
32, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Italy, >50K
51, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Greece, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Wife, Black, Female,0,1977,30, Scotland, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, France, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Husband, Other, Female,0,0,40, Guatemala, <=50K
31, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Honduras, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Separated, Sales, Not-in-family, Other, Female,0,0,30, Japan, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
34, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Guatemala, >50K
29, State-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, >50K
56, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Guatemala, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Laos, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, England, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
52, Private, HS-grad, Separated, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,8, France, <=50K
50, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,40, Canada, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, India, <=50K
31, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, >50K
24, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, Ireland, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
56, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Germany, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,70, England, >50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,45, South, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
54, Private, HS-grad, Separated, Sales, Unmarried, Other, Male,0,0,40, Japan, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, Yugoslavia, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,36, Philippines, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Iran, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Haiti, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
32, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Poland, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Taiwan, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, South, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Laos, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
50, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,2201,0,20, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Canada, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
60, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1886,35, China, >50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,70, India, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
60, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
31, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Germany, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, Peru, >50K
24, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
31, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,24, El-Salvador, <=50K
32, Private, Some-college, Separated, Sales, Unmarried, Black, Male,0,0,35, Thailand, <=50K
41, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Columbia, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Haiti, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
30, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Jamaica, >50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
51, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Philippines, <=50K
62, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, Hungary, <=50K
32, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Outlying-US(Guam-USVI-etc), >50K
35, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,38, Jamaica, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Peru, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Scotland, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, >50K
26, Private, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Iran, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, England, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, Dominican-Republic, <=50K
40, Self-emp-inc, 12th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, <=50K
73, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, El-Salvador, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,45, Laos, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,32, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,70, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,1740,30, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, India, <=50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Puerto-Rico, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hong, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, >50K
21, Local-gov, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,30, Taiwan, <=50K
58, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1740,45, Laos, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
42, Local-gov, HS-grad, Separated, Exec-managerial, Husband, White, Male,4388,0,40, Greece, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Guatemala, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, >50K
32, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,45, Portugal, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Cuba, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, Taiwan, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Italy, >50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,25, Guatemala, <=50K
56, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,36, Ecuador, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Ecuador, <=50K
31, Private, Some-college, Separated, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,38, Japan, <=50K
25, Private, Bachelors, Never-married, Sales, Wife, Other, Male,0,0,25, Cambodia, <=50K
52, Private, 5th-6th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,38, Vietnam, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Scotland, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Thailand, <=50K
47, Private, Assoc-voc, Never-married, Prof-specialty, Wife, Other, Male,0,0,38, France, >50K
35, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,38, Yugoslavia, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, Portugal, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Mexico, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
21, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
44, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Ireland, <=50K
18, Private, 9th, Never-married, Tech-support, Own-child, Black, Female,0,0,30, India, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Female,2750,0,40, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1848,40, Peru, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3133,0,45, Cuba, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,30, Portugal, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Canada, <=50K
29, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Taiwan, <=50K
39, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0,0,24, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,96, Cuba, <=50K
35, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Male,0,0,60, Portugal, <=50K
31, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, >50K
54, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,985,0,45, Yugoslavia, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Hungary, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,38, Germany, <=50K
47, Self-emp-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,7298,0,60, Scotland, >50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1899,50, Japan, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1735,40, Vietnam, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Ecuador, >50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Poland, <=50K
39, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Cambodia, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Hong, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
28, Private, Some-college, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Canada, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,2483,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1669,65, China, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Female,2024,0,35, China, <=50K
56, Private, 7th-8th, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,32, Columbia, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,48, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
44, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Greece, <=50K
58, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,3618,0,40, Thailand, >50K
40, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Iran, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Japan, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
26, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Nicaragua, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1986,40, Thailand, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
54, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Ecuador, >50K
28, Private, 12th, Never-married, Transport-moving, Other-relative, Amer-Indian-Eskimo, Female,0,0,53, Italy, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Japan, >50K
47, Private, Assoc-voc, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Laos, <=50K
65, Local-gov, Bachelors, Separated, Other-service, Not-in-family, Other, Female,0,0,20, France, <=50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
33, Private, Some-college, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Philippines, <=50K
28, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
46, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
41, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
20, Private, 12th, Never-married, Exec-managerial, Own-child, Other, Female,0,0,35, Yugoslavia, >50K
61, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,45, Italy, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Columbia, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,80, Peru, >50K
56, Without-pay, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7313,0,40, Taiwan, >50K
22, Private, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Female,0,0,24, Poland, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Italy, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
