59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Scotland, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Hong, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Ireland, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Columbia, <=50K
50, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Portugal, >50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,62328,0,40, South, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2634,0,40, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,40, Italy, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
19, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,20, Guatemala, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
34, Private, 12th, Married-spouse-absent, Sales, Not-in-family, Other, Female,0,0,55, Hungary, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, >50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,20, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, >50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,58, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, South, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Scotland, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,3103,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
51, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,15, Hungary, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,25, Canada, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cambodia, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, <=50K
68, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, Columbia, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,55, Dominican-Republic, >50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Mexico, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, Canada, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Ecuador, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Jamaica, >50K
24, Private, 12th, Never-married, Other-service, Unmarried, White, Female,0,0,28, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,30, Hong, <=50K
59, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, Canada, <=50K
26, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,3459,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Ireland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Guatemala, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Greece, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, Hungary, >50K
19, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Philippines, <=50K
25, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, <=50K
43, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,2183,0,20, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,56, Cuba, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, Dominican-Republic, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
62, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Japan, <=50K
53, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Hong, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,3903,0,40, Mexico, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, South, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,45, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, Guatemala, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, England, <=50K
30, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,10849,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
44, Private, Some-college, Married-spouse-absent, Sales, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, 7th-8th, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,1739,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,5172,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,45, India, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Mexico, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Dominican-Republic, >50K
41, Private, Some-college, Married-spouse-absent, Protective-serv, Husband, White, Female,0,0,50, India, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,25, Thailand, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Nicaragua, <=50K
41, Local-gov, Masters, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,30, Scotland, <=50K
35, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Portugal, <=50K
26, State-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
32, Private, 9th, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, England, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,2471,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Peru, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,45, Cuba, <=50K
47, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Iran, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,43, Scotland, >50K
35, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Mexico, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, South, >50K
46, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,38, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
32, Local-gov, HS-grad, Divorced, Other-service, Own-child, Other, Male,0,0,35, Taiwan, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, France, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, Philippines, <=50K
55, State-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,99, Nicaragua, <=50K
53, Private, 5th-6th, Divorced, Sales, Unmarried, White, Female,0,0,38, Peru, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,14, Scotland, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Philippines, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Hong, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Italy, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,3119,0,40, Scotland, <=50K
32, Private, 9th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Philippines, >50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,10, Philippines, <=50K
57, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Wife, Other, Female,6725,0,40, Jamaica, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Cuba, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5244,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hungary, >50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, England, <=50K
56, Self-emp-not-inc, 7th-8th, Divorced, Other-service, Unmarried, Other, Female,0,0,30, Thailand, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1876,60, Ireland, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,1733,0,40, Iran, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
68, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
47, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, <=50K
39, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
34, Private, Some-college, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,80, Hong, >50K
43, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Scotland, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,55, South, <=50K
29, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,77, Haiti, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Mexico, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Dominican-Republic, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, India, <=50K
58, Private, Prof-school, Widowed, Handlers-cleaners, Husband, Black, Female,0,0,20, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,3822,0,50, Italy, >50K
25, Self-emp-not-inc, Doctorate, Divorced, Craft-repair, Husband, Other, Female,0,0,45, Cambodia, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
38, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,40, Taiwan, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Scotland, >50K
33, State-gov, HS-grad, Never-married, Protective-serv, Unmarried, Black, Male,0,0,35, Yugoslavia, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,83, Nicaragua, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Nicaragua, <=50K
45, State-gov, 5th-6th, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Greece, >50K
62, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Iran, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
36, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,50, Ecuador, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,36, Taiwan, >50K
31, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Iran, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,35, Peru, >50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
66, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,70, Scotland, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,45, Puerto-Rico, <=50K
30, Private, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,60, Jamaica, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,40, Cambodia, >50K
63, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,3, El-Salvador, <=50K
39, Federal-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Male,2067,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Jamaica, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,70, Iran, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Female,0,0,35, Greece, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Jamaica, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,70, Columbia, >50K
51, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, France, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, >50K
74, Federal-gov, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2829,0,50, United-States, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, China, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,55, Portugal, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Dominican-Republic, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
35, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, >50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
26, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,14083,0,40, Nicaragua, >50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Guatemala, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Protective-serv, Husband, Other, Female,0,0,40, Taiwan, <=50K
33, Private, 12th, Separated, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
67, Self-emp-not-inc, Bachelors, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,30, Taiwan, <=50K
34, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, Haiti, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Female,0,0,40, Nicaragua, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,15024,0,40, Cambodia, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,15, Japan, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,48, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,7, France, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
