59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
57, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Sales, Wife, White, Female,3058,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,25, United-States, <=50K
59, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
44, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,7, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Exec-managerial, Own-child, White, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,59, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,1887,71, United-States, >50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45,, <=50K
28, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,2422,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,35, United-States, <=50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
43, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
63, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7994,0,50, United-States, >50K
36, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Italy, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,25, United-States, >50K
36, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,45, Puerto-Rico, <=50K
23, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Married-spouse-absent, Sales, Husband, White, Male,0,1530,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, >50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Greece, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, Bachelors, Separated, Exec-managerial, Wife, White, Female,15024,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,1887,54, United-States, >50K
41, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,1977,35, United-States, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,1740,9, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2440,0,30, Philippines, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
67, Private, Doctorate, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,86, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
72, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1994,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, >50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
22, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, England, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Craft-repair, Other-relative, White, Male,2715,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,58, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1719,40, United-States, <=50K
85, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
58, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Wife, White, Female,0,2350,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Divorced, Sales, Wife, White, Male,0,0,22, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7742,0,45, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1725,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
88, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7334,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,60, Trinadad&Tobago, >50K
42, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,5013,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,24, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Protective-serv, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Mexico, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
40, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,2438,70, Greece, >50K
25, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,20, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Widowed, Sales, Wife, White, Female,0,0,35, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4898,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
58, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1734,54, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,40,, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,48, United-States, >50K
23, Private, Bachelors, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Separated, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
32, Self-emp-inc, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, Masters, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, >50K
41, Private, Masters, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,3335,0,12, United-States, <=50K
36, Local-gov, Assoc-acdm, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2411,50, United-States, >50K
28, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
58, Federal-gov, Some-college, Widowed, Tech-support, Wife, White, Female,0,1977,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
38, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Cuba, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, Greece, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, Bachelors, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
37, Private, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,43, England, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
36, Private, Masters, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
40, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
17, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,50079,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7324,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,3125,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Wife, White, Male,2440,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
30, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
28, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Ecuador, <=50K
31, State-gov, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 9th, Widowed, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
48, Private, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
54, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
50, Self-emp-not-inc, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
45, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,5093,0,40, United-States, >50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, >50K
50, Local-gov, Masters, Never-married, Other-service, Husband, White, Female,10520,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
