39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
49, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
68, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, England, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1662,40, Haiti, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,44, Mexico, <=50K
32, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Greece, <=50K
27, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,3029,0,48, United-States, >50K
67, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,8, Puerto-Rico, <=50K
42, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
29, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Poland, <=50K
28, Private, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,3, England, <=50K
59, Self-emp-inc, Assoc-voc, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,24, Taiwan, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Peru, >50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
23, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
54, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, >50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, India, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
39, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,54, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K
59, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Hong, <=50K
51, Private, 11th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Columbia, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,25, Peru, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, Cuba, <=50K
37, Private, Masters, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,52, Columbia, <=50K
40, Private, Some-college, Divorced, Farming-fishing, Wife, Other, Male,0,2481,60, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Columbia, >50K
43, Private, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,75, Honduras, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,45, France, >50K
61, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Japan, <=50K
40, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,3, Mexico, <=50K
33, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, South, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, France, >50K
61, Local-gov, 5th-6th, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Scotland, <=50K
48, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, State-gov, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,39, China, <=50K
19, Private, Masters, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,48, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,99, Japan, <=50K
63, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,99999,0,65, France, >50K
62, Self-emp-not-inc, 12th, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hungary, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
46, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, Portugal, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, South, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, France, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,7298,0,40, Vietnam, >50K
26, Private, Prof-school, Never-married, Protective-serv, Not-in-family, Other, Male,0,1977,52, Trinadad&Tobago, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3132,0,40, Dominican-Republic, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Jamaica, <=50K
66, Private, 10th, Divorced, Other-service, Not-in-family, Other, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Sales, Own-child, Other, Male,0,0,40, Italy, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Hong, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Japan, >50K
67, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Laos, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Holand-Netherlands, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, >50K
59, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,34, Hungary, <=50K
61, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Haiti, >50K
53, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
22, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Italy, >50K
49, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 9th, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, El-Salvador, <=50K
30, Private, 12th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
50, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,40, Hungary, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, India, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,5178,0,45, Haiti, >50K
39, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Italy, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, Honduras, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,75, Scotland, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,54, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
30, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
65, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,601,0,20, Vietnam, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Jamaica, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,35, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,2383,50, Canada, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
35, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, El-Salvador, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Yugoslavia, >50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Greece, >50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, Iran, >50K
73, Federal-gov, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
52, Local-gov, Masters, Separated, Craft-repair, Husband, White, Female,0,2502,40, South, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,18, Poland, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Holand-Netherlands, <=50K
33, Federal-gov, Some-college, Separated, Priv-house-serv, Not-in-family, Other, Male,0,0,45, Hungary, <=50K
49, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, Hong, <=50K
76, Private, Some-college, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,10, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,1868,45, Thailand, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,45, Hong, <=50K
23, Private, HS-grad, Separated, Craft-repair, Wife, White, Male,0,0,35, Philippines, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
63, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Cuba, >50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,38, Holand-Netherlands, <=50K
24, Private, 11th, Never-married, Protective-serv, Own-child, Other, Male,0,0,40, Germany, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Mexico, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, Canada, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
52, Private, 10th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
33, Local-gov, 10th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, 10th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,50, Canada, <=50K
53, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
65, Private, 9th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
46, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, France, <=50K
27, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,20, Holand-Netherlands, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,45, United-States, <=50K
25, Private, Prof-school, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Masters, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,72, Ecuador, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
52, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, Scotland, >50K
45, State-gov, HS-grad, Separated, Other-service, Not-in-family, Other, Male,0,2134,40, United-States, <=50K
27, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,80, Haiti, >50K
45, Private, Preschool, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
27, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,1671,40, Yugoslavia, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,44, United-States, >50K
60, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Holand-Netherlands, >50K
39, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,1975,40, Scotland, <=50K
51, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Hong, >50K
52, Self-emp-not-inc, Preschool, Married-civ-spouse, Sales, Husband, Black, Male,0,2190,60, Canada, >50K
30, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Germany, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,26, Nicaragua, <=50K
31, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,3103,0,40, Yugoslavia, <=50K
70, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2378,45, United-States, >50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
27, Private, 11th, Never-married, Adm-clerical, Husband, Other, Female,3103,0,40, Taiwan, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
36, Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,9831,0,40, Peru, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Columbia, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,36, Italy, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, England, <=50K
49, Local-gov, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Thailand, <=50K
53, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Scotland, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Germany, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Columbia, >50K
32, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, El-Salvador, >50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
21, Private, 1st-4th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,3103,0,50, Thailand, >50K
37, Private, Some-college, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,25, China, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,25, Ireland, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, England, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, Columbia, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Other, Female,0,1972,32, Holand-Netherlands, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Germany, <=50K
33, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, Cambodia, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,25, Scotland, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Poland, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, <=50K
62, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,70, Scotland, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Vietnam, >50K
28, Private, 12th, Never-married, Sales, Not-in-family, Black, Male,0,0,48, Germany, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, Ecuador, >50K
40, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,5125,0,40, Ecuador, >50K
31, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Taiwan, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Trinadad&Tobago, >50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,38, Japan, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,60, Hungary, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,4064,0,40, Scotland, <=50K
