42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Poland, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, India, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Ireland, <=50K
34, Federal-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,7687,0,20, Scotland, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Philippines, >50K
48, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, Ecuador, <=50K
30, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Peru, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Portugal, <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Greece, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Yugoslavia, <=50K
47, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,1625,40, Ecuador, >50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,20, Iran, <=50K
21, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male,0,0,38, Cambodia, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Iran, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, England, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Taiwan, <=50K
45, State-gov, Masters, Never-married, Farming-fishing, Wife, Black, Male,0,0,48, United-States, <=50K
26, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
32, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
55, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Peru, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,70, India, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, India, >50K
33, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3325,0,44, Haiti, >50K
27, State-gov, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,2, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
53, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1958,40, Dominican-Republic, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Poland, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, China, <=50K
31, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,2392,40, Ireland, >50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
46, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, France, >50K
63, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, Doctorate, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,55, Dominican-Republic, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, China, >50K
31, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,14510,0,50, Portugal, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Greece, >50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Honduras, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
27, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,99999,0,50, Columbia, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,25, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Germany, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Vietnam, <=50K
53, Private, Doctorate, Widowed, Prof-specialty, Husband, White, Male,0,2399,50, England, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Yugoslavia, <=50K
36, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, China, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,17, Ecuador, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Canada, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,4, Taiwan, <=50K
33, State-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,1318,40, Italy, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Cambodia, >50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-inc, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,60, France, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Honduras, >50K
63, Private, Doctorate, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,32, Cuba, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, China, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, Mexico, <=50K
46, Private, Assoc-voc, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, Cuba, <=50K
45, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
48, State-gov, Some-college, Never-married, Protective-serv, Wife, Black, Male,0,0,35, Laos, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Mexico, >50K
29, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Poland, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Yugoslavia, >50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,55, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,1584,40, Nicaragua, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,4987,0,24, Nicaragua, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, Greece, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Peru, <=50K
40, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Hong, <=50K
20, Private, 11th, Never-married, Other-service, Other-relative, Black, Female,0,0,20, Columbia, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
41, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
32, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1511,40, China, <=50K
48, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,91, Haiti, >50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Germany, >50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,30, England, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
55, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, India, <=50K
40, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Peru, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Nicaragua, >50K
40, Private, 10th, Divorced, Transport-moving, Husband, White, Female,0,1698,47, India, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Japan, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,3036,0,60, Dominican-Republic, <=50K
34, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, El-Salvador, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, El-Salvador, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,5013,0,45, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, Italy, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Iran, >50K
57, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Columbia, >50K
66, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,1868,50, South, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,26, Jamaica, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, China, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Scotland, <=50K
36, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,15024,0,40, Jamaica, >50K
59, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,36, Ireland, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,1485,40, Puerto-Rico, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,30, Vietnam, <=50K
25, State-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Peru, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Laos, >50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, White, Female,0,0,15, England, <=50K
59, State-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
28, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, >50K
53, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,55, Scotland, >50K
52, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,4314,0,40, England, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1890,56, Puerto-Rico, >50K
42, Federal-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
50, Local-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, Taiwan, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Haiti, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1966,50, Poland, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, China, >50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Ireland, >50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,14315,0,50, Hungary, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
77, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, England, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Haiti, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
38, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Male,2627,0,66, Vietnam, >50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, Nicaragua, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
33, Local-gov, Bachelors, Divorced, Exec-managerial, Own-child, Other, Male,0,0,45, Columbia, >50K
46, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
45, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Honduras, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, India, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Puerto-Rico, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, South, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, 10th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Poland, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, Vietnam, <=50K
25, Federal-gov, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, >50K
31, Self-emp-inc, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,8, Haiti, <=50K
64, Federal-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
39, Private, Some-college, Separated, Protective-serv, Not-in-family, Black, Female,0,0,60, Vietnam, <=50K
51, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,2414,72, United-States, >50K
27, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,40, Haiti, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,54, Guatemala, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
41, Local-gov, Some-college, Never-married, Exec-managerial, Husband, White, Female,3103,0,40, Puerto-Rico, >50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Columbia, <=50K
43, Private, 11th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, <=50K
23, Private, Masters, Never-married, Sales, Unmarried, White, Male,0,0,30, India, <=50K
25, Private, 5th-6th, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,32, Dominican-Republic, <=50K
67, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,1850,40, England, <=50K
27, Private, Assoc-acdm, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
51, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,50, Greece, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Honduras, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3152,0,65, Cambodia, >50K
41, Self-emp-inc, HS-grad, Married-spouse-absent, Tech-support, Husband, Amer-Indian-Eskimo, Male,4000,0,40, Nicaragua, <=50K
53, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1986,50, Philippines, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,40, England, >50K
31, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,54, Honduras, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, <=50K
73, Private, Assoc-acdm, Widowed, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
47, Federal-gov, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
50, Federal-gov, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
25, Federal-gov, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, South, <=50K
