29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,25, Portugal, <=50K
54, State-gov, Prof-school, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,17, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
23, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
64, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
67, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2303,54, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
72, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
47, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2351,50, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Mexico, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,70, Guatemala, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1884,40, United-States, >50K
20, Local-gov, 10th, Never-married, Exec-managerial, Own-child, Black, Female,0,0,16, Guatemala, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
22, Local-gov, 11th, Never-married, Handlers-cleaners, Husband, White, Male,2926,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,99999,0,40, United-States, >50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,23, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1862,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,12, United-States, <=50K
26, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, Ireland, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,3837,0,45, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,53, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,26319,0,60, United-States, >50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,3506,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,17, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,17, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,25, United-States, <=50K
71, State-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,6, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,45, United-States, >50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,79, United-States, <=50K
65, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,3, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
61, Private, 9th, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Columbia, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Unmarried, Black, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1881,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,2070,40, United-States, <=50K
33, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Jamaica, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,10527,0,35, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4466,0,10, United-States, >50K
42, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
51, Self-emp-inc, Bachelors, Widowed, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3325,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,20, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1876,43, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,15, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,2344,40, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,1887,54, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,30, United-States, <=50K
49, Local-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Philippines, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
67, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3330,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
39, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,53, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, Mexico, <=50K
49, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,1703,30, United-States, >50K
54, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,1977,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,1541,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
67, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
44, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,4, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7301,0,45, United-States, >50K
25, Local-gov, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,40, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
43, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Wife, White, Male,242,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,2692,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,1672,32, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
30, Federal-gov, 5th-6th, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,14773,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Masters, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
