59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, Assoc-voc, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1564,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Ecuador, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,8, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Self-emp-not-inc, 10th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
39, State-gov, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
65, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,14083,0,60, United-States, >50K
31, Self-emp-not-inc, Some-college, Divorced, Sales, Other-relative, White, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Cambodia, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Local-gov, Bachelors, Divorced, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,2392,0,30, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Taiwan, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Jamaica, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,60, England, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, Thailand, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
64, Private, 5th-6th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,99, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
36, Federal-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
50, Private, Prof-school, Divorced, Transport-moving, Unmarried, White, Male,4064,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,4368,0,50, Italy, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
61, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, >50K
41, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,38, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
62, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, >50K
43, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,99999,0,40, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, Cuba, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
53, Private, Preschool, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Masters, Never-married, Other-service, Husband, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, England, <=50K
52, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
54, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,30, United-States, <=50K
36, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
33, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Hong, >50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,45, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,7687,0,50, Yugoslavia, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Sales, Wife, Black, Male,0,0,40, Ecuador, <=50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1887,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, >50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,3898,0,60, Cambodia, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Ecuador, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Vietnam, >50K
51, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Without-pay, Assoc-voc, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, 7th-8th, Never-married, Transport-moving, Husband, White, Male,0,0,45, Peru, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Trinadad&Tobago, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
60, Without-pay, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Canada, >50K
20, State-gov, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1843,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
40, Private, 5th-6th, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Hong, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, China, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
44, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Haiti, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, State-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,3334,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Dominican-Republic, <=50K
36, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Columbia, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,30, Ireland, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,47, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, Iran, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Scotland, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Ecuador, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
43, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,43, Columbia, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,30, Canada, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
22, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, >50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,99, South, <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, China, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2443,44, Philippines, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,60, United-States, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,23445,0,20, Scotland, >50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Masters, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,46, Japan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,99999,0,60, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, England, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1856,65, Portugal, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
70, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,32889,0,50, United-States, >50K
67, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
28, Private, Bachelors, Never-married, Sales, Husband, Other, Male,0,0,40, Vietnam, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
42, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
39, Private, 9th, Never-married, Sales, Unmarried, White, Male,0,0,40, Peru, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
38, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, Guatemala, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,15024,0,54, Japan, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
43, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,50, Greece, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
45, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,83, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,6674,0,45, Columbia, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
25, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
43, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,2181,0,19, Yugoslavia, <=50K
56, Private, Preschool, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Dominican-Republic, <=50K
48, Private, Preschool, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
26, Local-gov, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,54, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Columbia, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Philippines, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, Honduras, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
56, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Taiwan, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, Guatemala, >50K
49, Private, Prof-school, Widowed, Other-service, Wife, White, Male,0,0,23, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,45, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,30, United-States, >50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States, >50K
60, Private, 7th-8th, Separated, Sales, Not-in-family, White, Female,0,0,35, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, China, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,36, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,60, Dominican-Republic, >50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2015,40, United-States, >50K
49, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, Ecuador, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5284,0,50, Yugoslavia, >50K
48, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
87, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,25478,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, South, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40,, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1642,60, Trinadad&Tobago, <=50K
34, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, 9th, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
39, State-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, Honduras, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,38, Canada, <=50K
39, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1887,40, Japan, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
