27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, Hungary, >50K
32, Private, Some-college, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hungary, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Iran, <=50K
30, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Federal-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, United-States, >50K
38, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, >50K
18, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,44, Hong, <=50K
41, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
40, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
50, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
22, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Mexico, <=50K
22, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
49, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,39, United-States, <=50K
57, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,12, United-States, >50K
54, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,99999,0,40, Columbia, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
24, Private, Doctorate, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, >50K
45, Private, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, Local-gov, 10th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
40, Local-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
78, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,54, United-States, <=50K
32, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
52, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,6069,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
53, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,60, Columbia, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,6914,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,18, United-States, <=50K
30, Private, 5th-6th, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Mexico, >50K
31, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,60, Vietnam, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,81, United-States, <=50K
36, Private, Prof-school, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,80, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7298,0,40, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, 7th-8th, Widowed, Craft-repair, Wife, White, Female,0,0,20, Greece, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,42, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, Dominican-Republic, <=50K
40, Private, Doctorate, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
35, Federal-gov, 12th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
73, Private, 1st-4th, Widowed, Exec-managerial, Husband, White, Female,0,0,48, United-States, <=50K
28, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
21, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, White, Male,8309,0,40, Hong, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,60, Laos, <=50K
29, Private, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,10042,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
68, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, Ireland, >50K
23, Private, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,81, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, >50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
67, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3194,0,35, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Germany, <=50K
38, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Peru, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3916,0,40, Vietnam, >50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, >50K
30, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,75, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,35, Peru, >50K
42, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, Nicaragua, >50K
40, Private, Bachelors, Widowed, Other-service, Unmarried, White, Male,0,0,50, Hong, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Puerto-Rico, >50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Dominican-Republic, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,1719,16, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
29, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,27018,0,25, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,2319,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
36, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Haiti, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,2691,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
79, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Puerto-Rico, <=50K
33, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, Black, Female,0,1826,40, United-States, >50K
56, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Male,7298,0,38, United-States, >50K
44, Private, Bachelors, Widowed, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,45, China, <=50K
20, Private, Prof-school, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Italy, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, Iran, <=50K
18, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,14, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, El-Salvador, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3736,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,1931,0,70, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,81, Jamaica, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Ireland, >50K
27, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,4093,0,48, Cambodia, <=50K
51, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
29, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Philippines, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, China, <=50K
30, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, South, >50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Mexico, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,70, Dominican-Republic, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, >50K
25, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,27, Taiwan, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, >50K
48, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Doctorate, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Separated, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Greece, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
32, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Germany, <=50K
51, Private, 9th, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Iran, >50K
31, Private, HS-grad, Separated, Tech-support, Own-child, Asian-Pac-Islander, Female,0,2130,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,50, Columbia, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, Ecuador, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Germany, >50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
63, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1880,36, Dominican-Republic, >50K
64, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, Jamaica, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,11, Ecuador, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
30, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,60, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
25, State-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, Jamaica, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Columbia, <=50K
