56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
70, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
73, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,40, Puerto-Rico, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
54, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,46, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Scotland, <=50K
20, Private, 11th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Vietnam, <=50K
67, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, China, <=50K
24, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, England, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, China, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4459,0,40, Peru, >50K
31, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,50, Jamaica, >50K
24, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,70, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Female,0,0,50, Puerto-Rico, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1889,40, Philippines, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
21, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Columbia, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Haiti, <=50K
41, State-gov, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,2397,50, Ecuador, >50K
45, Private, Assoc-acdm, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,2300,60, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
36, State-gov, Bachelors, Never-married, Transport-moving, Husband, Other, Female,0,0,30, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Italy, >50K
63, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,35, Iran, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,16649,0,40, Germany, >50K
42, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, Laos, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,3103,0,24, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Protective-serv, Other-relative, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,7298,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1745,60, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, White, Male,0,1548,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
67, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,20, Honduras, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Trinadad&Tobago, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,45, Portugal, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Ecuador, >50K
84, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,47, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, Thailand, >50K
49, State-gov, 10th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
81, Private, Assoc-voc, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, England, >50K
60, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Germany, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, >50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,60, Haiti, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,8, Italy, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
36, State-gov, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1977,50, India, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,2450,0,40, Italy, <=50K
29, Private, 11th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,25, Greece, <=50K
33, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Iran, <=50K
34, Local-gov, HS-grad, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
22, Private, Doctorate, Married-spouse-absent, Adm-clerical, Other-relative, Other, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Laos, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Male,0,0,20, Poland, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, Haiti, >50K
70, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,4, United-States, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Italy, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,7687,0,10, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2891,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Canada, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,25, France, <=50K
26, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
46, Local-gov, 12th, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,71, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,21, United-States, <=50K
40, Private, Prof-school, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,6837,0,50, Taiwan, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Germany, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, Hungary, <=50K
58, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,1740,40, Peru, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,4, United-States, <=50K
65, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, Haiti, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,73, Ecuador, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, France, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, Vietnam, <=50K
28, Private, Masters, Divorced, Sales, Own-child, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3626,0,40, Dominican-Republic, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Mexico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, England, <=50K
35, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, Taiwan, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Italy, <=50K
59, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Widowed, Other-service, Own-child, White, Male,5013,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
71, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
51, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,4627,0,60, Honduras, <=50K
18, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Ecuador, >50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, Nicaragua, <=50K
44, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
58, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,30, Yugoslavia, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
67, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Dominican-Republic, <=50K
19, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
24, State-gov, 10th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,12, Hong, <=50K
68, Self-emp-not-inc, Prof-school, Widowed, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
18, Federal-gov, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
90, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2694,45, Germany, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,80, United-States, <=50K
22, Private, 7th-8th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,25, Laos, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Poland, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,32, Hungary, <=50K
36, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
36, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1897,35, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, England, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,99999,0,54, United-States, >50K
41, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, 11th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
39, Private, Masters, Separated, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Columbia, >50K
66, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ireland, >50K
53, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, Haiti, >50K
42, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, Portugal, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,6789,0,38, Thailand, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
53, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,37, India, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,4529,0,45, United-States, >50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1594,40, Vietnam, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, <=50K
56, Private, Assoc-voc, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,10, Thailand, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Preschool, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
65, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,52, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
61, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,15, France, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Canada, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Poland, >50K
68, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, >50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
30, Private, 5th-6th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,10520,0,45, United-States, <=50K
22, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
20, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, Canada, <=50K
52, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
42, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
