62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,80, India, >50K
43, Self-emp-inc, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
50, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,4940,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Taiwan, >50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Vietnam, >50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1902,45, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Italy, <=50K
36, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,4167,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Nicaragua, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
50, Federal-gov, 7th-8th, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1977,65, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Germany, >50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,5272,0,45, Scotland, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
49, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
61, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
47, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Hong, <=50K
43, Private, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Trinadad&Tobago, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1892,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, >50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 7th-8th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1973,40, Honduras, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
58, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Preschool, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Peru, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,42, Hungary, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, France, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Vietnam, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Philippines, <=50K
30, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, >50K
30, Private, Assoc-voc, Separated, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Philippines, <=50K
21, Private, 10th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Japan, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, >50K
27, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
58, Self-emp-inc, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,99, United-States, <=50K
36, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,2475,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Dominican-Republic, <=50K
44, Private, 11th, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,48, Cuba, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Ireland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Trinadad&Tobago, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1961,40,, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
56, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Hong, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,15024,0,43, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Scotland, <=50K
66, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,15530,0,40, United-States, >50K
32, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,40, Japan, >50K
23, Private, 12th, Divorced, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,3103,0,45, Scotland, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Iran, >50K
70, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,5632,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,1902,30, Portugal, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Portugal, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,4428,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,1902,40, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hong, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Other-relative, White, Male,26707,0,45, Vietnam, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Yugoslavia, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
73, Private, Bachelors, Divorced, Craft-repair, Wife, Other, Male,15440,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,85, Japan, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Dominican-Republic, >50K
21, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
40, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Thailand, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,4926,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Columbia, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,1902,30, United-States, >50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1902,60, United-States, <=50K
66, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
41, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1974,25, Outlying-US(Guam-USVI-etc), <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Female,0,1902,50, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7331,0,50, Guatemala, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
24, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,52, United-States, >50K
30, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
25, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Haiti, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
58, Private, 7th-8th, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Philippines, >50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, Puerto-Rico, >50K
67, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,20, India, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,30, China, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Other-relative, Other, Male,0,0,40, Italy, >50K
57, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
33, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, England, <=50K
73, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,2118,0,40, Cuba, <=50K
46, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,7298,0,20, Philippines, <=50K
69, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10520,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
42, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Prof-school, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1902,15, Hungary, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,13895,0,48, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,99999,0,50, China, >50K
73, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
17, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,37, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, Greece, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
66, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,10, Scotland, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
76, Private, Masters, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,10, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Taiwan, <=50K
68, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, <=50K
18, State-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Iran, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,10, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Puerto-Rico, <=50K
51, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, United-States, <=50K
23, State-gov, 11th, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Iran, <=50K
40, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,10520,0,40, Germany, >50K
25, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,22, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Other-relative, Black, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,3469,0,40, Taiwan, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Scotland, >50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, 10th, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, Puerto-Rico, <=50K
21, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, United-States, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,3521,0,45, Italy, >50K
28, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,4825,0,40, Japan, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1902,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Taiwan, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,46, Jamaica, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,54, Taiwan, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5178,0,50, Yugoslavia, <=50K
33, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, Philippines, <=50K
49, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,6550,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,3696,0,75, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
38, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,42, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, Mexico, <=50K
50, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Peru, >50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, <=50K
49, Federal-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,16, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,46, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, Ecuador, <=50K
70, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,25, Cambodia, >50K
42, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
