47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Poland, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,50, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, Dominican-Republic, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Thailand, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,46, Nicaragua, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,60, Cuba, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, England, <=50K
33, Self-emp-inc, 9th, Never-married, Transport-moving, Unmarried, White, Female,0,0,39, England, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Haiti, <=50K
18, Self-emp-not-inc, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,15, Laos, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Portugal, <=50K
41, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, Other, Female,3704,0,40, China, <=50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,30, Mexico, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,65, Cambodia, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Laos, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
64, Federal-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
45, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Taiwan, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7687,0,40, France, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, France, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Haiti, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Haiti, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1617,35, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,41, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
32, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Female,0,0,38, Columbia, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2058,54, Iran, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, Yugoslavia, <=50K
41, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,15, Haiti, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, Hungary, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,54, Canada, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, Mexico, <=50K
58, Private, 7th-8th, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,2369,0,40, Philippines, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Philippines, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
69, Private, 7th-8th, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2175,0,18, Haiti, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, Vietnam, <=50K
44, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, Black, Male,6426,0,40, Hungary, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Cambodia, <=50K
41, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,80, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, England, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, India, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Columbia, >50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Portugal, <=50K
22, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, South, <=50K
51, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, Thailand, <=50K
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, South, <=50K
64, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1740,73, South, >50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cuba, >50K
23, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,48, Germany, <=50K
30, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Portugal, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,32, Thailand, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, China, <=50K
61, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,42, Guatemala, <=50K
31, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
54, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Germany, <=50K
51, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female,0,0,48, Greece, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Jamaica, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, Hungary, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Trinadad&Tobago, <=50K
50, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,52, Ecuador, >50K
18, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,25, France, <=50K
36, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, Portugal, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cuba, >50K
49, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, <=50K
22, Private, Prof-school, Separated, Protective-serv, Own-child, Black, Female,0,0,40, Canada, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Greece, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Mexico, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Vietnam, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3712,0,50, Columbia, <=50K
49, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Greece, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,1, Mexico, <=50K
56, Local-gov, 7th-8th, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, Germany, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
53, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, Cuba, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,5323,0,40, Japan, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Vietnam, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Germany, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4944,0,48, Jamaica, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
59, Local-gov, Some-college, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hungary, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, Jamaica, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Scotland, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, South, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,44, Ecuador, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2564,60, Jamaica, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Columbia, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Italy, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,3318,0,80, Cambodia, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,1848,50, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
29, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Iran, <=50K
42, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Greece, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Poland, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, Honduras, >50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,24, Cuba, <=50K
38, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Wife, Black, Female,0,0,38, Scotland, <=50K
39, Private, 7th-8th, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,47, Hungary, >50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,18, Peru, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Mexico, >50K
37, Local-gov, HS-grad, Divorced, Tech-support, Wife, White, Male,0,0,30, Philippines, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Iran, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, Honduras, <=50K
37, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Laos, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hong, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,79, Trinadad&Tobago, <=50K
45, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Laos, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,44, China, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, Thailand, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Yugoslavia, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,15, Poland, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,25, India, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,19, Canada, <=50K
71, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,3274,0,40, Ireland, <=50K
43, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Nicaragua, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Peru, >50K
38, Private, Bachelors, Separated, Tech-support, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Columbia, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, Puerto-Rico, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Greece, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
32, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,27, Guatemala, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Hong, >50K
28, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,39, Ecuador, <=50K
52, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, Iran, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
52, Private, Prof-school, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Taiwan, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, >50K
52, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Columbia, <=50K
42, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,14131,0,50, Puerto-Rico, >50K
36, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, China, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, Hungary, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,1887,16, India, <=50K
65, State-gov, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Haiti, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
57, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,50, England, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
73, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Dominican-Republic, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,54, Puerto-Rico, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Germany, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3966,0,40, Ireland, >50K
57, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Honduras, <=50K
20, Local-gov, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,15, Peru, <=50K
40, State-gov, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,40, England, <=50K
60, Private, Assoc-acdm, Married-spouse-absent, Other-service, Husband, White, Male,0,0,24, Guatemala, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,1573,40, Iran, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Canada, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Poland, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
36, Private, Prof-school, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, Honduras, <=50K
34, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,5209,0,35, Cuba, >50K
22, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Columbia, <=50K
46, State-gov, Some-college, Divorced, Exec-managerial, Own-child, Black, Female,0,0,50, Haiti, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
54, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,40, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Greece, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
36, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1742,45, Cuba, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,48, China, <=50K
40, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, South, <=50K
61, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cambodia, >50K
32, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, France, >50K
33, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
