19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,24, Dominican-Republic, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
40, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
37, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Peru, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Scotland, <=50K
73, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, >50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, Mexico, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,1784,25, Honduras, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Iran, <=50K
55, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Scotland, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hong, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Thailand, <=50K
58, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, Trinadad&Tobago, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,1848,45, Nicaragua, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
43, Private, HS-grad, Widowed, Machine-op-inspct, Other-relative, Black, Female,4616,0,40, Greece, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Greece, >50K
32, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Peru, <=50K
35, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Puerto-Rico, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Dominican-Republic, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Thailand, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, >50K
31, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Haiti, <=50K
56, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,35, Ecuador, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
40, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, Ecuador, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,37, Laos, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,25, Cambodia, <=50K
53, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Female,0,0,36, Vietnam, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, South, >50K
34, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, France, >50K
35, Private, 5th-6th, Never-married, Other-service, Unmarried, Black, Female,0,0,37, Yugoslavia, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Puerto-Rico, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, Cambodia, >50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, Italy, <=50K
18, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Female,0,0,25, Iran, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,2906,0,40, Hong, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1886,40, Peru, >50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,3369,0,45, Cuba, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Ecuador, <=50K
23, Private, Some-college, Married-spouse-absent, Adm-clerical, Other-relative, White, Male,0,0,40, Canada, <=50K
30, Private, Assoc-acdm, Separated, Prof-specialty, Other-relative, Black, Female,0,0,42, Thailand, <=50K
39, Private, Assoc-acdm, Divorced, Tech-support, Unmarried, White, Female,0,0,20, Iran, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,93, Cuba, <=50K
35, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, Puerto-Rico, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
54, Local-gov, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,1907,0,45, Yugoslavia, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Hungary, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
45, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, Germany, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,60, South, >50K
64, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,50, Japan, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, El-Salvador, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1886,40, Vietnam, <=50K
69, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, >50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Canada, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Poland, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,36, Cambodia, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Hong, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hong, >50K
29, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, Puerto-Rico, <=50K
38, Private, Masters, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,23, Canada, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,2859,0,45, United-States, <=50K
33, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,1614,65, China, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,2704,0,34, China, <=50K
56, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,47, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
44, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Greece, <=50K
57, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,3903,0,40, Thailand, >50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Iran, <=50K
33, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Vietnam, <=50K
21, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, England, <=50K
26, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1979,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ecuador, >50K
28, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,0,0,51, Jamaica, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Japan, >50K
48, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, <=50K
66, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, Germany, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
34, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,37, Philippines, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Guatemala, <=50K
46, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, 5th-6th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Columbia, <=50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Yugoslavia, <=50K
61, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, Italy, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Columbia, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Peru, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,80, Poland, >50K
57, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7369,0,40, Taiwan, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,46, Dominican-Republic, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,22, Poland, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
43, Private, Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,1653,40, Germany, <=50K
22, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,8, Canada, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Italy, <=50K
24, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,42, Yugoslavia, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1785,40, Hong, <=50K
59, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,32, Canada, <=50K
45, Self-emp-not-inc, Masters, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,55, Scotland, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Thailand, >50K
38, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, >50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,30, Scotland, <=50K
74, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Yugoslavia, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Other-relative, White, Male,0,0,40, India, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,22, Nicaragua, <=50K
49, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, Vietnam, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,30, Vietnam, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,50, Guatemala, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Scotland, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Portugal, >50K
27, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, India, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, Portugal, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
39, Private, Some-college, Separated, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Honduras, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Philippines, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
29, Local-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, >50K
25, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Hungary, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Italy, >50K
25, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Philippines, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
68, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, France, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,10893,0,40, Puerto-Rico, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Greece, >50K
60, Private, Bachelors, Divorced, Sales, Wife, White, Male,0,0,45, Yugoslavia, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, France, <=50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,14, South, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,3736,0,30, Dominican-Republic, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,40, United-States, >50K
45, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,35, Poland, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Laos, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, Germany, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, >50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Laos, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,36, Japan, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Columbia, >50K
49, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,50, Guatemala, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Thailand, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,13968,0,45, Germany, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,70, Guatemala, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, Laos, <=50K
61, State-gov, HS-grad, Widowed, Machine-op-inspct, Wife, Black, Female,0,0,16, Hungary, <=50K
46, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1732,40, Hungary, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3984,0,40, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, >50K
27, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Laos, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Peru, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Poland, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Cuba, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
34, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Greece, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, Laos, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, >50K
53, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,74, Guatemala, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
65, Local-gov, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Italy, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, India, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
47, Self-emp-inc, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3648,0,40, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, India, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
47, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,2875,40, England, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Laos, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Guatemala, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,50, Greece, <=50K
49, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, Iran, <=50K
43, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,70, Haiti, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
67, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3927,0,40, Nicaragua, >50K
33, Private, Masters, Widowed, Tech-support, Husband, White, Female,2935,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,65, Iran, <=50K
