28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Iran, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
50, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, >50K
26, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
45, Self-emp-inc, 11th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,1887,50, Cambodia, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,25, United-States, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Yugoslavia, >50K
29, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,5, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, Japan, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Divorced, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,4094,0,45, Peru, <=50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,1629,20, United-States, <=50K
25, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Peru, <=50K
58, Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
61, Self-emp-inc, Doctorate, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,90, United-States, <=50K
33, Private, 7th-8th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Germany, <=50K
39, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,80, Honduras, >50K
49, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,26294,0,60, United-States, >50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1901,60, Taiwan, >50K
47, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,32, England, >50K
36, State-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,45, Cambodia, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,13, Germany, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,50, Laos, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,50, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
22, Private, 11th, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28, Columbia, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
45, State-gov, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
57, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
45, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Columbia, >50K
25, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Ecuador, >50K
31, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
54, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, Ecuador, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4569,0,40, United-States, >50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
22, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
44, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, Greece, <=50K
28, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,40, Scotland, >50K
28, Self-emp-inc, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,54, El-Salvador, <=50K
40, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Haiti, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,90, Germany, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,44, United-States, <=50K
34, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,2121,45, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,45, Scotland, <=50K
54, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,1887,90, Honduras, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Other-service, Own-child, Other, Female,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, Poland, <=50K
63, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Jamaica, >50K
31, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,54, Yugoslavia, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,19, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1887,40, Jamaica, <=50K
21, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
59, Private, 7th-8th, Widowed, Tech-support, Unmarried, Other, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Widowed, Prof-specialty, Wife, Black, Male,0,0,30, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,8025,0,50, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Cuba, >50K
48, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
60, Local-gov, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,35, Thailand, <=50K
51, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,80, Puerto-Rico, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
30, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,50, Japan, <=50K
57, Self-emp-inc, 7th-8th, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
50, Private, Assoc-voc, Separated, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,2174,0,40, Poland, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,3424,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, Vietnam, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,5, Canada, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, >50K
19, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,0,0,40, Taiwan, <=50K
24, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,5, Cambodia, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, India, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
63, State-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4246,0,48, Jamaica, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hong, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
28, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Japan, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5129,0,40, Thailand, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,50, United-States, >50K
29, Private, Some-college, Separated, Adm-clerical, Husband, Other, Female,14254,0,40, Thailand, <=50K
50, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,8, Jamaica, <=50K
77, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Hong, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Hong, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, El-Salvador, <=50K
60, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, South, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, India, <=50K
50, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,50, Hungary, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,4858,0,40, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1902,70, Puerto-Rico, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Separated, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,7687,0,70, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
32, Private, 5th-6th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,60, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,39, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,1977,45, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Hong, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,7770,0,40, United-States, >50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, El-Salvador, >50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, China, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Thailand, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
50, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,70, United-States, <=50K
40, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Portugal, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
31, Self-emp-inc, Bachelors, Never-married, Transport-moving, Husband, White, Male,15024,0,50, Taiwan, >50K
49, Private, 5th-6th, Divorced, Other-service, Not-in-family, Other, Male,0,0,35, France, <=50K
34, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Haiti, >50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
29, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Haiti, <=50K
58, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,3979,0,40, Mexico, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
46, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,35, Italy, <=50K
60, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,45, United-States, <=50K
70, Federal-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,2, Thailand, <=50K
33, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,48, India, <=50K
21, Private, 12th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,54, France, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Iran, >50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,2174,0,70, Outlying-US(Guam-USVI-etc), <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Ireland, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, State-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
53, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Cuba, >50K
37, Federal-gov, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Hungary, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,72, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Peru, <=50K
27, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
76, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,10, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
49, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Italy, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, Philippines, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
29, Private, Some-college, Married-AF-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, England, >50K
