50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Ecuador, >50K
34, State-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
49, Private, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
51, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, Holand-Netherlands, <=50K
43, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,50, South, >50K
41, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
30, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Canada, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Greece, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
20, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Masters, Separated, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Yugoslavia, <=50K
36, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Peru, <=50K
23, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, Taiwan, <=50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Philippines, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, Jamaica, >50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,47, England, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,2352,45, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Jamaica, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Germany, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
49, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, El-Salvador, >50K
47, Private, Bachelors, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,54, Ecuador, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1870,40, China, >50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, >50K
62, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,1856,40, Trinadad&Tobago, >50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Ireland, >50K
76, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,8, England, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Hong, <=50K
23, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, Columbia, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,2181,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, Holand-Netherlands, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, Cambodia, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
50, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Scotland, <=50K
49, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,2370,50, Poland, >50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1705,40, Greece, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, South, <=50K
53, Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,54, Vietnam, <=50K
23, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, Germany, <=50K
29, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,24, Yugoslavia, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,35, Taiwan, >50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
47, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,32, Japan, <=50K
62, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, China, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
55, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, >50K
31, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,35, Dominican-Republic, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
31, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
44, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Italy, <=50K
21, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,20, United-States, <=50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,70, Columbia, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Puerto-Rico, >50K
33, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,8516,0,50, Poland, >50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
42, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Philippines, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Female,0,0,35, Vietnam, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
20, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,41, France, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Philippines, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Peru, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,60, France, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
27, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Peru, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Haiti, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Iran, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,1485,38, Philippines, <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, Italy, >50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
57, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
27, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cuba, <=50K
64, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,99, South, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,45, Mexico, <=50K
17, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
29, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Japan, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,5013,0,24, Vietnam, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Ireland, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
21, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,3103,0,40, Holand-Netherlands, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Japan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,3115,0,40, United-States, <=50K
19, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, Germany, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,20, Yugoslavia, <=50K
82, Private, HS-grad, Widowed, Transport-moving, Husband, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, England, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Taiwan, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Portugal, <=50K
76, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,25, Guatemala, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Scotland, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,29, United-States, >50K
69, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,32, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,3129,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,48, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
65, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,2602,0,99, Honduras, <=50K
47, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,40, Jamaica, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,50, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Vietnam, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, South, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,6836,0,50, Nicaragua, >50K
42, Private, Masters, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Peru, <=50K
54, Private, Assoc-acdm, Separated, Transport-moving, Not-in-family, Black, Female,0,0,48, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Female,4051,0,60, Hong, >50K
59, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
18, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,29, Holand-Netherlands, <=50K
38, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,70, England, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Laos, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2965,0,37, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,1700,40, Dominican-Republic, <=50K
33, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,1669,40, India, <=50K
33, Private, 11th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Philippines, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,29, Mexico, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,7298,0,40, Taiwan, >50K
35, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Scotland, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, Philippines, >50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Peru, <=50K
46, Private, Assoc-acdm, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,65, Poland, <=50K
50, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
18, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,20, Laos, <=50K
31, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Ecuador, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,29, Holand-Netherlands, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, India, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,2001,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7480,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, >50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,4209,0,50, Yugoslavia, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,45, Honduras, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2066,40, Taiwan, >50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,60, Holand-Netherlands, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
36, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Laos, >50K
36, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,40, Greece, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Cambodia, <=50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
38, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,29, Italy, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Nicaragua, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,20, Dominican-Republic, >50K
40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,50, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1841,40, Germany, >50K
27, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,75, Cambodia, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
59, Private, 10th, Divorced, Sales, Unmarried, Other, Male,0,0,35, Hungary, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, France, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,40, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, Hong, <=50K
30, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
56, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1877,40, Portugal, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,4617,0,48, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Iran, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Female,0,0,40, Greece, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,29, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3435,0,40, Scotland, <=50K
30, State-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,32, Nicaragua, <=50K
50, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
47, Private, Bachelors, Widowed, Exec-managerial, Wife, Other, Male,0,0,50, Iran, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, China, <=50K
