25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
44, Private, Some-college, Divorced, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, Mexico, <=50K
46, Private, Some-college, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,47, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,20, Peru, <=50K
46, Private, 12th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, Japan, <=50K
25, Private, Bachelors, Never-married, Protective-serv, Unmarried, Other, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
34, Private, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,29, Nicaragua, <=50K
33, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,45, Cambodia, <=50K
37, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, Dominican-Republic, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Ireland, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,65, Ireland, <=50K
28, Private, Some-college, Divorced, Protective-serv, Husband, Black, Male,0,0,35, Laos, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
38, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
48, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Haiti, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, <=50K
50, Private, Preschool, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
39, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, Honduras, >50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,25, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
22, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,35, Hungary, <=50K
18, Federal-gov, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,20, Cambodia, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,45, El-Salvador, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Jamaica, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Iran, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,34, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,45, Ecuador, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,24, Hungary, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,84, Nicaragua, >50K
19, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
57, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, Hong, <=50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,29, Cambodia, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
72, Local-gov, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
30, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, Honduras, >50K
32, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Greece, <=50K
35, Private, Assoc-voc, Separated, Machine-op-inspct, Husband, White, Female,0,0,40, Haiti, >50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
38, Private, Assoc-acdm, Never-married, Other-service, Husband, Other, Male,0,0,44, Puerto-Rico, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Dominican-Republic, >50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Japan, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
55, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Puerto-Rico, <=50K
25, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,28, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,54, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Cambodia, <=50K
52, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, England, >50K
44, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
67, Private, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
36, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, Masters, Divorced, Craft-repair, Husband, White, Female,0,1977,60, France, <=50K
61, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,15024,0,40, England, >50K
51, Private, Assoc-acdm, Divorced, Transport-moving, Husband, Other, Male,0,0,45, Japan, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
21, Self-emp-not-inc, 5th-6th, Never-married, Farming-fishing, Unmarried, Other, Female,0,0,40, South, <=50K
53, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, Haiti, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
86, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, Canada, >50K
25, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,87, Canada, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,36, Italy, <=50K
25, Private, Some-college, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
24, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Honduras, <=50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Italy, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Thailand, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,0,0,50, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,32, Canada, <=50K
51, Private, Masters, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,65, Ecuador, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
17, Local-gov, 10th, Never-married, Craft-repair, Own-child, Black, Male,0,0,12, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Laos, >50K
34, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Columbia, >50K
62, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, Portugal, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
69, Private, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,23, Columbia, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, China, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,34, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Peru, <=50K
36, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,44, China, <=50K
20, Self-emp-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Columbia, <=50K
34, Private, 5th-6th, Divorced, Sales, Unmarried, Other, Male,0,0,40, Cambodia, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,29, Hungary, <=50K
32, Private, 11th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,52, Nicaragua, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Iran, >50K
27, Private, Assoc-voc, Never-married, Sales, Not-in-family, Other, Female,0,0,12, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
75, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
73, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Scotland, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,3, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,51, Laos, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,99999,0,60, United-States, >50K
28, Private, 10th, Never-married, Prof-specialty, Husband, Other, Male,0,0,85, Cambodia, >50K
39, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, South, <=50K
57, State-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,1977,40, Peru, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 9th, Divorced, Tech-support, Husband, Black, Female,0,0,45, Italy, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Dominican-Republic, <=50K
27, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
39, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, Thailand, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, China, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, France, >50K
34, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,40, Greece, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,54, Yugoslavia, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Other-relative, Other, Female,0,0,25, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, Peru, <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,99, Greece, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, Dominican-Republic, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
33, Local-gov, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,40, Haiti, <=50K
61, Private, HS-grad, Widowed, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
40, Self-emp-inc, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
39, Local-gov, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,2018,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, England, <=50K
29, Private, 10th, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Federal-gov, Prof-school, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,50, Vietnam, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, Philippines, >50K
40, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,44, Japan, <=50K
30, Local-gov, HS-grad, Divorced, Tech-support, Wife, Other, Male,0,0,28, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, >50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,1670,38, Philippines, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,70, Germany, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, <=50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, Honduras, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,4, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Peru, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,54, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,35, Poland, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Poland, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,4386,0,65, Honduras, >50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Hungary, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Haiti, >50K
30, Private, 7th-8th, Never-married, Protective-serv, Husband, White, Male,0,0,50, Jamaica, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
38, State-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Peru, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Jamaica, <=50K
43, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,7687,0,50, Philippines, >50K
34, Private, 9th, Never-married, Tech-support, Husband, Black, Male,0,0,40, Honduras, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,21, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Greece, <=50K
24, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Laos, >50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, >50K
73, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,12486,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
49, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,0,0,60, Cambodia, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, Philippines, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, England, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
43, Private, Bachelors, Separated, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
64, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
20, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, Hong, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1977,40, Thailand, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, Scotland, <=50K
22, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Other-service, Husband, Black, Female,0,0,20, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,29, Greece, <=50K
27, Private, Assoc-voc, Divorced, Exec-managerial, Own-child, Black, Male,0,0,45, United-States, <=50K
54, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
42, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
32, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1902,40, Greece, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,8, Ecuador, <=50K
35, Private, Masters, Widowed, Machine-op-inspct, Husband, Black, Female,0,0,40, Haiti, <=50K
27, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
48, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,80, Greece, >50K
49, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
61, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, Peru, >50K
29, Private, HS-grad, Never-married, Tech-support, Other-relative, Black, Male,0,0,50, Cuba, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,5, Mexico, <=50K
