19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,25, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,70, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,45, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,7298,0,60, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, >50K
49, Private, Bachelors, Separated, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
73, Self-emp-inc, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,3673,0,60, United-States, <=50K
62, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, Jamaica, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
39, Without-pay, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
42, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
58, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Wife, White, Male,47356,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Masters, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,2511,50, United-States, >50K
90, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Black, Male,0,0,24, United-States, <=50K
27, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
52, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
23, Federal-gov, Masters, Never-married, Other-service, Not-in-family, Other, Male,0,0,30, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, 10th, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
90, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, State-gov, Some-college, Widowed, Sales, Wife, White, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, Canada, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,22, United-States, <=50K
60, Federal-gov, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,35, Vietnam, <=50K
39, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
43, Federal-gov, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, Assoc-acdm, Married-spouse-absent, Sales, Unmarried, Black, Male,0,1740,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3132,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,10, United-States, <=50K
50, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,91, United-States, >50K
51, Local-gov, 12th, Separated, Other-service, Unmarried, White, Female,0,0,38, Jamaica, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Widowed, Craft-repair, Own-child, Other, Male,0,0,50, United-States, <=50K
49, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,5013,0,30, United-States, >50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
35, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,14, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
27, Local-gov, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
80, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,1929,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,54, United-States, >50K
24, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,44, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, >50K
36, Private, Masters, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,40, United-States, >50K
52, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
48, Without-pay, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
43, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Jamaica, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Canada, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,1670,50, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,6698,0,15, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
57, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,14957,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,37, United-States, <=50K
19, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Local-gov, 5th-6th, Never-married, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
60, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2414,40, United-States, >50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,7118,0,40, United-States, >50K
41, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,5013,0,20, United-States, >50K
58, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, 11th, Never-married, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
58, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,54, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,8, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private, 12th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,20, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,36, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,40, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Female,7687,0,40, United-States, >50K
45, State-gov, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,11, Mexico, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
78, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, South, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
43, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,96, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,38, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
70, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,24, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,16, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1979,40, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
