48, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, United-States, >50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,40, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,7687,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1587,42, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
63, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,96, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia, <=50K
20, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
64, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, <=50K
26, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,15, United-States, <=50K
46, Private, Bachelors, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
28, Private, Prof-school, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
17, Private, 10th, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
34, Private, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1621,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
61, Federal-gov, Some-college, Widowed, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,3162,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,28, United-States, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,52, United-States, >50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
54, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Philippines, <=50K
33, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,45, Vietnam, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, South, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, <=50K
32, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,27, United-States, <=50K
23, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, Scotland, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,3103,0,50, United-States, <=50K
21, Federal-gov, 9th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, 5th-6th, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Vietnam, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,25, England, >50K
26, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Female,0,2007,40, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,3118,0,10, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, >50K
40, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,28, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
60, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Female,15024,0,30, United-States, >50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Mexico, >50K
46, Federal-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,24, United-States, <=50K
33, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Cuba, <=50K
23, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Japan, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Thailand, <=50K
32, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Female,0,0,33, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,32, Iran, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Federal-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,3178,0,30, Ecuador, <=50K
36, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Female,0,0,33, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, >50K
46, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
51, State-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4307,0,73, Italy, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,40, Trinadad&Tobago, >50K
70, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, Honduras, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,35, Italy, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,1732,40, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, South, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Germany, >50K
42, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, India, >50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
19, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,30, Mexico, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
33, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,72, Puerto-Rico, >50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Widowed, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
25, Private, 5th-6th, Never-married, Craft-repair, Other-relative, Black, Male,2954,0,40, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1842,15, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,44, United-States, <=50K
35, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,1858,50, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Black, Female,3325,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1977,60, United-States, >50K
21, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
21, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Italy, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, State-gov, 1st-4th, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
33, Federal-gov, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,61, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,69, United-States, >50K
55, Private, 11th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,45, United-States, <=50K
33, Federal-gov, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,40, Germany, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,3415,0,37, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
30, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,5, India, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,1887,60, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Masters, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,36, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,24, United-States, <=50K
56, Private, Masters, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,2316,40, Mexico, >50K
35, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,20, El-Salvador, <=50K
61, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,3384,0,50, South, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Sales, Wife, White, Female,0,0,35, Germany, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,5663,0,50, Mexico, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,18502,0,20, El-Salvador, >50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,1677,35, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Canada, >50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4078,0,44, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
90, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
23, Private, Some-college, Separated, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
32, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,4288,0,40, United-States, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,29, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,50, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
62, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,3144,0,40, United-States, <=50K
41, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,53, United-States, <=50K
67, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Portugal, >50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Haiti, <=50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,24, United-States, <=50K
