25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
69, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2242,40, United-States, >50K
74, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,10, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
51, State-gov, Masters, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,42, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
65, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2400,60, United-States, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, El-Salvador, >50K
36, Private, 12th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
27, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,15024,0,25, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, <=50K
22, Private, 12th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,3118,0,74, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
75, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
45, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, South, >50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,34, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,50, United-States, >50K
40, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
64, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,40, United-States, >50K
60, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2214,0,93, United-States, >50K
43, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Iran, >50K
19, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1804,45, El-Salvador, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
56, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
24, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1887,15, Ecuador, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Canada, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,2405,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,3432,0,45, United-States, <=50K
41, Private, 7th-8th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,28, Ecuador, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1887,50, United-States, <=50K
42, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,3710,0,40, Trinadad&Tobago, <=50K
65, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Transport-moving, Wife, White, Male,7687,0,65, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, United-States, >50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, United-States, >50K
45, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1886,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,4004,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Tech-support, Wife, White, Male,12939,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7526,0,70, United-States, >50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,98, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
86, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
46, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
58, Private, Some-college, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,6535,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
39, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7030,0,45, United-States, >50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,30, Mexico, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,60, United-States, >50K
19, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
72, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, United-States, >50K
47, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
57, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,47, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,1673,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,1977,41, United-States, >50K
35, Private, Some-college, Separated, Other-service, Other-relative, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Mexico, <=50K
52, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
42, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2438,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,40, Iran, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, India, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
41, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2220,50, United-States, <=50K
48, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,50, United-States, <=50K
60, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,39, United-States, <=50K
45, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
68, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
42, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,15, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, Ireland, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,15, United-States, <=50K
56, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Japan, <=50K
27, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
37, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,61, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,20, Philippines, <=50K
29, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States, >50K
34, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
71, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,12, United-States, <=50K
36, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, India, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1969,54, United-States, >50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States, >50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,37, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2246,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
