56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,40, Germany, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,48, Ireland, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1942,40, El-Salvador, >50K
49, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Laos, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, >50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Greece, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,10865,0,57, United-States, <=50K
34, Local-gov, Masters, Never-married, Other-service, Husband, Black, Male,0,0,40, South, >50K
22, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
38, Local-gov, Masters, Divorced, Machine-op-inspct, Husband, Other, Female,0,1902,40, Dominican-Republic, >50K
79, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,25, Germany, >50K
45, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,4949,0,40, United-States, >50K
45, Private, 12th, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
33, Private, Prof-school, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,30, Yugoslavia, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Portugal, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, >50K
29, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
62, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1974,50, Guatemala, <=50K
48, State-gov, Masters, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,48, England, <=50K
65, Private, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,4, Ecuador, <=50K
44, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Vietnam, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, <=50K
43, Private, HS-grad, Widowed, Machine-op-inspct, Own-child, Other, Male,0,0,40, Poland, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
25, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,42, Portugal, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
20, Private, 11th, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,35, Peru, <=50K
34, Private, 7th-8th, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
27, Federal-gov, Assoc-acdm, Married-spouse-absent, Tech-support, Husband, White, Female,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, >50K
26, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,54, India, >50K
22, Private, 12th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,20, Ecuador, <=50K
29, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Taiwan, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,25, Philippines, <=50K
50, Local-gov, Some-college, Divorced, Other-service, Husband, White, Female,0,0,60, India, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,45, Nicaragua, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, El-Salvador, <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, >50K
41, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,33, South, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
67, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,1597,20, Portugal, <=50K
43, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
26, Private, Preschool, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, China, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Hong, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, Ecuador, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,5026,0,40, Haiti, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,45, China, <=50K
38, Self-emp-inc, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, Portugal, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,45, Greece, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, England, <=50K
43, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Cambodia, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
65, Private, Some-college, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,15, Laos, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,60, France, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Thailand, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Vietnam, <=50K
76, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,9811,0,37, England, >50K
50, Private, Assoc-voc, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Scotland, >50K
38, Private, Some-college, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
61, Private, Some-college, Widowed, Craft-repair, Husband, Other, Female,3895,0,40, Dominican-Republic, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, <=50K
39, State-gov, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Peru, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Poland, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,23975,0,60, Trinadad&Tobago, >50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5126,0,40, Honduras, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,30, Philippines, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Canada, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, Taiwan, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
35, Private, HS-grad, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Female,0,0,41, Hungary, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
45, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,80, China, <=50K
44, Private, 5th-6th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Hungary, <=50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Poland, <=50K
29, Private, 9th, Divorced, Sales, Own-child, Black, Female,0,0,40, China, <=50K
51, Private, Some-college, Divorced, Priv-house-serv, Unmarried, Other, Female,0,0,25, Mexico, <=50K
50, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, Cuba, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,45, Laos, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1967,40, Vietnam, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Trinadad&Tobago, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,99999,0,40, Scotland, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,20, El-Salvador, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Columbia, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,45, Laos, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,50, Japan, <=50K
65, Private, 12th, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Canada, <=50K
35, Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,40, Germany, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,45, Honduras, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Laos, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,65, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Hungary, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Scotland, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
26, Private, 10th, Never-married, Transport-moving, Husband, White, Male,0,0,80, Columbia, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, Peru, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, Ireland, <=50K
25, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, Iran, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,37, Vietnam, <=50K
22, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Hong, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
38, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,50, Taiwan, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,15, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,20, Greece, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,37, Iran, <=50K
24, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,38, Trinadad&Tobago, <=50K
30, Private, Masters, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,40, South, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,35, India, <=50K
36, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Scotland, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Germany, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Laos, <=50K
36, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,2840,0,40, Scotland, <=50K
63, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Mexico, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,45, Vietnam, <=50K
33, Private, Preschool, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, India, <=50K
50, Private, HS-grad, Divorced, Transport-moving, Husband, Other, Female,0,0,50, Greece, >50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,15024,0,48, Taiwan, >50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1899,40, India, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,24, Honduras, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,1902,40, Yugoslavia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,45, Italy, >50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,7687,0,36, Laos, <=50K
56, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Guatemala, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
47, Federal-gov, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Female,3817,0,40, Greece, >50K
35, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Ireland, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,50, Dominican-Republic, >50K
51, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,1976,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, South, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, <=50K
45, Private, Doctorate, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
50, Self-emp-inc, Bachelors, Separated, Transport-moving, Wife, Other, Female,0,0,32, Cuba, <=50K
75, State-gov, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, France, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,4658,0,40, Honduras, <=50K
40, Private, 10th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1974,42, Laos, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Italy, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Laos, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Peru, <=50K
67, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,20, India, <=50K
50, Private, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4206,0,40, England, <=50K
30, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Laos, <=50K
23, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,5178,0,30, Japan, >50K
31, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,38, England, <=50K
70, Local-gov, 9th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, Laos, <=50K
46, Private, 10th, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, Canada, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Jamaica, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,20, Iran, <=50K
45, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,1953,40, Yugoslavia, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Taiwan, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,42, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,15, Greece, <=50K
71, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,10, Honduras, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,15, Trinadad&Tobago, <=50K
60, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,15024,0,50, South, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, Italy, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, Other, Male,0,0,50, Dominican-Republic, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,60, Guatemala, <=50K
25, Private, Bachelors, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Guatemala, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
61, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, Mexico, >50K
60, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,2995,0,50, France, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Yugoslavia, >50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,50, Ireland, <=50K
39, Self-emp-inc, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,1902,40, England, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,14083,0,60, Cambodia, >50K
43, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
34, Local-gov, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Italy, <=50K
48, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Cuba, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, Taiwan, >50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, China, <=50K
49, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, >50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, Thailand, >50K
24, Private, 10th, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, Haiti, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1965,50, France, >50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, Jamaica, >50K
36, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
