39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
29, Federal-gov, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, India, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,50, Mexico, >50K
48, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Other-service, Own-child, Black, Male,0,0,25, Taiwan, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Tech-support, Unmarried, Other, Male,0,0,6, Cambodia, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
31, Self-emp-inc, 11th, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,70, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, China, >50K
49, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,2415,48, Cambodia, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,4, Thailand, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
20, Local-gov, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,30, India, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Taiwan, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, Trinadad&Tobago, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,32, Hungary, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,79, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
29, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,40, Ireland, <=50K
51, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,99999,0,70, Yugoslavia, >50K
30, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
21, Private, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, England, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, Germany, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,12190,0,35, United-States, >50K
37, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,4237,0,60, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Germany, >50K
39, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,12052,0,40, Yugoslavia, <=50K
53, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, El-Salvador, <=50K
76, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Iran, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Vietnam, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,2227,18, India, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Guatemala, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Laos, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
46, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, Canada, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, Ireland, <=50K
19, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
75, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,20, Taiwan, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,54, Mexico, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Doctorate, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, China, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,45, China, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
59, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,44, United-States, >50K
35, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Holand-Netherlands, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Greece, >50K
30, Federal-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, India, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,32, Iran, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,5162,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,7687,0,40, India, >50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Haiti, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,5013,0,54, Taiwan, >50K
62, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
23, Federal-gov, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Hungary, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Mexico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3103,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, Italy, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Thailand, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,67, Cuba, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
62, Local-gov, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1902,45, Mexico, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Holand-Netherlands, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, China, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Canada, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,54, Greece, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, China, >50K
20, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,4030,0,27, Portugal, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,16, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Haiti, >50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
20, Private, Masters, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,45, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Japan, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,20, Canada, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Mexico, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Nicaragua, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Taiwan, <=50K
22, Private, 12th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States, <=50K
46, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, >50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Hungary, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, Vietnam, <=50K
49, Federal-gov, 9th, Widowed, Tech-support, Husband, White, Female,0,1626,45, South, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, France, <=50K
27, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, Haiti, <=50K
51, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,55, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Taiwan, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Italy, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, India, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Portugal, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Hong, <=50K
28, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, Peru, <=50K
41, Local-gov, Bachelors, Separated, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Mexico, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Hong, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
36, Private, Assoc-voc, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,36, Cambodia, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,1887,70, United-States, >50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, Cuba, <=50K
44, Private, 11th, Widowed, Prof-specialty, Husband, Other, Male,0,0,40, France, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3382,0,40, India, >50K
23, Self-emp-inc, Assoc-voc, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,38, Dominican-Republic, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Nicaragua, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Cuba, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Vietnam, >50K
33, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Japan, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Vietnam, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
38, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,3128,0,40, South, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Guatemala, >50K
20, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,36, Columbia, <=50K
36, Private, Masters, Separated, Exec-managerial, Unmarried, Black, Male,0,0,45, Peru, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, Greece, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
24, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Unmarried, Black, Female,0,0,67, Holand-Netherlands, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,38, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
20, Private, Masters, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Honduras, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
52, Private, HS-grad, Divorced, Tech-support, Wife, Black, Male,0,2047,40, Jamaica, <=50K
26, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,20, Honduras, <=50K
29, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Greece, <=50K
65, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,16, Trinadad&Tobago, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,45, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,5178,0,40, Taiwan, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, Puerto-Rico, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,0,1730,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,53, El-Salvador, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
68, State-gov, Doctorate, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1807,40, Greece, >50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ireland, <=50K
64, Local-gov, Masters, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
32, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,27, Guatemala, >50K
24, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,45, United-States, <=50K
20, Private, 11th, Never-married, Transport-moving, Own-child, Black, Female,0,0,60, Vietnam, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,1740,40, Ecuador, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
36, Private, Bachelors, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
31, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Greece, <=50K
20, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,27, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
74, Private, Assoc-voc, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, South, <=50K
55, Self-emp-inc, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,45, Mexico, >50K
26, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,1584,20, Taiwan, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,45, Cambodia, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
40, Self-emp-not-inc, 9th, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
