37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Poland, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
29, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, France, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,25, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Columbia, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Greece, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
77, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,35, Portugal, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,30, Cuba, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Cuba, <=50K
68, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
18, Private, 12th, Never-married, Transport-moving, Own-child, White, Male,0,0,15, Japan, <=50K
29, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
39, Federal-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,1744,40, Ireland, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Philippines, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, Greece, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,12, Taiwan, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, India, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
39, Private, 7th-8th, Separated, Other-service, Unmarried, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Poland, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,60, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
32, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
43, Self-emp-not-inc, 10th, Divorced, Craft-repair, Husband, Black, Male,5072,0,50, Ireland, >50K
58, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, Japan, <=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Canada, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,89, Columbia, <=50K
63, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Italy, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Mexico, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, India, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
39, Federal-gov, Some-college, Married-spouse-absent, Tech-support, Wife, White, Male,0,0,30, Hungary, >50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,14253,0,60, Trinadad&Tobago, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Scotland, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,35, Laos, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Germany, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Haiti, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, China, <=50K
24, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,35, Canada, <=50K
37, Private, Doctorate, Never-married, Transport-moving, Wife, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), >50K
30, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,35, Italy, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Philippines, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Canada, <=50K
38, Private, Assoc-voc, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,65, China, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hong, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Jamaica, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Germany, >50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
36, Local-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Canada, <=50K
56, Private, HS-grad, Widowed, Sales, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
44, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Honduras, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
47, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, South, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,60, Canada, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Nicaragua, >50K
76, Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,25, Iran, <=50K
29, Federal-gov, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, China, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,74, Cambodia, >50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, South, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
36, Federal-gov, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,30, Honduras, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Italy, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
30, State-gov, 7th-8th, Never-married, Tech-support, Husband, White, Male,0,0,30, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, Taiwan, <=50K
53, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Thailand, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Greece, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Haiti, <=50K
53, Private, Some-college, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, India, <=50K
63, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
44, Private, 9th, Never-married, Sales, Unmarried, White, Male,0,0,40, Poland, <=50K
35, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,1977,40, India, >50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,4632,0,50, France, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Peru, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,65, Guatemala, <=50K
31, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Mexico, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Poland, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Philippines, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, Puerto-Rico, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,43, Puerto-Rico, <=50K
30, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, France, <=50K
22, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Hungary, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Canada, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Haiti, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Columbia, >50K
59, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Philippines, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, South, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,38, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Nicaragua, >50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Italy, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, >50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, Honduras, <=50K
57, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,54, Hungary, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,2391,0,40, Scotland, <=50K
41, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
65, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, Columbia, >50K
30, State-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, <=50K
23, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,50, Mexico, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Cuba, >50K
90, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, El-Salvador, <=50K
62, State-gov, 7th-8th, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,50, Poland, <=50K
63, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,34, France, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Ireland, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Dominican-Republic, <=50K
29, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
50, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,80, Honduras, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1976,40, Poland, >50K
35, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,1878,40, Hong, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
20, State-gov, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Poland, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, France, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, England, <=50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
54, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,35, Thailand, <=50K
51, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
46, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,2249,45, South, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Scotland, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,10543,0,50, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Honduras, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, Germany, >50K
32, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,4391,0,50, Trinadad&Tobago, <=50K
41, Private, 10th, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Italy, <=50K
43, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Nicaragua, >50K
45, Private, 7th-8th, Separated, Prof-specialty, Wife, White, Female,0,0,35, India, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,50, Iran, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Portugal, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, Hungary, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Italy, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,38, Mexico, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Cuba, <=50K
47, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,42, Greece, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, India, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Germany, >50K
61, Private, Bachelors, Widowed, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,4428,0,40, Japan, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,8, Peru, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Thailand, >50K
69, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, England, >50K
35, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Hong, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,83, Puerto-Rico, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, <=50K
23, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Japan, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,72, Ireland, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, Taiwan, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, <=50K
25, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,30, Iran, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
30, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1886,54, Trinadad&Tobago, >50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, >50K
39, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,7298,0,40, Thailand, <=50K
29, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Mexico, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Iran, >50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Laos, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,20, England, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Poland, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hong, >50K
59, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
58, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Columbia, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,45, El-Salvador, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
48, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Nicaragua, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Jamaica, <=50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, England, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Scotland, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Ireland, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Germany, <=50K
43, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,1886,40, Hong, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Poland, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Italy, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, South, <=50K
34, Private, Assoc-acdm, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, China, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
42, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, Ecuador, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
22, Federal-gov, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Hungary, <=50K
44, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, Honduras, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, South, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Hong, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,5178,0,50, Mexico, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
