27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,1902,54, Japan, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, Portugal, >50K
23, Private, Some-college, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,30, Scotland, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,40, China, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,54, Trinadad&Tobago, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Scotland, >50K
21, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
58, Private, 7th-8th, Divorced, Other-service, Husband, Black, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, Taiwan, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Japan, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Greece, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cambodia, <=50K
66, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,42, Guatemala, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, El-Salvador, <=50K
48, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
45, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, Black, Female,3325,0,40, Honduras, <=50K
29, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,0,45, Puerto-Rico, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,60, Iran, >50K
38, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
35, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
56, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,52, Cuba, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,45, Canada, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Mexico, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, South, >50K
20, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Male,0,1727,27, Germany, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, South, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1977,40, Ireland, <=50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
33, Private, Assoc-voc, Divorced, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Mexico, <=50K
41, Private, Bachelors, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,40, Canada, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,60, Portugal, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Puerto-Rico, >50K
35, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,50, Cuba, >50K
45, Private, Some-college, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,30, Vietnam, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,4, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Ireland, <=50K
28, Local-gov, Some-college, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,6874,0,45, Philippines, >50K
24, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, Cambodia, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Iran, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Hungary, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,5112,0,40, England, <=50K
41, Private, 11th, Married-civ-spouse, Craft-repair, Wife, Black, Female,1494,0,40, Puerto-Rico, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,2718,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, Canada, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,1672,30, Italy, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, >50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
23, Private, Some-college, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
28, Federal-gov, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,33, Haiti, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Honduras, >50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,70, Jamaica, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
46, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7687,0,40, United-States, >50K
36, Private, Masters, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,45, Hong, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,42, Haiti, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,40, Hong, <=50K
26, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,40, Laos, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Portugal, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
39, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, England, <=50K
63, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Hong, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Taiwan, >50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Japan, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,37, England, <=50K
54, Private, 11th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
36, Private, Masters, Divorced, Protective-serv, Husband, White, Male,0,0,70, Ecuador, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,40, Hong, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Dominican-Republic, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5010,0,40, Haiti, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Vietnam, >50K
53, Self-emp-inc, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
54, Private, HS-grad, Divorced, Tech-support, Husband, Other, Male,0,0,40, Honduras, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, South, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,32, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ireland, >50K
42, Private, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Assoc-voc, Divorced, Exec-managerial, Own-child, White, Male,0,0,50, Canada, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Hungary, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
46, Private, 7th-8th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2661,0,45, Philippines, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,50, Italy, >50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,35, China, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,46, Vietnam, >50K
51, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,40, Germany, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hungary, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,4, Scotland, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Canada, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, South, <=50K
38, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, India, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, France, >50K
35, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, England, >50K
23, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Honduras, >50K
49, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Philippines, >50K
27, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,45, India, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, Ecuador, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
59, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,30, Germany, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
44, Federal-gov, Prof-school, Divorced, Craft-repair, Wife, Other, Female,7298,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,3448,0,40, Guatemala, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
33, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,1833,0,40, Poland, <=50K
47, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Italy, >50K
54, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,50, Thailand, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, India, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Columbia, <=50K
50, Local-gov, Masters, Married-civ-spouse, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Canada, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,30, Italy, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,35, Greece, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, India, <=50K
47, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,35, Trinadad&Tobago, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Canada, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, England, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Canada, >50K
43, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, Vietnam, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,22, Philippines, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,1977,40, Hungary, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Greece, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Italy, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Cuba, >50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1887,40, Hungary, >50K
43, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4411,0,40, Ireland, >50K
41, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
38, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Canada, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Canada, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,20, Thailand, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,50, Italy, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,79, Philippines, >50K
57, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, Scotland, <=50K
47, Private, 10th, Divorced, Prof-specialty, Husband, Other, Female,0,0,30, Ireland, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,20, Haiti, >50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,20, Vietnam, <=50K
21, Local-gov, 11th, Separated, Sales, Own-child, White, Female,0,0,32, Peru, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
35, Local-gov, 10th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Germany, <=50K
20, Private, Bachelors, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,1966,40, Philippines, <=50K
51, Private, Prof-school, Divorced, Craft-repair, Husband, White, Female,0,0,40, Hungary, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
57, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, <=50K
62, State-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, <=50K
59, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Guatemala, <=50K
25, State-gov, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,45, Hungary, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Japan, <=50K
38, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,47, Italy, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Peru, <=50K
64, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,1977,40, Haiti, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Husband, Black, Female,0,0,35, Greece, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,15024,0,60, South, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,1887,40, Cambodia, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Female,0,0,27, Puerto-Rico, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
38, Private, 11th, Separated, Sales, Husband, Other, Male,0,0,60, El-Salvador, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Portugal, <=50K
64, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,20, Hong, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Trinadad&Tobago, >50K
51, Private, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,40, Cuba, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Columbia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,54, Vietnam, <=50K
53, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Own-child, Other, Male,0,0,38, Vietnam, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
41, Private, Bachelors, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Peru, <=50K
53, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, France, >50K
26, Private, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,45, China, >50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Japan, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, England, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
46, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,37, Philippines, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Hong, <=50K
32, Self-emp-inc, HS-grad, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Taiwan, <=50K
