47, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
27, State-gov, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, United-States, >50K
60, Private, Bachelors, Widowed, Transport-moving, Wife, Black, Female,0,0,45, United-States, >50K
56, Federal-gov, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,83, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
59, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
34, State-gov, Assoc-voc, Separated, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,37, Cambodia, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1977,60, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Philippines, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7944,0,50, United-States, >50K
54, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,5013,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,1912,20, United-States, <=50K
48, Private, 9th, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
29, Private, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3112,0,50, United-States, >50K
64, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,2546,60, United-States, >50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,99, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,8220,0,40, United-States, >50K
44, Local-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
32, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,54, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
74, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,25, India, <=50K
26, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,5013,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Male,7298,0,40, United-States, >50K
69, Federal-gov, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,5013,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Separated, Other-service, Husband, White, Male,0,0,32, United-States, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,6, United-States, <=50K
33, Local-gov, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,41, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,8987,0,40, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,15, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
45, Private, 1st-4th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,1557,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,78, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
22, State-gov, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,1902,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,7298,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,2793,0,24, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Mexico, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,1730,50, United-States, <=50K
52, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Separated, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,30, Iran, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, Philippines, >50K
33, Private, 12th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, Prof-school, Widowed, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
38, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,4803,0,70, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
62, Self-emp-inc, 10th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Jamaica, <=50K
32, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,8805,0,70, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,54, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
67, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,10, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
43, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
42, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,2581,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1901,60, United-States, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1593,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,1990,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
60, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,10528,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,5412,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,30, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,32, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-inc, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
34, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,88, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
53, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,7298,0,48, Canada, <=50K
80, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,8, United-States, <=50K
56, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,4901,0,40, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386,0,40, United-States, >50K
37, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, >50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,48, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Female,0,0,40, Peru, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,2237,65, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1670,40, United-States, <=50K
51, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,22, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Haiti, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
25, Private, Bachelors, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2303,54, United-States, >50K
50, State-gov, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 10th, Divorced, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
