47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
54, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, England, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, Honduras, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, Ireland, <=50K
43, Federal-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,54, Guatemala, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
28, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,7298,0,20, El-Salvador, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,35, India, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Vietnam, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,45, India, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
28, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, Scotland, <=50K
30, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, England, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,25, Holand-Netherlands, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Taiwan, >50K
36, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
23, Private, 12th, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Nicaragua, <=50K
41, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, >50K
34, Private, 5th-6th, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Canada, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Hungary, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,44, Cambodia, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, <=50K
62, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Hong, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Holand-Netherlands, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,20, Germany, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Jamaica, <=50K
35, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
45, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
31, Self-emp-not-inc, 12th, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,70, England, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Cuba, <=50K
48, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, State-gov, 10th, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Canada, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Holand-Netherlands, <=50K
46, Self-emp-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Columbia, <=50K
20, Private, Bachelors, Never-married, Farming-fishing, Husband, Other, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, China, >50K
20, Private, 7th-8th, Never-married, Tech-support, Own-child, White, Male,0,0,40, Japan, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,4, Philippines, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4650,0,40, Taiwan, >50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
53, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Philippines, <=50K
36, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
38, State-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Greece, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Holand-Netherlands, >50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Nicaragua, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
35, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Laos, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Jamaica, >50K
38, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, Portugal, >50K
48, Local-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,5213,0,40, South, >50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, China, >50K
39, Private, 11th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
52, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,37, Trinadad&Tobago, <=50K
30, Self-emp-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Male,0,0,83, Vietnam, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Scotland, >50K
42, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, France, <=50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,2172,0,40, Outlying-US(Guam-USVI-etc), <=50K
77, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
24, Self-emp-not-inc, 11th, Never-married, Tech-support, Not-in-family, Other, Male,0,0,12, Cambodia, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,3067,0,50, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,35, England, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Cambodia, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, >50K
31, Local-gov, 12th, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, Holand-Netherlands, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Iran, <=50K
27, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,50, Poland, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3103,0,40, Japan, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
39, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, Cuba, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Italy, <=50K
27, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, Black, Female,2221,0,40, China, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Scotland, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Germany, <=50K
18, Private, 10th, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,16, South, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Iran, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, El-Salvador, <=50K
54, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Mexico, >50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Other, Female,0,415,50, Canada, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,30, Portugal, >50K
36, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Cuba, >50K
54, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, Other, Male,0,0,35, Vietnam, <=50K
30, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,70, China, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,35, Holand-Netherlands, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
48, Federal-gov, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,2247,40, Holand-Netherlands, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,24, Ireland, <=50K
42, Federal-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
36, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,30, Cambodia, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Iran, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
27, Private, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,35, England, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, China, >50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Cambodia, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1885,54, Ireland, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,2900,0,60, Yugoslavia, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Peru, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Philippines, >50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,48, Greece, <=50K
68, Federal-gov, 10th, Separated, Other-service, Not-in-family, Other, Female,0,0,4, Haiti, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
55, Local-gov, Assoc-voc, Never-married, Prof-specialty, Husband, Black, Female,0,0,35, Holand-Netherlands, <=50K
32, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
22, Private, Some-college, Married-civ-spouse, Priv-house-serv, Own-child, White, Male,0,0,8, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Female,0,0,30, Hong, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,54, Columbia, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
25, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,40, Hong, <=50K
23, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,36, Yugoslavia, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Japan, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,33, Hungary, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Poland, >50K
60, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,20, Greece, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,33, Honduras, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
53, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Black, Male,26363,0,50, Thailand, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,51, Scotland, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ecuador, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
46, Private, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,50, Ecuador, <=50K
27, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, Haiti, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, Yugoslavia, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,30, Holand-Netherlands, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Germany, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, France, <=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3636,0,44, Columbia, >50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Ireland, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Nicaragua, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, China, >50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, Vietnam, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,36, Cuba, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Germany, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
47, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Portugal, >50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,1740,40, Canada, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
44, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Greece, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, France, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, France, <=50K
38, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
50, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Peru, >50K
22, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Hong, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Ecuador, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,3112,0,40, Honduras, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Male,5013,0,48, Germany, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Poland, <=50K
45, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, India, <=50K
46, Federal-gov, Some-college, Divorced, Craft-repair, Wife, Other, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
75, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,30, Holand-Netherlands, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ireland, >50K
60, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Canada, <=50K
51, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
50, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,20, Philippines, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
37, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
64, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Greece, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1880,50, Cuba, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Canada, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, France, <=50K
38, Private, Masters, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,70, Canada, >50K
20, Self-emp-not-inc, 11th, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
38, State-gov, HS-grad, Divorced, Craft-repair, Wife, White, Female,5178,0,38, Hong, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,37, Portugal, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Greece, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Ireland, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2068,30, Hungary, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
41, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Ireland, >50K
43, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5071,0,40, Canada, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Canada, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,25, Italy, <=50K
