47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, South, <=50K
44, Local-gov, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Haiti, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,48, Portugal, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, Mexico, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,43, Philippines, <=50K
37, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,38, Honduras, <=50K
46, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,32, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Mexico, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
32, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3817,0,70, United-States, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,50, Canada, >50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, Hong, <=50K
46, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
58, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,99, Haiti, >50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,27, Mexico, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,7298,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Italy, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Scotland, <=50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
38, State-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Jamaica, >50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Vietnam, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, United-States, >50K
19, Private, Masters, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, United-States, <=50K
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Canada, >50K
62, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, 11th, Divorced, Other-service, Husband, Other, Female,0,1879,15, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,7687,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,3103,0,83, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,42, Iran, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
35, State-gov, Assoc-voc, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,84, Philippines, <=50K
43, Private, Assoc-voc, Separated, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, Taiwan, >50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, El-Salvador, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,48, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
52, State-gov, Some-college, Widowed, Transport-moving, Unmarried, Black, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ireland, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
52, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Hungary, <=50K
48, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,3281,0,40, Columbia, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,35, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
41, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,80, Laos, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Philippines, <=50K
48, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,1747,30, United-States, <=50K
69, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Puerto-Rico, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
25, Self-emp-inc, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Columbia, >50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
40, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Greece, <=50K
38, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3273,0,35, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
21, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Female,0,2181,20, Guatemala, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2428,60, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, South, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cambodia, <=50K
29, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Other, Male,10169,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,99, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Cuba, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,54, United-States, <=50K
61, State-gov, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, England, >50K
48, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
64, Private, 7th-8th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,16, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,99999,0,35, United-States, >50K
51, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2390,25, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,3228,0,40, Portugal, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5507,0,50, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
45, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,32, Poland, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Vietnam, <=50K
56, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Japan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Philippines, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, France, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Husband, Other, Female,0,0,37, Poland, >50K
58, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, White, Female,0,1891,40, China, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,9, England, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,89, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, India, <=50K
31, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Guatemala, <=50K
37, Federal-gov, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,40, Ireland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
25, Local-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
37, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,60, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,86, Portugal, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Germany, <=50K
34, State-gov, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, Germany, <=50K
40, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, England, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,48, Laos, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Haiti, >50K
52, Federal-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
43, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, >50K
53, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,60, Ecuador, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Italy, >50K
58, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,15, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1901,60, France, >50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, >50K
19, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Germany, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Honduras, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Iran, <=50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
