35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, >50K
25, Private, 12th, Never-married, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, 9th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,27752,0,60, United-States, >50K
70, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,4974,0,40, Columbia, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, >50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,7298,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1977,30, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,0,97, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, >50K
27, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,51, United-States, <=50K
77, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Widowed, Handlers-cleaners, Husband, White, Female,0,0,48, United-States, <=50K
19, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
73, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Divorced, Sales, Husband, White, Female,1408,0,40, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
76, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,4, United-States, <=50K
36, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,3103,0,30, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, Nicaragua, <=50K
33, Private, 7th-8th, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,54, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
23, Local-gov, HS-grad, Separated, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, Taiwan, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,3366,0,50, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,70, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, <=50K
18, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
29, State-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,50, United-States, <=50K
38, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,60, United-States, >50K
43, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1887,40, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Local-gov, Some-college, Widowed, Machine-op-inspct, Husband, White, Female,0,0,36, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
20, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
61, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
36, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
35, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
51, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Own-child, Black, Male,32981,0,60, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,39, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
78, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,3136,0,40, United-States, <=50K
45, Private, Prof-school, Divorced, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Peru, <=50K
34, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,37, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
64, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1976,54, United-States, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,99, United-States, <=50K
53, Federal-gov, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Honduras, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,34, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,43, United-States, <=50K
56, Local-gov, Some-college, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Separated, Prof-specialty, Husband, Other, Male,0,1892,60, United-States, >50K
28, Local-gov, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,7687,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,4, United-States, <=50K
53, Local-gov, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, 5th-6th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, Canada, <=50K
26, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4389,0,84, United-States, >50K
35, Private, Some-college, Widowed, Sales, Wife, White, Male,0,1891,40, United-States, <=50K
89, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, State-gov, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1902,40, Philippines, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,70, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
32, Local-gov, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,8, United-States, <=50K
65, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
73, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,35, United-States, >50K
41, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, 10th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Self-emp-inc, Masters, Divorced, Transport-moving, Other-relative, White, Male,0,0,50, United-States, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
64, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, 1st-4th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,6894,0,30, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
76, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1993,30, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, 10th, Never-married, Other-service, Husband, White, Female,0,0,16, England, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,1902,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,20, United-States, <=50K
41, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
63, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Scotland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2041,40, United-States, >50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 9th, Divorced, Prof-specialty, Husband, Black, Male,0,0,37, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, South, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 5th-6th, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
50, Local-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,7298,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Other-relative, White, Male,0,0,30, Philippines, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 11th, Never-married, Farming-fishing, Own-child, Black, Female,0,0,15, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,7298,0,54, United-States, >50K
51, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,80, United-States, >50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,27805,0,50, United-States, >50K
19, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, >50K
30, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Male,0,0,35, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3896,0,40, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
60, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,44, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,34, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Sales, Husband, White, Male,0,0,43, United-States, <=50K
