36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
52, Private, Bachelors, Married-spouse-absent, Sales, Wife, White, Female,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
32, Private, Some-college, Separated, Adm-clerical, Unmarried, Other, Female,0,0,30, Hungary, <=50K
26, Private, 12th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, United-States, <=50K
28, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,35, United-States, <=50K
49, Private, Assoc-voc, Never-married, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,70, Poland, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,99, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2422,50, United-States, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,20, United-States, >50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Scotland, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Germany, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
22, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Without-pay, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Italy, >50K
45, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, China, >50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Cambodia, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
20, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, Honduras, <=50K
85, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,69, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Thailand, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Cambodia, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
47, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,1599,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, El-Salvador, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
43, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1807,99, United-States, <=50K
31, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Vietnam, <=50K
47, Federal-gov, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, <=50K
40, Private, Doctorate, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,55, Dominican-Republic, >50K
42, Local-gov, 10th, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, France, <=50K
35, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,7298,0,40, United-States, >50K
77, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, Peru, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,3373,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,70, United-States, <=50K
56, Private, Assoc-voc, Never-married, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
46, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Laos, <=50K
55, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, White, Male,5178,0,78, Germany, >50K
56, Private, Some-college, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,18, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2678,50, United-States, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, France, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,40, Iran, <=50K
60, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
73, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2430,50, United-States, >50K
42, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
57, Local-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Male,2479,0,40, United-States, <=50K
37, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
31, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ecuador, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,27, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Japan, >50K
47, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,6668,0,40, Hungary, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,45, Ireland, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,99999,0,60, Ecuador, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Cambodia, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,2754,0,40, Ecuador, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,4880,0,54, Greece, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,38, United-States, >50K
28, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Ireland, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
60, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,48, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,10563,0,40, United-States, >50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
40, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, El-Salvador, >50K
25, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,38, Greece, <=50K
23, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Ecuador, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Haiti, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, Hong, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,7687,0,40, United-States, >50K
49, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, <=50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, South, <=50K
34, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
49, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,2, United-States, <=50K
56, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
60, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
30, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, Laos, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,99999,0,20, United-States, >50K
36, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Nicaragua, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,2937,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Laos, <=50K
63, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
22, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, Scotland, <=50K
42, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Ireland, <=50K
26, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,15, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, China, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,48, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, El-Salvador, >50K
56, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, Germany, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Honduras, <=50K
42, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,55, Dominican-Republic, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,628,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Cambodia, <=50K
65, Local-gov, 9th, Separated, Protective-serv, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,99999,0,35, United-States, >50K
51, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,30, United-States, <=50K
35, Local-gov, Assoc-voc, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1655,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Germany, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,43, Thailand, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, Dominican-Republic, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
