25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1591,50, Laos, <=50K
24, State-gov, Some-college, Never-married, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,35, France, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,50, Poland, >50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
48, Private, Masters, Separated, Sales, Husband, White, Male,0,0,45, Jamaica, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
40, Private, Masters, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,40, India, <=50K
46, Private, Assoc-voc, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
35, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Vietnam, <=50K
35, Local-gov, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, England, <=50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,60, El-Salvador, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Poland, <=50K
43, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,42, Puerto-Rico, <=50K
44, Private, Some-college, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
21, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Black, Male,1276,0,30, South, <=50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,8, Nicaragua, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, >50K
17, Private, 12th, Never-married, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,5583,0,45, Nicaragua, <=50K
52, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Other, Female,0,0,38, Cuba, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cambodia, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1887,40, Poland, >50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Jamaica, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,84, Cambodia, >50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
54, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
40, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,60, Ecuador, >50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
52, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Peru, <=50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1978,50, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, South, <=50K
51, Self-emp-not-inc, Masters, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,14344,0,50, Laos, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
27, Federal-gov, 11th, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
44, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,59,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Iran, <=50K
56, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Black, Female,0,0,25, Columbia, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,15, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,99999,0,42, Guatemala, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
34, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,35, Portugal, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,1987,40, Dominican-Republic, <=50K
51, Private, Bachelors, Separated, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,35, Columbia, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,81, Laos, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,35, India, <=50K
43, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,6493,0,40, Peru, <=50K
42, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,20, Japan, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,2370,40, Ireland, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, England, >50K
39, Federal-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,1886,65, Italy, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Nicaragua, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Scotland, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
29, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,17, Japan, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,46, Canada, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Portugal, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,32, Dominican-Republic, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, South, >50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Columbia, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Dominican-Republic, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Mexico, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,10, England, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Taiwan, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2191,0,54, Trinadad&Tobago, >50K
31, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Nicaragua, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Mexico, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
49, Private, Bachelors, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,3325,0,50, Portugal, <=50K
90, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Poland, <=50K
43, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,1671,40, Poland, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,27155,0,50, Philippines, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, Hungary, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Thailand, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,48, France, >50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,45, Haiti, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
28, Private, 9th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Divorced, Farming-fishing, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,2411,0,40, Cambodia, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,1869,40, Dominican-Republic, <=50K
56, Private, Some-college, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,80, Italy, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,23, United-States, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Iran, <=50K
22, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Hungary, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, England, <=50K
40, Private, HS-grad, Separated, Tech-support, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,25, England, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
52, Self-emp-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,45, Cambodia, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Peru, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
42, Federal-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, Italy, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Columbia, <=50K
34, Local-gov, HS-grad, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Divorced, Priv-house-serv, Own-child, Black, Female,0,0,20, Japan, <=50K
36, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, China, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,19297,0,40, Guatemala, >50K
27, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Ireland, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,3373,0,45, Outlying-US(Guam-USVI-etc), <=50K
33, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
38, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
52, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Mexico, >50K
50, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
42, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Ecuador, <=50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,20, Mexico, <=50K
68, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Male,3103,0,40, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,41, Hungary, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
44, State-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
49, Federal-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
18, Private, 10th, Never-married, Craft-repair, Own-child, Other, Female,0,0,20, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,50, Cuba, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Vietnam, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,15, Ireland, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Germany, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,42, Puerto-Rico, >50K
53, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
19, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,30, Japan, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
64, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Poland, <=50K
42, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,612,40, Canada, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Hong, <=50K
27, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
30, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Poland, >50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Canada, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, China, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,83, Guatemala, >50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, <=50K
34, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Mexico, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Iran, >50K
23, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
39, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Thailand, >50K
23, Private, HS-grad, Divorced, Transport-moving, Own-child, Black, Female,4986,0,40, Taiwan, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, Taiwan, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Peru, <=50K
46, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
71, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,2368,21, Guatemala, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,40, Columbia, >50K
40, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,2569,0,40, Ecuador, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Portugal, >50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
63, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Vietnam, <=50K
64, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Nicaragua, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Germany, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,20, Taiwan, <=50K
66, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Greece, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Iran, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, Ecuador, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, South, <=50K
55, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
33, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,65, Haiti, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, France, <=50K
44, State-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
32, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
20, Private, HS-grad, Never-married, Tech-support, Other-relative, Black, Female,0,0,50, Yugoslavia, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
31, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
29, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
27, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
35, Local-gov, Doctorate, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, China, <=50K
28, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, Greece, <=50K
70, Private, Bachelors, Widowed, Other-service, Unmarried, Black, Female,0,0,20, South, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,3952,0,40, Laos, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,50, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,45, England, >50K
25, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, >50K
