22, Private, Masters, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Private, 11th, Divorced, Sales, Unmarried, White, Female,0,0,40, Philippines, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,15024,0,60, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,1672,20, United-States, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1844,40, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Federal-gov, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Male,0,2267,50, United-States, >50K
35, Private, 11th, Never-married, Sales, Not-in-family, Black, Female,0,0,39, United-States, <=50K
18, State-gov, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,3103,0,30, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Peru, <=50K
26, Federal-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,14223,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,27452,0,50, United-States, >50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,94, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
69, Private, Bachelors, Widowed, Machine-op-inspct, Wife, White, Female,2171,0,6, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
45, State-gov, HS-grad, Divorced, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1949,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
49, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Self-emp-not-inc, 10th, Separated, Exec-managerial, Wife, White, Female,15024,0,38, United-States, >50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,4386,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,3112,0,40, Canada, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,1887,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,38, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,4760,0,40, United-States, <=50K
19, Private, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
40, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
61, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,54, United-States, >50K
72, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, China, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1697,43, United-States, <=50K
61, Private, Some-college, Widowed, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
33, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1977,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
36, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,42, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,2175,0,18, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Cuba, >50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,30, United-States, <=50K
56, Self-emp-not-inc, Assoc-acdm, Widowed, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Separated, Prof-specialty, Own-child, Other, Female,0,0,30, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Mexico, <=50K
56, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,2175,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,10174,0,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,43, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2069,50, United-States, >50K
36, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
41, Private, 12th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, India, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, >50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
36, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,48, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Separated, Other-service, Wife, White, Male,0,0,40, Greece, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2237,84, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, >50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,5013,0,71, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
62, Private, 10th, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,60, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
18, State-gov, 10th, Never-married, Tech-support, Own-child, White, Male,0,1863,15, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,1668,30, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Divorced, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,45, United-States, >50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,4646,0,55, United-States, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,3408,0,40, United-States, >50K
38, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
68, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,2422,0,40, United-States, <=50K
42, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Widowed, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,4943,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,99999,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,54, United-States, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
32, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
33, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,14404,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2011,40, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4386,0,40, United-States, <=50K
67, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,2124,0,54, United-States, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
35, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
18, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,54, United-States, <=50K
51, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,1672,45, United-States, <=50K
41, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2842,0,20, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Wife, White, Female,7687,0,38, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Guatemala, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
29, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,36, Guatemala, <=50K
42, State-gov, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,343,38, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
53, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,24, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Separated, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,1977,25, United-States, <=50K
57, Private, Masters, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,2169,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
20, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
56, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
