68, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Portugal, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,42, Puerto-Rico, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,54, Greece, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
37, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Cambodia, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, >50K
49, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
67, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Female,0,0,16, Laos, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,7304,0,35, England, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, India, <=50K
35, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Vietnam, <=50K
25, Private, 11th, Never-married, Sales, Not-in-family, Black, Male,0,0,45, England, <=50K
44, Private, Assoc-voc, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,39, Scotland, >50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Poland, <=50K
60, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
50, Private, Some-college, Widowed, Craft-repair, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1887,45, Yugoslavia, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Peru, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,15024,0,40, Poland, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, India, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Holand-Netherlands, >50K
24, Private, Bachelors, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
47, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,15, Philippines, <=50K
33, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Taiwan, >50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,90989,0,54, Puerto-Rico, >50K
41, Private, Bachelors, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,52, Hong, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,1720,50, Mexico, >50K
39, Federal-gov, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
27, Private, 7th-8th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Hong, <=50K
36, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Poland, <=50K
24, Private, 9th, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, China, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, Other, Female,0,0,45, Mexico, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Laos, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
40, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,20, Cuba, <=50K
30, Self-emp-inc, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Japan, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Vietnam, <=50K
72, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Thailand, <=50K
50, Private, Doctorate, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Scotland, <=50K
31, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,99, Cuba, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,6483,0,84, Japan, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Male,0,0,40, Jamaica, <=50K
63, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, Masters, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Jamaica, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Outlying-US(Guam-USVI-etc), >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
45, Private, Prof-school, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, China, >50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Germany, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,45, Honduras, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Laos, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
25, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, Puerto-Rico, <=50K
63, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,22, Vietnam, <=50K
23, Private, 11th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Peru, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Ireland, <=50K
20, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Separated, Sales, Husband, White, Female,0,0,40, India, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Hong, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, El-Salvador, <=50K
39, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Greece, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, >50K
44, Private, Bachelors, Divorced, Protective-serv, Husband, Black, Male,0,0,54, Taiwan, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,45, England, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
47, Private, HS-grad, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,60, South, >50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, India, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Other, Female,0,0,45, Ecuador, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,59, Mexico, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,40, France, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Japan, <=50K
24, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Cambodia, <=50K
61, Private, Assoc-voc, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,50, Scotland, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, Mexico, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,48, Vietnam, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,80, India, <=50K
61, Private, HS-grad, Divorced, Tech-support, Husband, Other, Female,0,0,24, Greece, <=50K
28, Private, 12th, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,16, Honduras, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,42, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Nicaragua, <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Wife, Black, Male,99999,0,40, Iran, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
23, Private, 12th, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,24, Puerto-Rico, <=50K
60, Private, Doctorate, Married-spouse-absent, Sales, Unmarried, Other, Female,0,0,40, Haiti, >50K
44, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,12, Philippines, <=50K
44, Federal-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Greece, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,30, Iran, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,38, Cuba, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
27, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
30, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Canada, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
61, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,35, Nicaragua, <=50K
35, Private, Bachelors, Never-married, Transport-moving, Wife, White, Male,0,0,40, Cuba, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,50, Germany, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,25, Holand-Netherlands, <=50K
29, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Ireland, <=50K
43, Private, Masters, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Japan, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Male,3134,0,50, Hong, <=50K
59, Private, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,38, El-Salvador, <=50K
30, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Japan, <=50K
43, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Jamaica, >50K
36, Private, 9th, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,35, France, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,5178,0,50, Japan, <=50K
29, Private, 10th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,72, Canada, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,24, Honduras, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4023,0,50, Italy, >50K
29, Private, HS-grad, Never-married, Protective-serv, Wife, Black, Female,0,0,40, Iran, <=50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
62, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
35, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,7298,0,35, Thailand, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,3325,0,40, Haiti, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
44, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, South, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,64, Italy, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,1988,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,52, Yugoslavia, <=50K
22, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
54, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Yugoslavia, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,30, Philippines, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,40, Laos, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Germany, <=50K
20, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,48, Yugoslavia, >50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,38, Iran, <=50K
19, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20, France, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,52, Hungary, >50K
20, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, Cambodia, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1902,50, Hong, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,55, Thailand, <=50K
44, Local-gov, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,48, Italy, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,38, Cuba, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Taiwan, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, China, <=50K
54, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, >50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
42, Private, 10th, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
51, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, >50K
67, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Jamaica, >50K
45, Private, Masters, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,24834,0,36, Greece, >50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, England, <=50K
29, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,5178,0,40, Portugal, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1960,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Honduras, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,1614,36, France, <=50K
30, Private, Prof-school, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
19, Private, Some-college, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,30, Ecuador, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,57, Nicaragua, >50K
21, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,42, Italy, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,18,0,16, Vietnam, <=50K
37, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,60, Honduras, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
19, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
43, Private, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,40, Canada, <=50K
24, Local-gov, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,40, England, <=50K
43, Private, HS-grad, Never-married, Tech-support, Husband, Other, Male,0,0,50, England, >50K
42, Private, 12th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,1902,40, Greece, >50K
34, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Iran, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,43, India, >50K
78, Self-emp-not-inc, 7th-8th, Divorced, Protective-serv, Husband, Other, Male,0,0,40, Poland, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,38, South, <=50K
71, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,15, Ecuador, <=50K
64, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, Taiwan, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Vietnam, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, Germany, >50K
18, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,35, Cambodia, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,10409,0,40, Peru, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
51, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,50, Canada, <=50K
44, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Cuba, <=50K
46, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,1871,40, Nicaragua, <=50K
23, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,45, Hungary, <=50K
61, Private, 5th-6th, Widowed, Other-service, Husband, White, Male,0,0,12, Poland, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, China, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Jamaica, <=50K
24, Private, Masters, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
33, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
56, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Separated, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,35, El-Salvador, <=50K
50, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
53, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,35, Hungary, <=50K
