48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Cuba, <=50K
39, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,65, England, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, >50K
41, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,38, Ireland, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,24, Cambodia, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Peru, <=50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Guatemala, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,54, India, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,16, Germany, <=50K
50, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Laos, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
30, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,5178,0,50, Yugoslavia, >50K
50, Private, Doctorate, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Laos, <=50K
61, Private, 10th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Hungary, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Canada, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Peru, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
45, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, Dominican-Republic, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, >50K
24, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,34, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3905,0,50, Puerto-Rico, <=50K
27, Private, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,2539,0,79, Vietnam, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Nicaragua, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,3122,0,40, Poland, <=50K
33, Private, Some-college, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
39, Self-emp-inc, Bachelors, Never-married, Craft-repair, Unmarried, Other, Female,1620,0,40, Taiwan, <=50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Peru, >50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
83, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,20, United-States, >50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,50, Vietnam, <=50K
32, Private, Prof-school, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,30, Canada, <=50K
57, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,1887,1, Iran, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,4848,0,50, Philippines, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Ireland, >50K
42, Private, Masters, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1600,40, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Hong, <=50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,60, Columbia, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,30, Philippines, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,48, Cuba, >50K
27, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
62, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,1117,0,40, Columbia, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,33, Honduras, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
40, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,1707,45, France, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Nicaragua, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, Taiwan, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,3926,0,40, France, >50K
38, Local-gov, 5th-6th, Separated, Adm-clerical, Unmarried, Other, Male,0,0,30, Puerto-Rico, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
28, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Iran, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Unmarried, Other, Female,0,0,30, Japan, <=50K
30, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,35, Germany, <=50K
41, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Cuba, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,1887,40, Hungary, <=50K
30, Private, Masters, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1600,45, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, Philippines, <=50K
21, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,20, Dominican-Republic, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1976,50, China, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Portugal, >50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, El-Salvador, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Honduras, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, France, <=50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Vietnam, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
31, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Jamaica, <=50K
45, Private, 10th, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Italy, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Japan, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Laos, <=50K
54, Private, Assoc-voc, Widowed, Transport-moving, Unmarried, White, Female,0,0,45, Holand-Netherlands, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Hungary, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Haiti, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, >50K
47, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Iran, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, Italy, >50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
52, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, El-Salvador, <=50K
25, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Hungary, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,77, Iran, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
37, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Italy, <=50K
60, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Honduras, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, South, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
41, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,3902,0,40, Germany, <=50K
42, Private, Masters, Never-married, Craft-repair, Wife, White, Female,0,0,23, South, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
34, Private, 12th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Vietnam, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
35, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,4386,0,50, Jamaica, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, Jamaica, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Columbia, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,7945,0,40, El-Salvador, >50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,48, Nicaragua, <=50K
62, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Guatemala, >50K
22, Private, 10th, Never-married, Other-service, Not-in-family, Black, Male,2788,0,40, Iran, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1577,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, Cuba, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,15024,0,50, Portugal, >50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Holand-Netherlands, <=50K
23, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Hungary, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1902,38, Hong, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, United-States, >50K
43, Private, Preschool, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,38, China, <=50K
58, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Thailand, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Hungary, <=50K
48, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Male,0,0,25, Philippines, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, United-States, >50K
33, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
61, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,45, Holand-Netherlands, <=50K
37, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,99, Germany, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,50, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
40, Private, 10th, Separated, Exec-managerial, Not-in-family, White, Female,0,0,38, El-Salvador, <=50K
54, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Nicaragua, >50K
58, Local-gov, Bachelors, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Mexico, <=50K
84, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 10th, Widowed, Exec-managerial, Husband, White, Female,13638,0,60, Canada, >50K
34, Private, HS-grad, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, >50K
49, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, France, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Poland, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, England, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Holand-Netherlands, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,35, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,10, Ecuador, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
52, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,35, South, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,54, United-States, >50K
19, Private, 10th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,30, Holand-Netherlands, <=50K
22, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
37, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Holand-Netherlands, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, South, <=50K
43, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,3374,0,40, Hong, <=50K
28, State-gov, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Canada, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Greece, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, El-Salvador, <=50K
61, Private, 7th-8th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
65, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,24, Yugoslavia, <=50K
27, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
50, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Taiwan, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
44, Federal-gov, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Peru, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
56, Private, 7th-8th, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
58, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, England, <=50K
56, Local-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,44, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,50, Jamaica, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,44, Scotland, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
33, Private, 12th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,10, El-Salvador, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,1887,50, Trinadad&Tobago, >50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, China, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,60, Ireland, >50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, England, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Hong, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
