51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
40, Private, Some-college, Married-spouse-absent, Exec-managerial, Wife, Black, Female,0,0,40, Columbia, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,79, Scotland, <=50K
28, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,60, Haiti, <=50K
41, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Nicaragua, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Canada, >50K
29, Local-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,2297,40, Hungary, >50K
59, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,60, Peru, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1740,35, England, <=50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,28, Nicaragua, <=50K
45, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Nicaragua, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Haiti, <=50K
40, Private, 11th, Separated, Exec-managerial, Husband, White, Male,15024,0,48, Haiti, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Ecuador, <=50K
31, Private, Assoc-voc, Divorced, Protective-serv, Not-in-family, White, Female,0,0,60, Haiti, <=50K
44, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,7687,0,53, Guatemala, >50K
22, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,10520,0,45, Taiwan, >50K
43, Private, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,60, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Canada, <=50K
41, Private, 11th, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,6684,0,40, Yugoslavia, <=50K
19, Private, 11th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,20, England, <=50K
46, Private, 10th, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
24, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
41, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,2415,60, Germany, >50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,80, Holand-Netherlands, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
90, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,13, Holand-Netherlands, >50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, England, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Guatemala, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,12, Iran, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, Other, Male,0,1709,70, El-Salvador, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, India, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,29, Laos, >50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,3442,0,31, South, <=50K
55, Local-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,24, Trinadad&Tobago, >50K
43, Self-emp-not-inc, 5th-6th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Dominican-Republic, <=50K
47, Local-gov, 10th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
31, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
29, Private, 11th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, El-Salvador, <=50K
37, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,29, Yugoslavia, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Peru, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
64, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1988,60, Yugoslavia, >50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
72, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,5013,0,40, Greece, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Canada, >50K
31, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, Hungary, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
25, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, Germany, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
57, Federal-gov, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Portugal, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Poland, <=50K
43, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, <=50K
25, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Black, Male,2886,0,50, Trinadad&Tobago, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
30, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Iran, >50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
50, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Other, Male,0,0,40, Trinadad&Tobago, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, France, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,29, Iran, <=50K
61, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,15024,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Holand-Netherlands, <=50K
40, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
53, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Honduras, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Dominican-Republic, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, Holand-Netherlands, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Jamaica, >50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
53, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Dominican-Republic, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,44, Yugoslavia, <=50K
37, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,60, Nicaragua, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,35, Trinadad&Tobago, <=50K
59, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Taiwan, <=50K
54, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,11471,0,40, South, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
40, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Greece, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,91, Philippines, <=50K
30, State-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,29, Haiti, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,1671,10, Columbia, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, Other, Male,0,0,40, El-Salvador, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, <=50K
67, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2384,60, Haiti, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,8, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
35, Private, Bachelors, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,1977,40, Germany, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, France, <=50K
58, Local-gov, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, Hong, >50K
73, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, China, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Taiwan, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Guatemala, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Taiwan, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Hong, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,5050,0,40, England, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Thailand, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Cuba, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
49, Private, Assoc-acdm, Married-spouse-absent, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,33, Columbia, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Italy, >50K
32, Private, Bachelors, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
50, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,70, Cambodia, >50K
43, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
51, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,2415,40, Scotland, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
25, Local-gov, 11th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,45, Poland, >50K
20, Private, Some-college, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
51, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,29, Dominican-Republic, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, >50K
45, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,54, El-Salvador, >50K
38, State-gov, HS-grad, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,10, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
73, Self-emp-not-inc, HS-grad, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Female,2653,0,15, Scotland, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,60, Italy, <=50K
71, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,7687,0,50, Vietnam, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Japan, <=50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Ireland, <=50K
31, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Jamaica, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,60, Greece, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, Hong, >50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, France, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,35, Puerto-Rico, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, Cuba, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,1720,29, Guatemala, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,29, Portugal, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, France, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Taiwan, >50K
38, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female,4965,0,40, Italy, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,10520,0,50, Ireland, <=50K
55, Private, HS-grad, Widowed, Exec-managerial, Husband, Other, Male,0,0,50, Poland, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
48, Private, Masters, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Iran, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cuba, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, Taiwan, <=50K
28, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Hong, >50K
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
35, Private, Prof-school, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Italy, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
39, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, South, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
24, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,49, Poland, <=50K
30, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1653,40, Vietnam, <=50K
21, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Haiti, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Portugal, >50K
27, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Columbia, <=50K
51, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, >50K
56, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,44, India, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1864,40, Cambodia, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
29, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,44, Nicaragua, >50K
23, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,25, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
62, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, China, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, France, <=50K
44, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Ireland, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Italy, >50K
51, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, Ecuador, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, France, <=50K
36, Local-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,15024,0,50, Cambodia, >50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Poland, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, India, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Honduras, <=50K
42, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,7687,0,50, Philippines, >50K
43, Private, HS-grad, Divorced, Sales, Wife, Black, Male,0,0,54, Columbia, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5093,0,45, Hong, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,60, China, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Mexico, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Portugal, >50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
40, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,8, Mexico, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Nicaragua, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2616,0,45, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Some-college, Divorced, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,5, Nicaragua, <=50K
36, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,31, Guatemala, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Japan, <=50K
41, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
