47, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Guatemala, >50K
45, Self-emp-inc, Masters, Never-married, Craft-repair, Wife, White, Male,0,0,40, Peru, >50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Cambodia, >50K
22, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Scotland, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Haiti, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, China, <=50K
48, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Guatemala, <=50K
24, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, >50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, >50K
59, Federal-gov, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,50, Poland, >50K
50, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,0,80, Portugal, <=50K
27, State-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,7298,0,40, Mexico, >50K
43, Private, HS-grad, Never-married, Transport-moving, Wife, Black, Female,0,0,40, Honduras, <=50K
45, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, El-Salvador, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Greece, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Poland, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, Italy, >50K
59, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,3813,0,40, Italy, <=50K
64, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, Vietnam, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,5178,0,40, Iran, <=50K
54, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Greece, <=50K
60, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Honduras, <=50K
22, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, England, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Hungary, <=50K
45, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
42, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Japan, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, South, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, Iran, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Italy, >50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Italy, <=50K
56, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Honduras, >50K
60, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
20, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
24, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
47, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
47, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, England, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Columbia, <=50K
23, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, >50K
36, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Mexico, <=50K
32, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,46, Hong, <=50K
24, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
55, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
44, Local-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,48, Columbia, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Philippines, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Ireland, >50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,48, El-Salvador, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,25, Portugal, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,27590,0,60, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1666,40, India, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, China, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, >50K
61, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, 9th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,15, South, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Vietnam, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,7298,0,50, Philippines, >50K
35, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
19, Private, 9th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, England, <=50K
41, Federal-gov, HS-grad, Separated, Sales, Wife, White, Male,0,1902,40, Greece, >50K
40, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Haiti, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
41, State-gov, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,0,0,31, Philippines, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
29, Private, Masters, Separated, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
54, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Iran, <=50K
59, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,0,1486,15, Haiti, <=50K
72, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Ireland, <=50K
44, Private, 12th, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, South, <=50K
37, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,60, Taiwan, >50K
49, Private, 9th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,5178,0,40, Canada, <=50K
54, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Philippines, <=50K
41, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,20, France, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Taiwan, >50K
72, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,20, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, Cuba, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,21, Japan, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,9, Vietnam, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1759,40, Scotland, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
31, Private, Masters, Divorced, Exec-managerial, Own-child, White, Male,0,0,35, Dominican-Republic, <=50K
27, Federal-gov, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
28, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, China, <=50K
66, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,30, South, >50K
48, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Cuba, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,25, El-Salvador, <=50K
39, Local-gov, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
20, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,72, Taiwan, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,3685,0,40, El-Salvador, <=50K
62, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,6970,0,40, Hong, <=50K
71, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
55, Private, 9th, Separated, Adm-clerical, Unmarried, Black, Male,0,0,45, Laos, <=50K
42, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Canada, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, Vietnam, <=50K
50, Private, 9th, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
37, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Philippines, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Dominican-Republic, >50K
52, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
20, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,16, England, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, China, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
75, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,12, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Honduras, <=50K
35, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Guatemala, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
67, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,24, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Vietnam, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Jamaica, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,9, Laos, <=50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,80, Puerto-Rico, >50K
49, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,3195,0,45, Canada, <=50K
36, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,50, Philippines, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,15, Nicaragua, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Haiti, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Ireland, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, Thailand, <=50K
38, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, El-Salvador, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Japan, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Vietnam, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 5th-6th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Greece, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,42, Hungary, <=50K
29, Private, 12th, Married-civ-spouse, Tech-support, Wife, Black, Male,3103,0,45, India, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, India, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, Hungary, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, France, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,14255,0,60, Puerto-Rico, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,60, Greece, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2000,30, Poland, <=50K
31, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, Philippines, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cuba, <=50K
38, Local-gov, Masters, Never-married, Adm-clerical, Unmarried, White, Female,7687,0,40, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,24, Yugoslavia, <=50K
34, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
58, State-gov, 9th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,12, Haiti, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
24, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,45, Ecuador, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, England, <=50K
53, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, France, <=50K
27, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Poland, <=50K
49, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Hong, <=50K
40, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, England, <=50K
66, Self-emp-not-inc, 9th, Widowed, Other-service, Not-in-family, White, Male,0,0,20, Cuba, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Columbia, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Japan, >50K
38, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,277,40, Germany, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Canada, <=50K
33, Local-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
20, Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Mexico, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, >50K
65, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Honduras, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
52, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Poland, <=50K
73, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Wife, White, Male,0,0,12, Poland, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, China, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
41, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
60, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Other-relative, White, Male,0,0,40, Honduras, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,77, Laos, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, England, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,7032,0,52, Laos, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Poland, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Nicaragua, <=50K
77, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15024,0,40, Germany, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, India, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, Cambodia, <=50K
56, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Canada, >50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, Yugoslavia, >50K
73, Local-gov, HS-grad, Widowed, Sales, Wife, Asian-Pac-Islander, Female,0,0,16, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Italy, <=50K
35, Local-gov, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,6, Yugoslavia, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,45, Germany, <=50K
43, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Yugoslavia, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Columbia, <=50K
29, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,70, Italy, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Outlying-US(Guam-USVI-etc), >50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Jamaica, <=50K
38, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Japan, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,40, South, >50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
32, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Japan, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, <=50K
35, Private, 9th, Widowed, Craft-repair, Wife, White, Male,0,0,40, Iran, <=50K
57, Private, Doctorate, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,99, Vietnam, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, Portugal, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, Columbia, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
24, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, Laos, <=50K
48, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,30, India, <=50K
