47, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Dominican-Republic, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14, Ireland, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
42, State-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,2317,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, >50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,18, South, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, >50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Vietnam, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
53, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,54, Hong, >50K
50, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, England, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Ireland, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,38, Italy, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Jamaica, >50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Philippines, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Guatemala, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Other-relative, Black, Female,0,0,8, Vietnam, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
40, Federal-gov, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Iran, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Wife, Other, Female,0,0,40, Scotland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,18, Thailand, <=50K
41, State-gov, Assoc-acdm, Divorced, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,5, Italy, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,60, Germany, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,45, Japan, <=50K
39, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Haiti, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
47, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, >50K
64, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Local-gov, Doctorate, Widowed, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
29, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Canada, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2276,40, England, >50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Portugal, >50K
51, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,6657,0,60, Iran, >50K
25, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, France, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,54, Thailand, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,18, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
34, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,99, Thailand, <=50K
25, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, >50K
60, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, Ireland, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,80, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, Greece, <=50K
33, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,2621,0,40, Japan, <=50K
35, Federal-gov, 11th, Never-married, Other-service, Wife, Other, Female,0,0,35, Scotland, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
33, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,13, Cambodia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
73, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,10, Haiti, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
63, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Germany, <=50K
90, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,42, Peru, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,15, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Nicaragua, >50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,25, Germany, <=50K
50, Local-gov, 11th, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Vietnam, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Poland, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, >50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,45, Columbia, >50K
40, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,3103,0,40, El-Salvador, <=50K
45, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Columbia, >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Cuba, >50K
49, Local-gov, Doctorate, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Cuba, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Honduras, <=50K
59, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
38, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Hong, <=50K
39, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Ireland, <=50K
24, Private, Doctorate, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Italy, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,44, Vietnam, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Trinadad&Tobago, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,50, Iran, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Hungary, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
60, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,45, Guatemala, >50K
39, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Germany, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Iran, <=50K
73, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,7, Ireland, <=50K
20, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,15, Jamaica, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Iran, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, El-Salvador, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Portugal, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,54, Cambodia, >50K
40, Private, 7th-8th, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
56, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,82, Yugoslavia, >50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, South, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, State-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
37, Private, 9th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Canada, <=50K
33, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, Laos, >50K
49, Self-emp-inc, 10th, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Poland, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Thailand, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
55, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, Other, Male,0,0,80, South, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
27, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,20, Hong, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Honduras, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Jamaica, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, China, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Greece, <=50K
25, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Columbia, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Haiti, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
48, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Portugal, >50K
28, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Poland, <=50K
17, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, Other, Female,0,0,15, Honduras, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Philippines, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4650,0,40, Puerto-Rico, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, France, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,3116,0,45, El-Salvador, <=50K
90, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, Hong, <=50K
22, State-gov, Some-college, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
49, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Wife, Other, Male,0,0,70, China, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
40, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,10557,0,45, Hungary, >50K
31, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Honduras, <=50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,45, Trinadad&Tobago, <=50K
41, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,38, Poland, <=50K
61, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,45, Thailand, <=50K
90, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
57, Federal-gov, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,80, Italy, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Thailand, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,3375,0,40, India, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, Vietnam, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, Haiti, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
71, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,10, France, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Greece, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Ireland, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Hungary, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Ireland, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
20, Private, Masters, Never-married, Sales, Own-child, Black, Male,0,0,25, Germany, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Priv-house-serv, Husband, Other, Female,84407,0,2, Outlying-US(Guam-USVI-etc), >50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Columbia, <=50K
44, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Ireland, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, State-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Poland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
34, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,49, Italy, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Laos, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Taiwan, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,19, Jamaica, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,35, Thailand, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Jamaica, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,15, Peru, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,20, Yugoslavia, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,6122,0,50, Japan, >50K
61, Private, HS-grad, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Female,11832,0,35, Vietnam, >50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Portugal, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,4832,0,40, Nicaragua, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,70, Scotland, <=50K
64, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,20, Greece, <=50K
43, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,54, Greece, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, Ireland, <=50K
