47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1887,50, Cuba, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,70, Japan, >50K
55, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Canada, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,73, Hungary, <=50K
38, Private, Masters, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,7298,0,36, Taiwan, >50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,40, India, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,48, Yugoslavia, <=50K
57, Local-gov, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Ecuador, >50K
25, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, >50K
63, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,35, Vietnam, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,53, Guatemala, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Thailand, <=50K
32, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
31, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,99999,0,39, Mexico, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,45, El-Salvador, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Ecuador, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
72, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,3386,0,40, El-Salvador, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, Greece, <=50K
75, Private, HS-grad, Widowed, Other-service, Husband, Black, Female,0,0,7, Taiwan, <=50K
28, Private, Some-college, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Portugal, <=50K
18, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,2407,0,40, Trinadad&Tobago, <=50K
60, Private, 12th, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,3404,0,48, Cuba, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,55, Puerto-Rico, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, El-Salvador, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, South, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
27, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Guatemala, <=50K
31, Private, Some-college, Never-married, Protective-serv, Unmarried, Other, Male,0,0,45, Nicaragua, <=50K
38, Private, HS-grad, Divorced, Other-service, Husband, Other, Female,0,0,54, El-Salvador, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Cambodia, <=50K
59, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
23, Private, Masters, Never-married, Tech-support, Own-child, Other, Female,0,0,35, Guatemala, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,80, Vietnam, <=50K
21, Private, 10th, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
52, Private, Some-college, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
47, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1885,40, Columbia, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1887,40, Poland, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,35, Yugoslavia, <=50K
67, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
33, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, China, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,35, Mexico, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,54, Laos, >50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1670,50, Ireland, >50K
31, Private, 12th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1655,40, Dominican-Republic, <=50K
37, State-gov, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,40, Laos, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, Puerto-Rico, >50K
63, Self-emp-not-inc, 9th, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,20, Cambodia, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Haiti, >50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, France, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,20, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1860,40, Portugal, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,48, France, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,64, South, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,45, England, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,40, Greece, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,18, Philippines, <=50K
43, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,35, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Honduras, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
20, Private, 10th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,20, Nicaragua, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
43, Private, Assoc-acdm, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,44, Nicaragua, <=50K
67, Private, Bachelors, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Jamaica, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,38, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,54, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, Taiwan, >50K
62, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
57, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1977,20, Peru, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
36, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Yugoslavia, <=50K
35, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Thailand, <=50K
45, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Taiwan, <=50K
59, Private, Some-college, Divorced, Priv-house-serv, Husband, White, Female,0,0,60, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Italy, <=50K
42, Private, 10th, Never-married, Sales, Not-in-family, Other, Female,0,0,25, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,15024,0,60, India, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,65, Portugal, >50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,99999,0,45, Hong, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Laos, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Jamaica, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
24, State-gov, Some-college, Never-married, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female,0,0,15, Cuba, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hong, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,4341,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
56, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1909,40, Columbia, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Greece, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,1734,40, Ecuador, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, England, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,65, Cuba, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Portugal, <=50K
20, State-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,20, Canada, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,20, France, >50K
23, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Haiti, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
39, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
90, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
28, Private, 7th-8th, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
22, Private, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
31, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Columbia, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
32, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,28, Jamaica, <=50K
52, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Canada, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,50, Portugal, <=50K
36, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
30, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, France, <=50K
30, Private, 9th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, Hong, <=50K
22, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
64, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
59, Private, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,40, Portugal, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1899,40, Italy, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,35, Japan, >50K
54, Local-gov, 10th, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,32, Japan, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Columbia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Greece, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Germany, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Philippines, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Iran, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,4970,0,40, Honduras, >50K
35, Private, 1st-4th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1845,45, Puerto-Rico, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Italy, >50K
31, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,10, Nicaragua, <=50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, El-Salvador, >50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Columbia, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,40, Poland, <=50K
45, Local-gov, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,52, Puerto-Rico, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
65, State-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Cuba, <=50K
62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
41, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, Canada, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, France, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, State-gov, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,1589,40, Germany, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
28, Private, Doctorate, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, France, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,46, El-Salvador, <=50K
72, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,3309,24, Trinadad&Tobago, <=50K
25, Private, 10th, Never-married, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
59, Private, Masters, Married-civ-spouse, Tech-support, Husband, Black, Female,15024,0,40, Puerto-Rico, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Cuba, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Cambodia, <=50K
54, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
54, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Unmarried, Other, Male,0,0,48, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Other, Male,99999,0,40, Iran, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Guatemala, <=50K
65, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,40, India, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,15024,0,16, Italy, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, England, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,3923,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Poland, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,50, Puerto-Rico, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
65, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, Japan, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,1684,35, India, <=50K
37, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
45, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, Vietnam, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,89, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
39, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2432,45, Philippines, <=50K
72, Private, Assoc-acdm, Separated, Exec-managerial, Husband, White, Male,0,1977,50, Haiti, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
