49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
22, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,2026,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
34, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,1541,0,35, England, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Haiti, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
66, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1495,65, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Hong, <=50K
55, State-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,65, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
64, Self-emp-not-inc, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Honduras, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4670,0,40, United-States, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
25, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Scotland, <=50K
36, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Portugal, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, Poland, <=50K
39, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,2952,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
48, Private, Some-college, Never-married, Priv-house-serv, Husband, Other, Male,0,0,15, Honduras, <=50K
51, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, England, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3325,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,12, Scotland, >50K
54, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,1902,45, Italy, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
65, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,36, China, <=50K
35, Self-emp-inc, 11th, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,30, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
72, Self-emp-not-inc, Masters, Widowed, Tech-support, Wife, White, Female,0,0,50, Cambodia, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, France, <=50K
28, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,3714,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
26, State-gov, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1951,40, Greece, >50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Poland, >50K
40, State-gov, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
22, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1578,54, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, Canada, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Vietnam, <=50K
39, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Germany, <=50K
25, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, Haiti, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
38, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, South, <=50K
61, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, Greece, <=50K
47, Private, Some-college, Separated, Exec-managerial, Wife, White, Male,3325,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, State-gov, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,1799,44, Cambodia, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Peru, <=50K
47, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Holand-Netherlands, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
32, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,45, Portugal, <=50K
89, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, England, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
60, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Poland, <=50K
46, State-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,3904,0,45, United-States, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, >50K
19, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Thailand, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,52, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
45, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,54, United-States, <=50K
32, Local-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,1977,38, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,18, Mexico, <=50K
59, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1929,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
32, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Germany, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
43, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, Cuba, <=50K
61, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Philippines, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,14, Columbia, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,2134,59, Dominican-Republic, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Nicaragua, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Mexico, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,25, Taiwan, <=50K
61, Local-gov, 7th-8th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, Japan, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,72, Vietnam, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Germany, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,12, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,1496,40, Puerto-Rico, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Yugoslavia, <=50K
39, Private, Assoc-voc, Never-married, Sales, Wife, White, Male,7687,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K
54, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Iran, >50K
30, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
52, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, Greece, <=50K
39, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,30, Vietnam, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Jamaica, <=50K
47, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Nicaragua, >50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Ecuador, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
52, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1881,50, United-States, >50K
54, Self-emp-not-inc, HS-grad, Divorced, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, South, <=50K
51, Local-gov, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,10561,0,54, Italy, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Guatemala, <=50K
24, Private, 12th, Never-married, Sales, Unmarried, Black, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,2832,0,70, Laos, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, France, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,54, Scotland, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
59, Local-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2300,45, United-States, >50K
43, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, Canada, <=50K
31, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,60, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, China, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Hungary, >50K
51, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
30, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
21, Local-gov, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, India, <=50K
32, State-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
70, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,45, Japan, <=50K
37, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Hong, <=50K
32, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,45, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,45, Ireland, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
66, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, >50K
34, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
40, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Hungary, <=50K
50, State-gov, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,75, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Philippines, >50K
32, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, State-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,3994,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
41, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,7298,0,48, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, >50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, France, <=50K
81, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
