62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
72, State-gov, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,14, United-States, >50K
25, State-gov, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
41, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,1573,50, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,98, United-States, >50K
47, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, 5th-6th, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,35, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1977,45, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Wife, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-not-inc, Masters, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, 9th, Separated, Craft-repair, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
33, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,44, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, >50K
50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,1893,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,1902,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,13859,0,40, United-States, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, >50K
31, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1598,40, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,15023,0,60, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
68, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, >50K
70, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,5, United-States, <=50K
42, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
72, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
77, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,67, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
20, Private, 7th-8th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1879,60, United-States, >50K
55, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,7298,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,52, United-States, <=50K
35, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,2, United-States, >50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,18433,0,48, Laos, >50K
74, Private, Bachelors, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,18, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,25, United-States, >50K
22, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, >50K
29, Private, Bachelors, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
44, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
66, Self-emp-inc, Preschool, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, >50K
55, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Separated, Prof-specialty, Wife, White, Female,0,1978,38, United-States, >50K
32, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
44, Self-emp-inc, Assoc-acdm, Widowed, Prof-specialty, Other-relative, White, Female,0,0,55, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1936,50, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, >50K
34, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
70, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,30, United-States, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
19, Private, 12th, Never-married, Farming-fishing, Own-child, White, Male,0,1611,32, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, >50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,81, United-States, <=50K
25, Private, Bachelors, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
49, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
59, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,37, United-States, <=50K
34, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, State-gov, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States, >50K
50, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,68, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
24, Self-emp-not-inc, 9th, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
49, Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, Wife, White, Male,99999,0,80, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
36, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,37, Jamaica, >50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,65, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
25, Private, 1st-4th, Divorced, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, Bachelors, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
19, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States, <=50K
48, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,1887,39, United-States, <=50K
61, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,18, United-States, <=50K
28, Private, Masters, Never-married, Transport-moving, Wife, White, Male,0,0,45, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Poland, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
55, Federal-gov, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,15174,0,45, United-States, >50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States, <=50K
53, Private, 11th, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,30, El-Salvador, <=50K
37, Private, 9th, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
