40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Hungary, <=50K
66, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,2249,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, Jamaica, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,4, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
29, Private, 11th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
50, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Cambodia, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,99, Jamaica, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Poland, <=50K
58, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, 9th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, England, <=50K
61, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,35, South, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, El-Salvador, >50K
36, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Separated, Sales, Husband, Asian-Pac-Islander, Female,0,0,24, England, <=50K
51, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2166,10, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
66, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,2174,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,11812,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Germany, <=50K
17, Private, 12th, Never-married, Farming-fishing, Own-child, White, Male,0,0,8, United-States, <=50K
52, Local-gov, Doctorate, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,27827,0,60, Poland, >50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
34, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
58, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Scotland, >50K
44, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Widowed, Craft-repair, Unmarried, White, Female,0,0,38, Holand-Netherlands, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Japan, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
23, Private, 11th, Never-married, Prof-specialty, Wife, White, Female,0,0,12, Yugoslavia, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,65, Ireland, <=50K
28, Private, Some-college, Widowed, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,35, Canada, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,2399,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, United-States, >50K
45, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,27045,0,54, United-States, >50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,26, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Scotland, >50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Japan, >50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, France, >50K
56, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Cuba, <=50K
36, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1871,66, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,10, Poland, <=50K
51, State-gov, Doctorate, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,15024,0,40, United-States, >50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Germany, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,48, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, 5th-6th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Masters, Divorced, Farming-fishing, Unmarried, White, Female,0,0,60, Mexico, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Puerto-Rico, >50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Italy, <=50K
46, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,13884,0,48, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,32, El-Salvador, <=50K
28, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7209,0,50, United-States, >50K
53, Private, Some-college, Widowed, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Puerto-Rico, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,77, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, China, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,25, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Germany, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7687,0,44, Cuba, >50K
60, Private, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Nicaragua, >50K
60, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,36, Trinadad&Tobago, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,78, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,40, United-States, >50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,20, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
22, State-gov, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
88, Self-emp-not-inc, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,70, Taiwan, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, South, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
51, Local-gov, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, Greece, <=50K
50, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Iran, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
61, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,30, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,89, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4895,0,51, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Black, Female,0,0,66, United-States, <=50K
26, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,36, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,17, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,45, Scotland, >50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
37, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Greece, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,1582,20, United-States, <=50K
29, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, Laos, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, Ecuador, <=50K
34, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Philippines, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Hong, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Peru, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Thailand, >50K
38, Private, 12th, Separated, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
50, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
53, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
46, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, Vietnam, >50K
30, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Private, Assoc-acdm, Widowed, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, >50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Taiwan, <=50K
61, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, 9th, Widowed, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,81, United-States, <=50K
32, Private, Masters, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1551,54, Germany, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
18, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,4, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, United-States, <=50K
