34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7298,0,53, Cuba, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,45, Hong, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Greece, <=50K
58, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Husband, Other, Female,0,0,20, Ireland, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Ecuador, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Germany, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Haiti, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,16, Jamaica, <=50K
61, Local-gov, Assoc-voc, Divorced, Other-service, Husband, Black, Female,0,0,40, France, >50K
29, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Ecuador, <=50K
21, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,48, Yugoslavia, >50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, India, >50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,28, Vietnam, <=50K
44, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Scotland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Germany, <=50K
33, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, Haiti, <=50K
33, Private, 7th-8th, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Mexico, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
63, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,7687,0,50, South, >50K
37, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,27, Italy, <=50K
61, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China, >50K
40, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,20, Greece, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, South, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,16, Germany, <=50K
38, Private, 9th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, Trinadad&Tobago, >50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Poland, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Jamaica, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, England, <=50K
43, Private, Masters, Widowed, Prof-specialty, Husband, White, Female,7687,0,50, Thailand, >50K
23, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Honduras, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Germany, >50K
25, Private, 5th-6th, Divorced, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, Peru, >50K
59, Private, 9th, Widowed, Transport-moving, Husband, Other, Male,0,0,40, Greece, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,16, Vietnam, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,36, South, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Portugal, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Yugoslavia, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,50, Cambodia, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,30, Honduras, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
34, Private, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, Honduras, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, England, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
34, State-gov, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,36, France, <=50K
40, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Haiti, >50K
34, Self-emp-not-inc, 1st-4th, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
26, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,43, Germany, <=50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,24, Ecuador, <=50K
22, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
44, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,7298,0,35, Trinadad&Tobago, <=50K
63, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,20, Portugal, <=50K
35, Private, Some-college, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, Columbia, <=50K
34, Local-gov, Doctorate, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Hungary, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,70, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,7476,0,40, Thailand, >50K
33, Private, Bachelors, Separated, Machine-op-inspct, Husband, Other, Female,0,0,40, Honduras, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,74, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
62, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,20, Thailand, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7477,0,40, Germany, >50K
24, Private, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,40, Thailand, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,36, Guatemala, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,54, Italy, >50K
45, Private, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
24, Private, 7th-8th, Never-married, Sales, Husband, Black, Female,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, South, <=50K
28, Local-gov, Assoc-voc, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Taiwan, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
35, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,53, Columbia, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,15, Canada, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,8, Haiti, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Puerto-Rico, >50K
17, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, Haiti, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, >50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,48, Cuba, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Other-relative, Other, Female,0,0,45, Peru, >50K
59, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Hong, <=50K
39, Private, 7th-8th, Divorced, Other-service, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
34, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, South, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ecuador, <=50K
47, Private, Doctorate, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,7298,0,50, Greece, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
49, Private, Masters, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,22, France, <=50K
35, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Poland, <=50K
38, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,33, Hong, <=50K
35, State-gov, Some-college, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,20, El-Salvador, <=50K
28, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,7681,0,50, England, >50K
37, Private, 12th, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,14, Yugoslavia, <=50K
37, Private, Bachelors, Widowed, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Local-gov, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,24, Greece, >50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, England, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
55, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,0,50, France, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
23, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,5, Thailand, <=50K
36, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Canada, <=50K
22, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,10, Italy, >50K
25, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,65, El-Salvador, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Hong, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Scotland, <=50K
23, Self-emp-inc, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,75, Guatemala, <=50K
37, Private, Some-college, Separated, Prof-specialty, Husband, White, Female,7687,0,50, Vietnam, >50K
34, Private, Masters, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,54, South, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Local-gov, Some-college, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Haiti, <=50K
34, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
34, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, >50K
25, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,84, Columbia, >50K
28, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,24, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, England, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
55, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ireland, >50K
34, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,25, Jamaica, >50K
25, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
36, Private, Some-college, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
36, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
36, Private, Prof-school, Divorced, Sales, Not-in-family, Other, Female,7298,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, India, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, South, >50K
33, Private, Some-college, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Hungary, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, China, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,54, United-States, >50K
27, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Philippines, <=50K
29, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,16, Thailand, <=50K
23, Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Guatemala, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
23, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
60, Local-gov, Assoc-voc, Divorced, Sales, Husband, Black, Female,7298,0,40, Haiti, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Puerto-Rico, >50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
37, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, South, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, El-Salvador, >50K
58, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Hungary, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, >50K
35, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, Other, Male,0,0,40, Peru, <=50K
29, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Poland, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,60, France, <=50K
48, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Greece, <=50K
21, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, Thailand, <=50K
62, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,24, Ireland, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Greece, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,16, Honduras, <=50K
24, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,50, Laos, <=50K
28, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, El-Salvador, <=50K
54, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,60, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,48, Yugoslavia, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,15, Vietnam, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
45, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Mexico, >50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, Hong, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,7298,0,35, Taiwan, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
55, Private, 7th-8th, Never-married, Farming-fishing, Husband, White, Female,0,0,76, Trinadad&Tobago, >50K
38, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,63, El-Salvador, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,7298,0,35, Ecuador, <=50K
43, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Honduras, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, India, <=50K
63, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
23, Private, Assoc-acdm, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
