49, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1974,45, Dominican-Republic, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,7298,0,40, Thailand, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
60, Private, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,40, El-Salvador, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, China, <=50K
31, Private, 7th-8th, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Japan, >50K
35, Private, 10th, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
47, State-gov, Bachelors, Divorced, Other-service, Wife, Black, Male,0,0,40, South, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Laos, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
60, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Nicaragua, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, England, >50K
23, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Portugal, <=50K
55, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, Black, Female,0,0,60, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Columbia, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,54, Poland, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,20, Taiwan, <=50K
59, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1905,42, Peru, <=50K
62, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,40, Puerto-Rico, >50K
38, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,46, Taiwan, <=50K
62, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, South, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, Honduras, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,50, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,42, South, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
20, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, Greece, <=50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
67, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,2610,0,40, Laos, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Greece, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Cambodia, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Japan, >50K
35, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
33, Private, Prof-school, Divorced, Craft-repair, Wife, Black, Male,0,0,40, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,50, Scotland, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
59, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,4420,0,40, England, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,60, England, <=50K
52, Private, Preschool, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
63, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,7474,0,40, Peru, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Poland, <=50K
23, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Vietnam, >50K
43, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, Guatemala, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Columbia, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Yugoslavia, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,44, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,9014,0,40, France, <=50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
50, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, Peru, >50K
57, Private, Doctorate, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Separated, Prof-specialty, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,36, Scotland, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Honduras, >50K
52, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,45, Puerto-Rico, <=50K
44, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
40, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,48, Trinadad&Tobago, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
46, Private, Doctorate, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1902,60, Laos, >50K
39, Self-emp-not-inc, Masters, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
48, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cuba, >50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Hungary, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Trinadad&Tobago, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cambodia, >50K
36, Private, 10th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Japan, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, Italy, <=50K
75, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Husband, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,0,48, Iran, <=50K
31, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,11635,0,50, Italy, <=50K
65, Self-emp-not-inc, Preschool, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,670,0,40, Mexico, >50K
29, Private, Masters, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Wife, Other, Female,0,0,42, Guatemala, <=50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, England, <=50K
64, Self-emp-not-inc, 5th-6th, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
48, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Guatemala, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,99999,0,25, Trinadad&Tobago, >50K
49, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,55, Columbia, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,15, Nicaragua, <=50K
46, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,3446,0,40, Taiwan, <=50K
77, Private, 11th, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,25, Dominican-Republic, <=50K
31, Local-gov, 10th, Never-married, Prof-specialty, Husband, Black, Male,0,0,60, England, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, Puerto-Rico, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,6, Thailand, <=50K
59, Private, HS-grad, Widowed, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,38, Thailand, <=50K
30, Private, 7th-8th, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,93, Honduras, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,54, Hungary, >50K
37, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,40, Vietnam, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1974,40, Germany, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Hungary, >50K
19, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,20, Ireland, <=50K
33, Local-gov, Masters, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Cambodia, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Male,4623,0,40, Greece, >50K
48, Local-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Honduras, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Poland, <=50K
39, Self-emp-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,99999,0,60, El-Salvador, >50K
20, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Laos, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1887,60, Hungary, <=50K
30, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, >50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,12, Thailand, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,30, Hungary, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,4078,0,60, Philippines, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,45, Haiti, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Iran, <=50K
38, Private, 10th, Separated, Adm-clerical, Husband, Black, Female,0,0,40, Canada, <=50K
19, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Italy, <=50K
39, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,54, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,50, United-States, >50K
43, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,1977,40, Taiwan, <=50K
50, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,32, Laos, <=50K
42, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,45, Japan, >50K
46, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,1902,60, Columbia, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,45, Columbia, >50K
71, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, Columbia, >50K
24, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,40, Philippines, <=50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,3103,0,45, Iran, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, France, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Ireland, <=50K
38, Private, 9th, Divorced, Other-service, Husband, Other, Female,0,0,40, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
37, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Canada, >50K
49, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,1977,50, Germany, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,25, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Greece, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,45, South, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,40, Yugoslavia, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Greece, <=50K
57, Self-emp-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Portugal, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Cuba, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Greece, <=50K
36, Self-emp-inc, Assoc-voc, Divorced, Tech-support, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Peru, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,42, Portugal, <=50K
35, Private, 10th, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Ireland, <=50K
18, Private, 9th, Never-married, Sales, Own-child, Other, Male,0,0,30, Hungary, <=50K
53, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Germany, <=50K
23, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,1902,40, Cambodia, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Scotland, >50K
29, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,50, Nicaragua, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,6, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,3234,0,40, Italy, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
31, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,15024,0,50, Japan, >50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
53, Self-emp-not-inc, Prof-school, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,48, Thailand, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,45, Japan, <=50K
31, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, Hong, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Prof-school, Divorced, Adm-clerical, Husband, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Japan, <=50K
30, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, France, <=50K
35, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Guatemala, <=50K
47, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
20, Private, Assoc-acdm, Never-married, Sales, Wife, White, Male,0,0,40, Honduras, <=50K
22, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,35, Ireland, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,48, France, <=50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,1902,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,4386,0,40, Germany, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Taiwan, <=50K
30, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
21, Private, Some-college, Separated, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,10, India, <=50K
73, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,48, Jamaica, <=50K
40, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
39, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cuba, <=50K
36, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,70, Jamaica, >50K
49, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, Italy, <=50K
58, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
38, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,20, Cuba, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Columbia, <=50K
55, Self-emp-inc, 9th, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
56, State-gov, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,20, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,11, Hong, <=50K
36, Private, Masters, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,40, South, >50K
