37, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Hungary, >50K
37, Private, 9th, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,35, Greece, <=50K
52, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Taiwan, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Greece, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
19, Private, 5th-6th, Never-married, Sales, Own-child, White, Female,0,0,15, Honduras, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,54, Portugal, <=50K
37, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Cuba, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
62, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,1651,40, Haiti, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Federal-gov, Masters, Divorced, Prof-specialty, Husband, White, Female,7687,0,40, Hong, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Guatemala, >50K
64, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, Vietnam, <=50K
50, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, <=50K
46, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Cambodia, >50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
49, Self-emp-not-inc, 12th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Taiwan, <=50K
33, State-gov, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
69, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,2135,0,35, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Italy, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Outlying-US(Guam-USVI-etc), >50K
42, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
46, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, South, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Hong, <=50K
36, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Hong, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
38, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Honduras, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
40, Private, Assoc-voc, Widowed, Sales, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,15, Trinadad&Tobago, >50K
54, Private, Some-college, Divorced, Sales, Husband, White, Male,7687,0,40, Guatemala, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Thailand, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Scotland, <=50K
23, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,2, Haiti, <=50K
35, Local-gov, HS-grad, Never-married, Protective-serv, Other-relative, Black, Female,0,0,40, China, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
25, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Taiwan, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Poland, >50K
61, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
38, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Hong, <=50K
55, Private, 7th-8th, Married-spouse-absent, Other-service, Wife, White, Male,0,0,40, Peru, <=50K
26, Federal-gov, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,45, Japan, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, China, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,99, Vietnam, <=50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Hong, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
52, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,24909,0,50, England, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, South, <=50K
51, Self-emp-inc, 7th-8th, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Scotland, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,2217,24, Canada, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,35, Laos, <=50K
28, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,10531,0,40, Mexico, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, Ecuador, >50K
58, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Canada, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Thailand, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4084,0,40, Yugoslavia, >50K
42, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,23, Italy, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,20, Portugal, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, India, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, El-Salvador, <=50K
47, Federal-gov, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,1850,40, Ireland, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
49, Private, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Thailand, <=50K
44, Federal-gov, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Japan, <=50K
74, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Ecuador, <=50K
25, Local-gov, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, Puerto-Rico, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Ecuador, >50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,3804,0,40, Japan, >50K
50, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,36, China, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, China, >50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, >50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
64, Local-gov, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,0,35, Trinadad&Tobago, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Ireland, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Germany, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Hong, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,99999,0,35, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Japan, <=50K
65, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, South, <=50K
39, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,2442,0,50, Scotland, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, China, >50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,60, Cambodia, >50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
52, Private, 7th-8th, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Hong, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
69, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,30, Honduras, <=50K
40, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,35, Thailand, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Laos, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Guatemala, >50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Poland, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Poland, >50K
42, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
56, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Greece, <=50K
32, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
36, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, Nicaragua, <=50K
45, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Peru, >50K
70, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2396,45, Ecuador, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3115,0,52, Outlying-US(Guam-USVI-etc), >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, Scotland, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Vietnam, <=50K
32, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, South, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,3621,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, Japan, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Peru, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
39, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,5126,0,45, Trinadad&Tobago, <=50K
19, State-gov, 12th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,16, Thailand, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, France, >50K
44, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
59, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Poland, <=50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Scotland, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Ireland, <=50K
42, Private, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,2899,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Thailand, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Scotland, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2175,40, Columbia, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
52, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1572,40, Trinadad&Tobago, <=50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, South, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Japan, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Ireland, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Nicaragua, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, Puerto-Rico, >50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, France, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
61, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,10, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
47, State-gov, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, Guatemala, <=50K
48, Private, Assoc-voc, Widowed, Exec-managerial, Own-child, White, Female,0,1633,40, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,60, Hungary, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, >50K
49, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4722,0,50, England, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
44, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
66, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,2336,0,20, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4773,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
45, State-gov, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,24, Nicaragua, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Peru, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,50, England, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Thailand, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Scotland, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, El-Salvador, >50K
63, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,8720,0,35, Japan, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
47, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, South, >50K
25, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, France, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, Greece, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Honduras, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, Jamaica, <=50K
43, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,2450,0,40, Puerto-Rico, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
39, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,15, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Cuba, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,20, Honduras, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Laos, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, China, <=50K
53, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, China, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Canada, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
82, Local-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,20, Poland, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ireland, >50K
25, Self-emp-inc, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,73, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
29, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, South, >50K
18, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, Nicaragua, <=50K
57, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,31, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Portugal, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,24688,0,50, Hong, >50K
