42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1917,60, Dominican-Republic, >50K
58, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
29, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,2333,0,40, Philippines, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,54, Thailand, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Cambodia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
40, Private, 9th, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,50, Jamaica, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1911,40, South, <=50K
27, Local-gov, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, Portugal, >50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,37, Scotland, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,35, Peru, <=50K
30, Private, Masters, Widowed, Other-service, Own-child, Asian-Pac-Islander, Male,2582,0,36, Poland, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,36, Hungary, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
63, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, Black, Male,0,0,35, El-Salvador, <=50K
47, Local-gov, Bachelors, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,50, Nicaragua, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
34, Private, Some-college, Separated, Exec-managerial, Husband, Other, Female,0,0,65, Jamaica, <=50K
59, Local-gov, Masters, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ecuador, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,6632,0,50, Columbia, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Yugoslavia, <=50K
34, Private, Masters, Divorced, Sales, Other-relative, White, Female,0,0,50, Laos, >50K
65, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, Other, Female,0,0,25, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,35, Vietnam, <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Scotland, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,0,0,40, Peru, <=50K
71, State-gov, Assoc-acdm, Widowed, Adm-clerical, Husband, Black, Female,0,1894,37, France, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1926,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Vietnam, <=50K
28, Private, Masters, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, Yugoslavia, <=50K
40, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Greece, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,36, Columbia, <=50K
32, Private, 11th, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Hungary, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,40, France, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, China, >50K
53, Private, Some-college, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
37, Private, Bachelors, Widowed, Machine-op-inspct, Own-child, Other, Male,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Portugal, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,22, Columbia, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Portugal, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,50, Trinadad&Tobago, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Guatemala, >50K
23, Private, 10th, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,25, Trinadad&Tobago, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Iran, >50K
61, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1902,40, Yugoslavia, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
21, Local-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,8, China, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,42, China, <=50K
38, Private, 11th, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Dominican-Republic, <=50K
18, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Mexico, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,83, Italy, >50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
42, Federal-gov, 11th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,54, El-Salvador, >50K
50, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, Italy, >50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, China, <=50K
58, Private, Masters, Divorced, Prof-specialty, Husband, Black, Female,0,1902,40, Cuba, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
32, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
37, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, Other, Female,0,0,50, Greece, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,48, Honduras, <=50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Iran, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,30, El-Salvador, <=50K
24, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,50, Greece, <=50K
21, Private, 10th, Married-civ-spouse, Protective-serv, Own-child, Other, Female,0,0,43, Iran, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
41, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1977,50, Thailand, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, Cuba, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
48, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, Scotland, >50K
37, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Haiti, <=50K
44, Private, Masters, Widowed, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,30, Laos, <=50K
46, Private, Some-college, Divorced, Tech-support, Husband, Black, Female,0,0,45, Ecuador, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,55, Canada, >50K
33, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,7687,0,40, Germany, >50K
49, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, England, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,20, Yugoslavia, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
44, Federal-gov, 1st-4th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,60, Mexico, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Hong, >50K
18, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,16, Poland, <=50K
39, Local-gov, 9th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
29, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Laos, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2448,0,40, England, >50K
28, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
30, Private, Doctorate, Never-married, Sales, Own-child, Black, Female,19103,0,32, Laos, >50K
27, Private, Masters, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Nicaragua, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Vietnam, <=50K
32, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
72, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,12, Laos, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
35, Local-gov, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,40, Puerto-Rico, <=50K
33, Private, 9th, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,50, Honduras, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, Japan, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, Guatemala, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Nicaragua, <=50K
41, Federal-gov, Some-college, Divorced, Exec-managerial, Other-relative, Black, Female,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Cambodia, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, Hong, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,35, Ireland, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Honduras, >50K
46, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,26, Greece, <=50K
35, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
68, Self-emp-inc, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Philippines, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,6925,0,50, Taiwan, <=50K
35, Private, 7th-8th, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Thailand, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
22, Private, 7th-8th, Divorced, Other-service, Own-child, White, Female,0,0,20, Laos, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,70, Cuba, >50K
68, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,15, Italy, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,45, Cambodia, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Haiti, <=50K
24, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Haiti, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5196,0,40, Peru, <=50K
26, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, India, <=50K
24, Private, Some-college, Separated, Craft-repair, Husband, White, Female,0,0,35, Japan, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, England, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,50, Laos, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,7863,0,40, Ireland, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Ireland, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,5112,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,6907,0,45, Greece, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,16, Jamaica, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,20, Columbia, <=50K
42, Private, 9th, Divorced, Sales, Husband, White, Male,0,0,50, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, <=50K
74, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,65, Hungary, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,48, Mexico, >50K
46, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, Columbia, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, China, <=50K
55, Private, 7th-8th, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,25, Iran, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,50, France, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,45, China, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
74, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,35, Hong, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,38, Hungary, <=50K
24, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
62, Private, Doctorate, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
17, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Poland, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
39, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
32, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Peru, <=50K
67, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, South, <=50K
35, Private, Prof-school, Never-married, Exec-managerial, Husband, Other, Male,0,0,75, Puerto-Rico, >50K
20, Local-gov, 11th, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
38, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,30, Yugoslavia, <=50K
61, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,48, China, >50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Laos, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,8563,0,30, Portugal, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,2979,0,50, Yugoslavia, <=50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,50, United-States, >50K
29, Private, Assoc-voc, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,72, Laos, <=50K
64, Private, Masters, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,10, Nicaragua, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,37, India, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,54, Japan, >50K
35, State-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, Nicaragua, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,2411,0,40, Greece, >50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,10, Portugal, <=50K
24, Private, Prof-school, Never-married, Tech-support, Not-in-family, Other, Female,0,0,48, India, <=50K
34, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
70, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,25, Italy, <=50K
19, Private, 11th, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Honduras, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,45, Puerto-Rico, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Portugal, <=50K
22, Private, Bachelors, Never-married, Protective-serv, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,7026,0,46, Italy, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,50, France, >50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
41, Local-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, South, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7687,0,40, Puerto-Rico, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Peru, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,25, Jamaica, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Philippines, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,1056,0,60, England, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,28, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,1902,54, Hong, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, China, >50K
36, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,80, China, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
33, Private, 7th-8th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, 9th, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,16, England, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,20, Poland, <=50K
19, Local-gov, Assoc-voc, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,8, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
53, Private, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
23, Private, 12th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,35, China, <=50K
