42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, Dominican-Republic, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,60, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Mexico, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,24, Portugal, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, >50K
38, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,60, Trinadad&Tobago, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1901,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,74, China, <=50K
21, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Male,0,0,32, Honduras, <=50K
59, Federal-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Trinadad&Tobago, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, Greece, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Greece, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Scotland, <=50K
41, Private, Bachelors, Divorced, Other-service, Husband, Other, Male,0,0,40, Vietnam, <=50K
66, Local-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Other, Female,0,0,16, Canada, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, China, <=50K
61, Private, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,33, Ecuador, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, Portugal, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
60, Self-emp-inc, Assoc-acdm, Divorced, Other-service, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,45, United-States, <=50K
51, Federal-gov, Some-college, Separated, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,40, France, <=50K
35, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, <=50K
32, State-gov, 5th-6th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Laos, <=50K
37, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1962,40, Scotland, >50K
39, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,25, Yugoslavia, <=50K
33, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,20, Taiwan, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Honduras, >50K
55, Private, 11th, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Poland, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Scotland, >50K
35, Federal-gov, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, El-Salvador, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, Hungary, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, England, <=50K
23, Private, 12th, Never-married, Adm-clerical, Husband, White, Female,0,0,30, South, <=50K
39, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Cambodia, >50K
37, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
43, Local-gov, HS-grad, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, El-Salvador, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, Taiwan, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Male,7687,0,40, China, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Hungary, <=50K
37, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
28, Private, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,1977,40, Canada, >50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,85, Germany, >50K
24, Private, Bachelors, Divorced, Adm-clerical, Husband, Black, Male,3103,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,30, England, <=50K
31, Private, Bachelors, Separated, Craft-repair, Own-child, Black, Female,0,0,40, Hungary, <=50K
65, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,12, Japan, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Nicaragua, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,56, Cuba, >50K
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,55, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1977,45, Thailand, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Honduras, <=50K
69, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,12, Trinadad&Tobago, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Hungary, <=50K
67, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Italy, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,50, Hungary, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, Haiti, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,50, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Puerto-Rico, <=50K
43, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, <=50K
44, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,55, Honduras, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,74, Cambodia, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
26, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Portugal, <=50K
27, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Hong, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Mexico, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,45, South, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, >50K
40, State-gov, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, State-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,50, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
28, Private, Doctorate, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, India, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,37, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1887,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Laos, <=50K
40, Private, Some-college, Separated, Machine-op-inspct, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
53, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
22, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
35, State-gov, Some-college, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
18, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,38, Canada, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Cuba, <=50K
38, Private, Assoc-voc, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
31, Private, 11th, Never-married, Protective-serv, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
36, Self-emp-not-inc, Masters, Widowed, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,14127,0,40, Guatemala, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Canada, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,99, Italy, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Germany, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,2508,0,40, Canada, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3270,0,80, United-States, >50K
68, Local-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,30, India, <=50K
35, Private, Bachelors, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Ecuador, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
27, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Own-child, Other, Female,0,0,35, Italy, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Taiwan, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Philippines, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
27, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Honduras, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Female,0,1967,50, Germany, <=50K
24, Private, HS-grad, Never-married, Priv-house-serv, Husband, White, Female,0,0,36, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, England, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,44, India, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Columbia, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,50, South, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,70, Honduras, >50K
29, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Portugal, >50K
56, Private, HS-grad, Widowed, Prof-specialty, Husband, Other, Male,4460,0,20, Cambodia, <=50K
43, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,13525,0,40, Iran, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,50, Cuba, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Poland, >50K
76, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,15024,0,40, Germany, <=50K
51, Private, 9th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Hungary, >50K
49, Private, 10th, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,38, Iran, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Canada, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,70, China, <=50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,1595,40, Guatemala, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,46915,0,50, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,22, Hong, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,3, El-Salvador, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,80, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,35, Japan, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Mexico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Laos, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, Ireland, <=50K
39, Private, Doctorate, Married-civ-spouse, Sales, Other-relative, White, Female,0,1977,40, England, >50K
51, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Greece, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
57, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,40, Taiwan, <=50K
54, Private, Some-college, Married-spouse-absent, Prof-specialty, Wife, Other, Male,0,0,52, United-States, <=50K
52, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Jamaica, >50K
37, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, >50K
49, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,6546,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, Laos, >50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,2803,0,40, Cambodia, >50K
37, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,45, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,8614,0,50, Honduras, >50K
61, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, Dominican-Republic, >50K
50, State-gov, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,36, Japan, >50K
26, Private, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,45, Thailand, <=50K
27, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Hong, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,2407,0,40, Yugoslavia, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
53, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,50, Ecuador, >50K
48, State-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,1977,40, Nicaragua, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,60, Japan, >50K
65, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,15024,0,40, United-States, >50K
62, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,30, Philippines, <=50K
36, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,35, Yugoslavia, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,45, Taiwan, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,45, Iran, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,9, Cuba, <=50K
41, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
19, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,45, Hong, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,35, Thailand, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Scotland, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
37, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
58, Self-emp-inc, Assoc-acdm, Divorced, Priv-house-serv, Husband, Other, Female,0,0,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
57, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, India, >50K
63, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
34, State-gov, 1st-4th, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,1889,60, Ecuador, >50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, England, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,48, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
43, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,1902,40, United-States, <=50K
80, Local-gov, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,10, Poland, <=50K
57, Local-gov, Assoc-voc, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,38, Philippines, <=50K
46, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, >50K
41, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,38, Dominican-Republic, <=50K
51, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,45, Cuba, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Italy, >50K
48, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,40, Jamaica, >50K
