50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
26, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, Mexico, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,4, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, 9th, Divorced, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,1902,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1701,45, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,29, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,1977,29, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, 9th, Divorced, Tech-support, Husband, White, Male,0,0,29, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States, >50K
42, Self-emp-not-inc, Assoc-voc, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,8195,0,20, United-States, >50K
52, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1477,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,6219,0,40, United-States, >50K
51, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Male,0,0,25, United-States, <=50K
46, Private, Masters, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,3568,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, Dominican-Republic, >50K
42, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,4060,0,45, United-States, >50K
49, State-gov, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, England, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,1902,40, United-States, >50K
27, Private, Bachelors, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,29, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 11th, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Local-gov, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,20, United-States, >50K
28, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 5th-6th, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,35, United-States, <=50K
56, Local-gov, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Self-emp-inc, Assoc-voc, Never-married, Other-service, Husband, White, Female,0,1778,60, United-States, >50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,44, Jamaica, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,1887,15, United-States, <=50K
62, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,36, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2348,65, United-States, >50K
45, State-gov, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
44, Local-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2334,40, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 10th, Divorced, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
47, State-gov, Preschool, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Some-college, Separated, Tech-support, Husband, White, Male,0,1686,45, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,36, Holand-Netherlands, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
66, Self-emp-not-inc, Some-college, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,2936,0,99, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Masters, Widowed, Other-service, Husband, White, Female,0,0,20, United-States, >50K
25, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Canada, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,29, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Male,4159,0,40, United-States, >50K
24, State-gov, 9th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, <=50K
33, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,3485,0,51, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,35, Jamaica, <=50K
70, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
21, Private, Some-college, Separated, Adm-clerical, Husband, Black, Male,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, 10th, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
29, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2172,80, United-States, >50K
39, Private, 7th-8th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,3691,0,40, United-States, >50K
49, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
70, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,32, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
84, State-gov, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7002,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, Doctorate, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Separated, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1671,46, United-States, >50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,45, United-States, >50K
24, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,54, United-States, >50K
77, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,29, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,38, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,60, United-States, >50K
50, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Separated, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,54, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,29, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,4125,0,50, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1979,47, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
65, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4386,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Male,0,0,35, Guatemala, >50K
74, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,10, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Female,3411,0,40, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,29, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
34, Private, Masters, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,29, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,0,1755,60, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,79, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
32, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Federal-gov, Masters, Never-married, Sales, Husband, White, Male,0,0,59, United-States, >50K
24, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,29, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,45, Dominican-Republic, <=50K
26, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,28, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, <=50K
