37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Jamaica, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, >50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Portugal, >50K
22, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,32, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,6, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, China, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,3325,0,40, Vietnam, <=50K
27, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,6910,0,45, United-States, >50K
23, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
46, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,1579,20, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, 9th, Divorced, Craft-repair, Wife, White, Male,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, Masters, Never-married, Other-service, Unmarried, White, Male,0,0,38, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2046,40, United-States, <=50K
52, Private, 11th, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Greece, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,45, Japan, <=50K
53, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3220,0,54, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,50, United-States, >50K
31, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,35, United-States, <=50K
68, State-gov, 10th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
51, Local-gov, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,20, Greece, <=50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private, 10th, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
55, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, >50K
47, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,8614,0,10, United-States, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,7298,0,65, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,7298,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1740,38, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
81, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
70, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,25, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,18, United-States, <=50K
32, State-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Some-college, Married-AF-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1886,40, United-States, >50K
53, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,47, United-States, <=50K
57, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, United-States, <=50K
25, State-gov, 11th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,1886,60, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,2528,0,45, United-States, >50K
53, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
39, Federal-gov, 10th, Separated, Other-service, Not-in-family, White, Female,0,0,58, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,2443,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, China, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, Italy, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Local-gov, 10th, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,66, United-States, >50K
65, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov, Some-college, Married-spouse-absent, Craft-repair, Wife, Black, Male,0,1850,40, United-States, >50K
42, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 10th, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, United-States, >50K
41, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,2659,0,50, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, Germany, >50K
27, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,42, Jamaica, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,70, United-States, <=50K
33, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,37, United-States, <=50K
53, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,10, United-States, <=50K
29, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
23, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Philippines, <=50K
47, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, United-States, <=50K
63, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,12, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
24, Private, 10th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, >50K
37, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,4064,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, >50K
43, Private, 10th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,38, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Other-relative, White, Female,0,0,48, Philippines, >50K
62, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,71, United-States, <=50K
22, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
76, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,25, United-States, >50K
41, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 10th, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,33, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1610,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,48, Mexico, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
90, Self-emp-inc, Prof-school, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2404,40, England, >50K
23, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,2781,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,5, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
46, State-gov, Masters, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,50, Haiti, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,40, United-States, >50K
54, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,16, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1576,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,32, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,7136,0,40, India, <=50K
55, Self-emp-inc, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,2000,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,18, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,8614,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
26, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,98, United-States, <=50K
19, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
42, State-gov, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
