39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
21, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
35, Local-gov, Masters, Divorced, Machine-op-inspct, Husband, Other, Female,5231,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Laos, >50K
59, Private, Masters, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,3105,0,40, South, <=50K
36, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3839,0,30, Haiti, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,16, Poland, <=50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,25031,0,35, China, >50K
47, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Honduras, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
64, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, <=50K
36, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, Greece, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, El-Salvador, >50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
68, Private, Masters, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,20, Guatemala, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,3893,0,54, Italy, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,42, Ecuador, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Other-relative, Other, Male,0,0,50, Vietnam, <=50K
65, State-gov, 10th, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,35, Thailand, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Hong, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
18, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Scotland, <=50K
27, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,65, Germany, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Canada, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,15, Columbia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Trinadad&Tobago, <=50K
28, Federal-gov, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,38, Taiwan, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,25, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,44, Greece, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Peru, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,1869,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Hong, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
53, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, Honduras, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
36, Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,38, Vietnam, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, France, <=50K
40, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
48, Private, 9th, Divorced, Exec-managerial, Husband, Other, Male,0,0,65, Mexico, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, France, >50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Germany, <=50K
41, Self-emp-inc, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, South, <=50K
23, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
23, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,47, Nicaragua, >50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,16, Poland, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
43, Private, Doctorate, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, France, <=50K
26, Private, 11th, Never-married, Other-service, Unmarried, Black, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, Honduras, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
28, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,32, Mexico, <=50K
64, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,2424,0,45, Greece, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, India, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, Columbia, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, Dominican-Republic, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, Canada, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,50, Iran, <=50K
62, Private, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,45, Japan, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,50, India, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
47, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,80, Laos, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,65, Hungary, >50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,48, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Vietnam, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, England, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Canada, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,60, Germany, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,7687,0,40, Japan, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
47, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Columbia, >50K
29, Self-emp-inc, 12th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,20, Guatemala, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
52, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Japan, <=50K
44, Federal-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,4990,0,40, Taiwan, >50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
33, State-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,38, Iran, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Guatemala, >50K
21, Private, HS-grad, Separated, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
40, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,50, South, <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,2041,50, South, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,80, Ireland, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Portugal, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Scotland, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,65, Poland, >50K
20, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,48, India, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Ecuador, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, France, <=50K
37, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,5001,0,50, Hong, <=50K
47, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, <=50K
52, State-gov, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,50, Columbia, <=50K
59, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, France, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Thailand, >50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7298,0,60, Ireland, >50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,15024,0,60, Dominican-Republic, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, El-Salvador, >50K
42, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, Vietnam, <=50K
34, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, >50K
70, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Thailand, >50K
52, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,45, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Italy, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Puerto-Rico, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, Germany, <=50K
28, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,45, Guatemala, <=50K
65, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
43, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,1902,70, Holand-Netherlands, >50K
48, Private, HS-grad, Widowed, Sales, Husband, Other, Female,0,0,40, Japan, >50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,22, Iran, <=50K
49, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,20, Guatemala, >50K
55, State-gov, 1st-4th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Puerto-Rico, >50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
49, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
61, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,48, England, >50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,30, Italy, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,50, Philippines, >50K
59, Private, HS-grad, Divorced, Transport-moving, Husband, Other, Male,0,0,40, France, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Canada, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,7298,0,50, Mexico, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, <=50K
50, State-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Philippines, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,45, Laos, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,50, Iran, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,6, Ecuador, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,14226,0,50, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1979,60, England, >50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, South, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2259,0,40, Thailand, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,40, China, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Jamaica, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Laos, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, India, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Holand-Netherlands, <=50K
58, Local-gov, HS-grad, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Japan, <=50K
30, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, Taiwan, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,30, South, <=50K
73, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Husband, White, Female,27812,0,60, Laos, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Philippines, <=50K
47, Private, 5th-6th, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Japan, <=50K
28, Local-gov, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,54, Thailand, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
41, Private, HS-grad, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Canada, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, Iran, <=50K
46, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, China, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,42, Hungary, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,70, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, El-Salvador, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,15024,0,24, Germany, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,50, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,26, Nicaragua, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,15, South, <=50K
36, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Other, Female,0,0,54, El-Salvador, <=50K
33, Private, Some-college, Separated, Sales, Other-relative, Other, Male,0,0,40, Thailand, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, Columbia, <=50K
28, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Haiti, <=50K
38, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,40, Ecuador, <=50K
31, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,48, Yugoslavia, >50K
59, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
41, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
23, Private, 11th, Never-married, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,24, Ireland, <=50K
34, Private, Preschool, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,1902,45, Germany, <=50K
57, Private, Assoc-voc, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,37, Peru, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,30, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,35, Nicaragua, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Jamaica, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5178,0,50, Peru, >50K
38, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
57, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, Scotland, >50K
58, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Haiti, >50K
52, Local-gov, 7th-8th, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1978,40, India, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1902,36, England, >50K
44, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Dominican-Republic, >50K
53, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
34, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,99, Peru, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
69, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1872,40, El-Salvador, >50K
18, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, India, <=50K
37, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Female,0,0,50, England, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Portugal, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Laos, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Scotland, >50K
