56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Vietnam, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Masters, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
30, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,4600,0,40, China, >50K
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Male,0,0,35, Thailand, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, Japan, <=50K
35, Without-pay, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,36, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,4255,0,40, Philippines, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Vietnam, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,22, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
28, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,50, Scotland, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,25, England, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Ireland, <=50K
29, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-spouse-absent, Sales, Wife, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Jamaica, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,30, Italy, <=50K
40, Private, Masters, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Honduras, >50K
33, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,20, South, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,79, Trinadad&Tobago, <=50K
59, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
45, Local-gov, 7th-8th, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Japan, <=50K
44, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, <=50K
58, Private, Masters, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,4666,0,40, Thailand, <=50K
46, State-gov, Assoc-voc, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Hungary, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,44, England, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, Germany, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, Greece, <=50K
23, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
47, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
63, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,20, Germany, <=50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
34, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Ireland, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,43, Germany, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Vietnam, <=50K
48, Private, 5th-6th, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Peru, <=50K
29, Private, 9th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Canada, <=50K
33, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, Vietnam, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Greece, <=50K
64, Private, 9th, Separated, Machine-op-inspct, Husband, White, Male,0,0,45, Philippines, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
63, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,35, India, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Trinadad&Tobago, <=50K
19, Self-emp-not-inc, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, Columbia, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,54, Puerto-Rico, >50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, State-gov, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,30, India, <=50K
34, Private, Some-college, Separated, Exec-managerial, Wife, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2169,0,40, France, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Poland, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
20, Private, 9th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Japan, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, Vietnam, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, >50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Vietnam, <=50K
43, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, Other, Female,0,0,25, Nicaragua, <=50K
26, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Female,0,0,30, Yugoslavia, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,65, Guatemala, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Yugoslavia, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Yugoslavia, >50K
61, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,35, Cuba, >50K
38, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,20, Mexico, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,20, Scotland, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,44, Philippines, <=50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1654,50, Trinadad&Tobago, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, China, >50K
43, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Philippines, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Other-service, Unmarried, Black, Male,0,0,34, United-States, <=50K
47, Local-gov, 9th, Separated, Craft-repair, Wife, White, Male,0,0,50, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, 9th, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,25, Thailand, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,50, Dominican-Republic, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Canada, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, >50K
19, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,30, Japan, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Poland, <=50K
51, Private, 5th-6th, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,12, Mexico, <=50K
35, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Japan, <=50K
27, Private, 10th, Divorced, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Honduras, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,13, United-States, >50K
66, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,8300,0,50, Italy, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Philippines, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, China, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, India, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,25, Hungary, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ireland, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, Other, Male,8614,0,50, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,54, Thailand, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Hungary, >50K
46, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
49, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Dominican-Republic, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,97, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
52, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,60, Hungary, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, El-Salvador, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
21, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
56, Private, Bachelors, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
49, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Trinadad&Tobago, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Ecuador, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,2425,40, England, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,15024,0,45, Dominican-Republic, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
55, Private, 10th, Divorced, Sales, Unmarried, White, Male,0,0,40, Iran, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, France, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Greece, <=50K
44, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, >50K
38, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Honduras, <=50K
39, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, Haiti, <=50K
70, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,1751,0,15, Puerto-Rico, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Ecuador, <=50K
60, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, South, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, <=50K
46, Private, 10th, Married-spouse-absent, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
25, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,12, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Iran, <=50K
17, Private, 11th, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, Yugoslavia, <=50K
40, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,50, Mexico, >50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
32, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,42, Germany, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,54, Ecuador, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,54, Scotland, <=50K
41, Private, 11th, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Thailand, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,46, India, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,15, Cuba, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Vietnam, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,2466,0,20, Laos, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Cambodia, <=50K
27, Private, Some-college, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
32, Private, 12th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Other-relative, Black, Male,0,0,40, Trinadad&Tobago, <=50K
59, State-gov, 11th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
40, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, El-Salvador, <=50K
51, Private, Bachelors, Separated, Adm-clerical, Wife, White, Male,0,0,40, Taiwan, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,50, Ecuador, >50K
36, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,57, Ireland, <=50K
33, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Mexico, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Guatemala, <=50K
28, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Haiti, >50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Columbia, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,1672,40, Puerto-Rico, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,2126,0,40, Nicaragua, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
26, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,24, El-Salvador, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
24, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, China, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Separated, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Female,0,1879,60, France, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Germany, >50K
31, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,60, Cambodia, <=50K
30, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, India, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
31, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,25, Vietnam, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Cuba, <=50K
